TF,median_LPS,median_NS,effect,U,p,n_LPS,n_NS,FDR,sig
BHLHE40,5.5597343743165695,-1.1993792382973871,6.759113612613957,11318.0,1.0711353438399954e-35,126,90,1.6503969255257243e-34,***
RELA,10.084039410906904,-4.683933413244073,14.767972824150977,11328.0,8.116611985071329e-36,126,90,1.6503969255257243e-34,***
PRMT3,-1.7405063298798251,2.2474250519131638,-3.987931381792989,24.0,1.1321735535165205e-35,126,90,1.6503969255257243e-34,***
ZNF786,-4.167005096544765,1.7348451255856672,-5.901850222130432,29.0,1.3003127292020857e-35,126,90,1.6503969255257243e-34,***
ZBED3,-2.074231696099828,1.3760988536960668,-3.450330549795895,32.0,1.4128740303570234e-35,126,90,1.7484316125668162e-34,***
HHEX,-3.016174565348889,4.921702762818712,-7.937877328167601,34.0,1.4932413403734498e-35,126,90,1.8028157645972138e-34,***
PRDM8,8.232558003992889,-1.5794975279294359,9.812055531922324,11304.0,1.578149523387779e-35,126,90,1.8167070094812803e-34,***
DBP,-4.481294877536743,8.910900162585804,-13.392195040122548,36.0,1.578149523387779e-35,126,90,1.8167070094812803e-34,***
SNAPC2,2.9458236631671575,13.026958398639877,-10.08113473547272,37.0,1.622385526690013e-35,126,90,1.8251837175262644e-34,***
PLAGL2,7.746737035037624,-6.904892211608633,14.651629246646257,11302.0,1.6678533957248607e-35,126,90,1.8346387352973466e-34,***
EBF1,3.4389131542124796,-8.477688973320788,11.916602127533267,11298.0,1.862739258758178e-35,126,90,1.8441118661705963e-34,***
NFXL1,-7.187464756862865,6.481502759232117,-13.668967516094982,41.0,1.8119936699177931e-35,126,90,1.8441118661705963e-34,***
KLF6,8.308622819472662,-3.450777681432026,11.759400500904688,11301.0,1.7145872070764465e-35,126,90,1.8441118661705963e-34,***
LIN54,3.5940047197023386,-2.7535628154735363,6.347567535175875,11300.0,1.7626219735899358e-35,126,90,1.8441118661705963e-34,***
CREB3L2,0.9454212392942233,2.9917670078738343,-2.046345768579611,42.0,1.862739258758178e-35,126,90,1.8441118661705963e-34,***
CREM,3.518524639793156,-8.223326612441072,11.741851252234229,11296.0,1.9685050674211952e-35,126,90,1.889970146309661e-34,***
AKAP8,5.427120682946537,8.054686544272396,-2.6275658613258592,45.0,2.0236043990790309e-35,126,90,1.889970146309661e-34,***
CEBPG,-1.0449319037874507,6.820312692210376,-7.865244595997826,45.0,2.0236043990790309e-35,126,90,1.889970146309661e-34,***
REPIN1,0.9048764786480877,8.79484478776369,-7.889968309115602,47.0,2.1384419058786896e-35,126,90,1.9245977152908207e-34,***
GLIS3,9.855127244124223,-3.678826745650961,13.533953989775183,11293.0,2.1384419058786896e-35,126,90,1.9245977152908207e-34,***
SKIL,2.5989280395050756,-7.700244209134119,10.299172248639195,11292.0,2.198265886223093e-35,126,90,1.943110024429341e-34,***
NFAT5,1.3540882752726626,-3.6143607461921308,4.968449021464793,11291.0,2.2597525214460256e-35,126,90,1.962416663361022e-34,***
KDM5B,0.7608725077681768,0.36257895529448647,0.39829355247369036,11287.0,2.523262717894274e-35,126,90,2.0145403957381705e-34,***
ZBTB2,0.09175376872030395,-8.69482088555566,8.786574654275965,11287.0,2.523262717894274e-35,126,90,2.0145403957381705e-34,***
ZNF124,-5.968705636073502,3.0449852182859694,-9.01369085435947,52.0,2.4546536943227685e-35,126,90,2.0145403957381705e-34,***
TRERF1,-6.705959744471642,5.5924401551853595,-12.298399899657001,52.0,2.4546536943227685e-35,126,90,2.0145403957381705e-34,***
PBX2,-2.2374491460766777,11.103253747496478,-13.340702893573155,51.0,2.3878986194159145e-35,126,90,2.0145403957381705e-34,***
CSRNP1,8.43681260006062,-6.208440105370759,14.645252705431378,11285.0,2.6662485913151684e-35,126,90,2.0871728100010475e-34,***
ESRRA,7.238739346261976,12.882775328959962,-5.644035982697986,56.0,2.740731972728649e-35,126,90,2.0871728100010475e-34,***
ZNF335,0.6001731676952691,7.3672624441089525,-6.767089276413683,56.0,2.740731972728649e-35,126,90,2.0871728100010475e-34,***
XPA,-6.257737554032111,4.227860592832389,-10.4855981468645,57.0,2.817282443220769e-35,126,90,2.108086335192973e-34,***
FOSL2,7.1443713809681375,-5.236379041606291,12.38075042257443,11282.0,2.8959569857196396e-35,126,90,2.108086335192973e-34,***
ARID5A,5.763941356651223,-6.2019332945739984,11.96587465122522,11282.0,2.8959569857196396e-35,126,90,2.108086335192973e-34,***
NFE2L2,5.841889320931736,-3.1373344968313917,8.979223817763128,11281.0,2.9768141432744703e-35,126,90,2.1355405810447287e-34,***
ZNF692,2.4694437789158696,8.896691393991713,-6.427247615075843,61.0,3.14531853200279e-35,126,90,2.2227500882055597e-34,***
ZNF706,-1.9350168819159332,5.930770142973059,-7.865787024888992,62.0,3.233091037389905e-35,126,90,2.2227500882055597e-34,***
ARID5B,2.5932396821689956,-9.656456169311838,12.249695851480833,11278.0,3.233091037389905e-35,126,90,2.2227500882055597e-34,***
ZNF74,-2.9615290557323055,7.998380298899637,-10.959909354631943,65.0,3.511277924081751e-35,126,90,2.257250094052554e-34,***
SP100,4.775497066838234,-8.27523969859556,13.050736765433793,11275.0,3.511277924081751e-35,126,90,2.257250094052554e-34,***
NFKB1,7.68664423116941,-6.707132661660687,14.393776892830097,11275.0,3.511277924081751e-35,126,90,2.257250094052554e-34,***
MSANTD3,8.919505782791665,-5.375099480559769,14.294605263351436,11275.0,3.511277924081751e-35,126,90,2.257250094052554e-34,***
ZNF263,4.449140235419915,8.385607533187855,-3.9364672977679396,64.0,3.4160028139402627e-35,126,90,2.257250094052554e-34,***
TFCP2,0.8481625561906312,1.5746501797307946,-0.7264876235401634,67.0,3.709820228658838e-35,126,90,2.3543089912642626e-34,***
KDM2B,0.7947923260807767,14.2412447251679,-13.446452399087125,68.0,3.8132347112463864e-35,126,90,2.3893052937556473e-34,***
ETS2,8.322154443148808,-5.315359129539218,13.637513572688025,11271.0,3.9195129696655826e-35,126,90,2.3952579259067448e-34,***
HMG20B,3.4323768796743765,12.531005468649031,-9.098628588974655,69.0,3.9195129696655826e-35,126,90,2.3952579259067448e-34,***
TSHZ1,-6.829145032815422,4.847382658474626,-11.676527691290048,70.0,4.0287337755887485e-35,126,90,2.4319795352639393e-34,***
USF1,1.3477234023291507,7.379302613100668,-6.031579210771517,72.0,4.256328934366142e-35,126,90,2.478685673542636e-34,***
MXD1,6.281058533032359,-4.988314388124415,11.269372921156775,11268.0,4.256328934366142e-35,126,90,2.478685673542636e-34,***
TGIF1,9.727248011869577,-4.134648235248263,13.86189624711784,11268.0,4.256328934366142e-35,126,90,2.478685673542636e-34,***
ZNF189,2.657748524124795,-1.221288077392806,3.879036601517601,11267.0,4.374871824988007e-35,126,90,2.518094829498911e-34,***
MTF1,7.096536195020796,-6.266431378750394,13.36296757377119,11265.0,4.621886970565782e-35,126,90,2.6296943108391517e-34,***
THAP11,3.0037701638885292,8.379930316487112,-5.376160152598583,76.0,4.750541946805735e-35,126,90,2.672179845078226e-34,***
NFKB2,8.402744733560086,-5.637344236268766,14.040088969828851,11263.0,4.882754506014542e-35,126,90,2.685514978307998e-34,***
ZNF780A,0.9644714373354294,3.5504450969990176,-2.5859736596635883,77.0,4.882754506014542e-35,126,90,2.685514978307998e-34,***
IRF7,10.09472112749715,-1.4046835543634395,11.49940468186059,11262.0,5.0186223603456e-35,126,90,2.7002370308381217e-34,***
KLF16,4.652396692628121,6.960611981511567,-2.3082152888834466,78.0,5.0186223603456e-35,126,90,2.7002370308381217e-34,***
FLI1,-6.858109689022193,4.746379629123391,-11.604489318145584,79.0,5.15824588726789e-35,126,90,2.74551797225549e-34,***
TET3,1.473458626339304,6.170993999740091,-4.697535373400787,80.0,5.301728201759374e-35,126,90,2.7624794314430423e-34,***
HLX,11.048880050506147,-1.606651030426339,12.655531080932487,11260.0,5.301728201759374e-35,126,90,2.7624794314430423e-34,***
NFATC3,-7.253156711213588,2.8722529626559847,-10.125409673869573,82.0,5.600695787703213e-35,126,90,2.8878587655344692e-34,***
ZNF524,2.060718515965199,13.71646113430883,-11.65574261834363,84.0,5.916407655532773e-35,126,90,3.0191977211223942e-34,***
YY1,4.349860197616277,5.934498501514217,-1.5846383038979406,85.0,6.080831747861215e-35,126,90,3.0714405257054094e-34,***
IRF9,10.885955100953172,-0.9533520150299974,11.83930711598317,11254.0,6.249795099372676e-35,126,90,3.124897549686338e-34,***
CREB5,-3.14108289269717,2.1072022443329135,-5.248285137030083,87.0,6.423422178790605e-35,126,90,3.1795939785013494e-34,***
BATF,7.359810489156098,-9.869564628248742,17.229375117404842,11250.0,6.973581866199197e-35,126,90,3.4177455680877253e-34,***
ZBTB17,8.465197856080927,-3.985338610473376,12.450536466554302,11245.0,7.996431293641948e-35,126,90,3.880621068973298e-34,***
ZNF18,-5.2752708986021215,0.4961356796851475,-5.771406578287269,96.0,8.218223692571564e-35,126,90,3.911558392137427e-34,***
ZNF219,0.08991470418183642,14.72379182819525,-14.633877124013413,96.0,8.218223692571564e-35,126,90,3.911558392137427e-34,***
ZNF267,1.8793453326744527,-4.535393006013118,6.41473833868757,11241.0,8.920939133141187e-35,126,90,4.205585591337988e-34,***
MITF,1.6514929588337723,12.733756089670539,-11.082263130836767,100.0,9.168196372494966e-35,126,90,4.2813747211179325e-34,***
ZNF511,2.308540431040673,4.23243807299904,-1.9238976419583667,101.0,9.422261062487939e-35,126,90,4.3588964728332055e-34,***
ZKSCAN3,-5.370215235066642,-0.5773118262979733,-4.792903408768669,103.0,9.951562444109891e-35,126,90,4.5611327868837005e-34,***
CEBPA,0.6462538869764061,14.66358339938599,-14.017329512409583,106.0,1.0801391287124689e-34,126,90,4.9052189790153405e-34,***
BCL6,10.852745703561048,-2.470101310041926,13.322847013602974,11233.0,1.1100391574146746e-34,126,90,4.995176208366036e-34,***
PPARG,-1.1631777589033792,10.776590381203128,-11.939768140106507,108.0,1.1407613406579698e-34,126,90,4.997140386068098e-34,***
ZBTB48,3.1311269146468645,13.187140804528964,-10.056013889882099,108.0,1.1407613406579698e-34,126,90,4.997140386068098e-34,***
ZNF281,0.4556011559639529,-6.6977021476626994,7.153303303626652,11232.0,1.1407613406579698e-34,126,90,4.997140386068098e-34,***
ZNF577,0.3803215435054037,2.16616232507094,-1.7858407815655362,110.0,1.2047625903508254e-34,126,90,5.2312059844180574e-34,***
KLF10,8.75211695315641,-2.4006778630043817,11.152794816160792,11229.0,1.2380884052707358e-34,126,90,5.3291631357305585e-34,***
MEF2A,1.9444604004477575,3.862255397229536,-1.9177949967817787,119.0,1.53984626657534e-34,126,90,6.570895706506839e-34,***
ZBTB32,5.3926623671657214,-6.396598678336208,11.789261045501929,11217.0,1.7170767812886421e-34,126,90,7.264555613144255e-34,***
HIVEP2,2.271035415016801,-12.417626544747169,14.68866195976397,11214.0,1.8631674327680162e-34,126,90,7.815829484916678e-34,***
MAX,0.009880457282749486,1.752036161804139,-1.7421557045213893,130.0,2.077329155893957e-34,126,90,8.64099102661772e-34,***
ZNF232,-5.115426345722401,-2.320905323632973,-2.794521022089428,135.0,2.3797139798815254e-34,126,90,9.816320167011292e-34,***
HMGN3,-9.099142437529139,0.8483703541502103,-9.94751279167935,137.0,2.5125679208089545e-34,126,90,1.0278686948763905e-33,***
IRF5,4.697875039182284,10.018635871404467,-5.320760832222183,138.0,2.5817321242984894e-34,126,90,1.0475060668260264e-33,***
TFEB,2.4369449382919264,14.008885617811544,-11.571940679519617,140.0,2.725785031237919e-34,126,90,1.0969622686689187e-33,***
BACH1,10.164575763041725,2.6534098975647895,7.5111658654769355,11199.0,2.8007778153987983e-34,126,90,1.1180524343729074e-33,***
ZFP64,-6.414098997779618,0.25956426703688223,-6.673663264816501,142.0,2.8778198850094863e-34,126,90,1.1396166744637565e-33,***
GPBP1,-1.9977425513145401,-8.988508879445938,6.990766328131397,11196.0,3.0382758340354587e-34,126,90,1.1936083633710732e-33,***
E2F6,2.2249335284727216,3.3383258158577886,-1.113392287385067,146.0,3.2076160132174256e-34,126,90,1.2502125405847447e-33,***
ZNF526,2.4719730597262037,4.327188434153946,-1.8552153744277424,147.0,3.2957692962013996e-34,126,90,1.2646556601703045e-33,***
HIC2,2.3633234178550655,3.6144868180252225,-1.251163400170157,147.0,3.2957692962013996e-34,126,90,1.2646556601703045e-33,***
KLF2,-1.1649399220041015,4.614007411123555,-5.778947333127656,151.0,3.673106192808684e-34,126,90,1.3986058195694602e-33,***
MBNL2,-1.1517620718198907,6.088978104351696,-7.240740176171586,152.0,3.7739608818838392e-34,126,90,1.4260386538416035e-33,***
FAM200B,-3.5851398561055907,8.123109094190639,-11.70824895029623,153.0,3.8775660123908295e-34,126,90,1.454087254646561e-33,***
RXRB,4.760434980370183,9.186554330476508,-4.426119350106324,154.0,3.983996073516043e-34,126,90,1.4827654559326625e-33,***
MAFG,10.165619552719667,0.027590870496295175,10.138028682223371,11182.0,4.439526650090507e-34,126,90,1.6399743968617917e-33,***
HSF1,6.992564664556758,8.944726057231591,-1.9521613926748334,163.0,5.082314455448647e-34,126,90,1.836310697406628e-33,***
ZNF503,0.18933016379212475,14.31317419743493,-14.123844033642806,163.0,5.082314455448647e-34,126,90,1.836310697406628e-33,***
CC2D1A,4.799724143138423,8.262131944427594,-3.462407801289171,163.0,5.082314455448647e-34,126,90,1.836310697406628e-33,***
ZNF592,4.165258842537199,10.891437132605898,-6.726178290068699,164.0,5.221559043619473e-34,126,90,1.8594760622961437e-33,***
SP110,3.5222340685517004,-6.968899175808282,10.491133244359983,11176.0,5.221559043619473e-34,126,90,1.8594760622961437e-33,***
CENPT,2.225718037467585,8.151385144777807,-5.925667107310222,165.0,5.364592646513819e-34,126,90,1.8967666857316718e-33,***
PBX3,-2.1094938509140304,11.533332110210674,-13.642825961124704,166.0,5.511517651352742e-34,126,90,1.9212684770560614e-33,***
RREB1,1.085128278212907,15.641177012027494,-14.556048733814588,166.0,5.511517651352742e-34,126,90,1.9212684770560614e-33,***
KLF5,-0.7212716676204614,-3.596640573861551,2.8753689062410897,11167.0,6.658148208834163e-34,126,90,2.3047436107502872e-33,***
CENPB,8.31293233790163,11.02209141708245,-2.7091590791808198,174.0,6.84023588557714e-34,126,90,2.351331085667142e-33,***
TBX19,-0.7675700985203883,2.6023470003464637,-3.369917098866852,176.0,7.219381752389926e-34,126,90,2.4645475637469057e-33,***
AHRR,2.4030097569817332,11.426761191676427,-9.023751434694693,177.0,7.416710302952709e-34,126,90,2.514569589014788e-33,***
ZNF589,-2.890780982638953,1.0608667102910283,-3.9516476929299813,181.0,8.261054919620706e-34,126,90,2.7817837994641152e-33,***
PIN1,6.213806819916405,8.320290117243195,-2.1064832973267897,186.0,9.451884627560709e-34,126,90,3.161272223407129e-33,***
ZNF558,0.02761309367009083,2.7281062303045744,-2.7004931366344835,187.0,9.709764137817097e-34,126,90,3.225727012227827e-33,***
SETDB1,0.35187137564436766,1.173420560502222,-0.8215491848578544,191.0,1.0813062556495201e-33,126,90,3.5446794473278966e-33,***
IRF4,0.8019364749382067,-2.8342554487254654,3.636191923663672,11149.0,1.0813062556495201e-33,126,90,3.5446794473278966e-33,***
CXXC5,3.0561369151431528,10.82905734168822,-7.772920426545067,194.0,1.1721458398169086e-33,126,90,3.8171854651932225e-33,***
ZNF689,-0.003863464254921351,1.6542223687266757,-1.658085832981597,196.0,1.2368767354313527e-33,126,90,3.975675221029348e-33,***
BATF3,8.3477619240488,-3.8988921304683926,12.246654054517194,11144.0,1.2368767354313527e-33,126,90,3.975675221029348e-33,***
ZBTB14,-7.098447292295702,-0.6147916083306453,-6.483655683965056,201.0,1.4146582239922434e-33,126,90,4.5177794895236156e-33,***
RBPJ,2.8745550525743586,9.923859095061587,-7.049304042487229,202.0,1.4531493050299366e-33,126,90,4.610954525575761e-33,***
FOS,1.6131142620853018,8.250364482429696,-6.637250220344393,203.0,1.4926804491541329e-33,126,90,4.706221798288508e-33,***
CAMTA2,3.2870968571624974,14.722945904346037,-11.43584904718354,204.0,1.533279561808113e-33,126,90,4.803629006930481e-33,***
RUNX1,10.416159426370655,2.1453557890345927,8.270803637336062,11135.0,1.5749752917686808e-33,126,90,4.8725798089093554e-33,***
ZNF385A,1.9848017868877905,16.35017538208513,-14.36537359519734,205.0,1.5749752917686808e-33,126,90,4.8725798089093554e-33,***
EEA1,2.0749673934044615,3.6881398242315657,-1.6131724308271043,206.0,1.6177970508012467e-33,126,90,4.973972299047311e-33,***
JUNB,8.086423223431932,0.7211882081600656,7.365235015271867,11133.0,1.661775033830711e-33,126,90,5.0776459367049495e-33,***
STAT4,0.3931774324103974,-6.483742439194749,6.876919871605146,11127.0,1.951718562063524e-33,126,90,5.9269980872481254e-33,***
ZNF296,1.6763824423178955,2.0619044729822793,-0.38552203066438384,214.0,2.0047058432857903e-33,126,90,6.014117529857371e-33,***
ATF6B,5.928737765117724,13.221639317538727,-7.292901552421004,214.0,2.0047058432857903e-33,126,90,6.014117529857371e-33,***
MSC,8.13957367028848,0.49335269505904245,7.646220975229437,11122.0,2.2313282963269893e-33,126,90,6.613817405280597e-33,***
ZBTB34,2.985426092453196,10.938432620686246,-7.95300652823305,218.0,2.2313282963269893e-33,126,90,6.613817405280597e-33,***
ZNF34,2.5337361779571923,7.620667840162509,-5.086931662205317,220.0,2.3540043359688827e-33,126,90,6.935905632765457e-33,***
ZNF652,-2.510546125572466,1.9160428291944465,-4.426588954766912,222.0,2.4833768530061e-33,126,90,7.273796107917275e-33,***
CASZ1,6.242989660992237,-3.1459136573356137,9.38890331832785,11117.0,2.5506869391980344e-33,126,90,7.427000205311923e-33,***
ZNF703,4.891728558473002,9.442494102368515,-4.550765543895514,226.0,2.7636823459029847e-33,126,90,8.000133106561272e-33,***
MEF2D,2.217495795541333,5.94971920573823,-3.732223410196897,229.0,2.9943334126014077e-33,126,90,8.617413018823819e-33,***
SP1,-0.6068002797888278,11.88928811744102,-12.496088397229848,230.0,3.075388313285522e-33,126,90,8.799521474429673e-33,***
KLF7,-4.230038074927738,9.131731274921066,-13.361769349848803,231.0,3.158622023470914e-33,126,90,8.985735066770703e-33,***
MYCL,-0.10362670189715595,13.90256640268699,-14.006193104584145,233.0,3.331860017267143e-33,126,90,9.424404048841347e-33,***
MEF2C,0.42017248043558386,2.4997557384816913,-2.0795832580461076,235.0,3.514531335379844e-33,126,90,9.884619380755811e-33,***
PLAGL1,1.6081547713764963,10.027302261096601,-8.419147489720105,243.0,4.350167337462037e-33,126,90,1.2097375460919711e-32,***
STAT5A,9.14450575430563,1.7065755286150708,7.437930225690559,11097.0,4.350167337462037e-33,126,90,1.2097375460919711e-32,***
ZNF609,-0.6866025095374613,6.645788809801013,-7.332391319338475,245.0,4.588223471657571e-33,126,90,1.2688104013801663e-32,***
ZNF324,3.271104057782025,4.590707343017553,-1.319603285235528,246.0,4.7120588550874014e-33,126,90,1.2958161851490353e-32,***
SETDB2,-2.167943309616107,0.7885650515760182,-2.9565083611921255,247.0,4.839213094304382e-33,126,90,1.3234312053484357e-32,***
JDP2,2.7350558175681727,14.973279589710563,-12.23822377214239,248.0,4.9697744997683435e-33,126,90,1.351669438123808e-32,***
FOXJ2,-1.2619269138601807,6.927160966270087,-8.189087880130268,256.0,6.1483197608352854e-33,126,90,1.6630700992423313e-32,***
TFDP2,-0.695947083628759,-0.9182750071997067,0.22232792357094766,11083.0,6.313925456189894e-33,126,90,1.698583206964129e-32,***
ERF,6.129376523171279,13.052733978831984,-6.923357455660705,265.0,7.808502495696307e-33,126,90,2.0893020191187414e-32,***
THAP2,-2.2887112491629207,-3.2676001716419583,0.9788889224790376,11065.0,1.0179203863404052e-32,126,90,2.708981673325272e-32,***
POGK,3.2327223590522065,4.29378889828282,-1.0610665392306133,284.0,1.2917111692750933e-32,126,90,3.4192354480811296e-32,***
ZNF469,2.9462228367882464,0.7136913063433152,2.2325315304449314,11050.0,1.513695409375722e-32,126,90,3.98552780660097e-32,***
ZNF24,2.0915078837333247,1.5806195936796243,0.5108882900537004,11046.0,1.6823324076581315e-32,126,90,4.4061086867236773e-32,***
MBD3,6.043553608369937,7.495876333784931,-1.4523227254149944,297.0,1.8209361303466195e-32,126,90,4.7440178132714564e-32,***
CTCF,0.4004966378241035,1.2433206205827518,-0.8428239827586483,310.0,2.5648887761471017e-32,126,90,6.64722483870584e-32,***
IKZF3,-4.840805032883182,-9.092014228254145,4.251209195370963,11029.0,2.633285537741857e-32,126,90,6.788939276990725e-32,***
LYL1,4.636620831323244,13.971932458133887,-9.335311626810643,313.0,2.7755590903053896e-32,126,90,7.118661915550092e-32,***
XBP1,1.5889262645146784,-0.15285163851643185,1.7417779030311102,11021.0,3.2498069975878355e-32,126,90,8.292033318587518e-32,***
NFIA,-1.4753194706676696,0.09512189544313407,-1.5704413661108036,326.0,3.905591443304322e-32,126,90,9.91419366377251e-32,***
SAFB2,4.982049435470153,8.141343418058366,-3.1592939825882125,332.0,4.5711960492689355e-32,126,90,1.148600022532042e-31,***
MNT,4.825684467204898,11.347056145444137,-6.521371678239239,332.0,4.5711960492689355e-32,126,90,1.148600022532042e-31,***
ETV7,10.525969292178774,3.163197690404181,7.362771601774592,10998.0,5.939729302387912e-32,126,90,1.484932325596978e-31,***
ZNF117,1.4762939005065574,2.752660576850914,-1.2763666763443564,346.0,6.594813010896699e-32,126,90,1.6404183117557116e-31,***
ZNF410,-0.7089066790042586,-3.855500987499404,3.1465943084951453,10993.0,6.769493670727091e-32,126,90,1.675449683504955e-31,***
AKAP8L,5.813567747253391,8.98002366011386,-3.166455912860469,350.0,7.321577588201738e-32,126,90,1.8030750776914727e-31,***
ZNF467,3.6051365237277166,14.75402365846335,-11.148887134735633,354.0,8.127803624013433e-32,126,90,1.9917142543993314e-31,***
ZNF169,0.7245296770042637,2.5829957869448985,-1.8584661099406348,357.0,8.789770164990855e-32,126,90,2.143318340724371e-31,***
MLXIP,-0.18831372041222813,8.983920788720805,-9.172234509133034,361.0,9.75634537075764e-32,126,90,2.367348509080898e-31,***
ZBTB7B,5.739560305630198,14.615924074293126,-8.876363768662928,366.0,1.111416666397209e-31,126,90,2.6836646334956995e-31,***
SP140,4.465046692966065,-1.5523098733876872,6.017356566353753,10973.0,1.140744920808502e-31,126,90,2.741110367962177e-31,***
ZNF341,5.8651359644536125,9.169414232055447,-3.304278267601834,375.0,1.4047723320560675e-31,126,90,3.3592381853514657e-31,***
HMGA2,4.7803579617658425,-4.7484026835688375,9.52876064533468,10959.0,1.6418393878646081e-31,126,90,3.9072620047739472e-31,***
ZBTB43,2.627625496065585,1.1606636134690445,1.4669618825965407,10951.0,2.0207497730820515e-31,126,90,4.785986304668017e-31,***
SMAD1,-1.793050671262753,0.6461901911179408,-2.439240862380694,390.0,2.07384268489853e-31,126,90,4.888343471546535e-31,***
GATA2,0.5139609586119254,-1.025869062846414,1.5398300214583394,10947.0,2.24157359903277e-31,126,90,5.258667921901522e-31,***
ZNF101,-3.6690234259033474,-7.532430418564236,3.863406992660889,10923.0,4.1695504167024e-31,126,90,9.735506869187207e-31,***
ZNF865,5.2327945670093055,6.55871868167873,-1.3259241146694247,435.0,6.628977620585902e-31,126,90,1.5405370526713717e-30,***
