TF,median_LPS,median_NS,effect,U,p,n_LPS,n_NS,FDR,sig
ZBTB46,6.9255761338254995,12.13505891971161,-5.209482785886111,437.0,6.978748299009729e-31,126,90,1.614243181312998e-30,***
NFIC,8.78262341332351,13.894351392829659,-5.111727979506149,457.0,1.1658019611265212e-30,126,90,2.6840556779424555e-30,***
BAZ2B,1.9651859492347068,9.325000179438028,-7.359814230203321,467.0,1.5056811788413966e-30,126,90,3.4505193681782004e-30,***
SRF,5.290134413530577,1.1907175517811008,4.099416861749476,10871.0,1.5846357144621e-30,126,90,3.6147220214688456e-30,***
STAT2,9.967794529881475,4.398919280353374,5.5688752495281015,10867.0,1.755080522118241e-30,126,90,3.9851599011400426e-30,***
ZBTB47,6.388438347259628,14.102611208129682,-7.714172860870054,479.0,2.045433587780174e-30,126,90,4.6232403011469686e-30,***
ZNF783,1.5696553629099181,4.28383524949008,-2.714179886580162,482.0,2.2080106758086494e-30,126,90,4.9680240205694614e-30,***
TBX6,3.303255929607423,4.384786824613866,-1.081530895006443,509.0,4.3862339239263656e-30,126,90,9.824370101102041e-30,***
RXRA,6.429027716658721,13.113090136366328,-6.684062419707606,516.0,5.237504052194721e-30,126,90,1.16782184947585e-29,***
HIVEP3,0.709471990388857,1.3134357175264644,-0.6039637271376074,519.0,5.650759226578542e-30,126,90,1.2543165099355956e-29,***
ZNF516,1.7647138874176034,5.708107991439638,-3.9433941040220346,533.0,8.049606606819437e-30,126,90,1.7788193171319736e-29,***
TIGD5,3.585188809171041,5.049461091957832,-1.4642722827867916,540.0,9.604042604496924e-30,126,90,2.1128893729893233e-29,***
PURB,1.1872501511045455,0.6039748207090032,0.5832753303955422,10777.0,1.7126773316626107e-29,126,90,3.751218049438019e-29,***
BCL11A,1.0778647117200497,-0.7772429227415305,1.8551076344615802,10759.0,2.68848764595875e-29,126,90,5.862561166297715e-29,***
RBCK1,8.234448348395393,4.705467960777254,3.528980387618139,10755.0,2.9712137518408335e-29,126,90,6.450661434917599e-29,***
BATF2,9.066976471452438,3.093484321047119,5.97349215040532,10747.0,3.6281456525745786e-29,126,90,7.842498244648106e-29,***
PBX4,-1.5618094208094297,-3.4406510127146657,1.878841591905236,10745.0,3.813742796210714e-29,126,90,8.172305991880102e-29,***
IRF1,8.695616893726063,2.985022007832516,5.710594885893547,10745.0,3.813742796210714e-29,126,90,8.172305991880102e-29,***
HMGA1,2.6627910409355904,3.5726827291224987,-0.9098916881869084,597.0,4.008756527802421e-29,126,90,8.553165867509476e-29,***
PRR12,4.536461135681444,6.897221924932326,-2.3607607892508824,634.0,1.005012629866376e-28,126,90,2.135112668600241e-28,***
ZNF32,-4.633151528974882,-2.648274577382405,-1.9848769515924776,651.0,1.5296976510444318e-28,126,90,3.235898877209375e-28,***
ELK3,2.0475822616822312,1.2253102862062453,0.822271975475986,10684.0,1.730402383932319e-28,126,90,3.6448901278574376e-28,***
JRK,1.8513263757841378,3.615870824753533,-1.7645444489693953,681.0,3.199385985175959e-28,126,90,6.710576536703812e-28,***
CEBPB,9.786588721014638,3.9728960772237967,5.813692643790842,10612.0,1.0076743864843961e-27,126,90,2.1046363768344982e-27,***
FOXO3,3.5844954900772943,2.2565488466652104,1.327946643412084,10611.0,1.0324545341439374e-27,126,90,2.1473319092489454e-27,***
PREB,3.0129686546560457,3.720394743418828,-0.7074260887627823,748.0,1.6365730083601593e-27,126,90,3.38955497547397e-27,***
MXD4,3.1533966436663055,4.197020838941994,-1.0436241952756888,750.0,1.7177133186254935e-27,126,90,3.5427837196650804e-27,***
PRDM2,-1.5337581344179712,-2.2663890069643164,0.7326308725463453,10580.0,2.187263641063167e-27,126,90,4.4925124577853426e-27,***
ZNF205,1.308025206726168,2.2558843777567104,-0.9478591710305424,761.0,2.2407046991250703e-27,126,90,4.583259611846735e-27,***
IKZF1,-2.6488216304761956,-4.641579581334579,1.9927579508583833,10568.0,2.9212208074201584e-27,126,90,5.950634978078101e-27,***
PA2G4,4.097272552334069,5.363685476857494,-1.2664129245234248,807.0,6.766350678862379e-27,126,90,1.3726817975560975e-26,***
ZKSCAN4,-1.2471431021974613,-0.6158468392789458,-0.6312962629185155,812.0,7.625306992609868e-27,126,90,1.5406232495272997e-26,***
CEBPE,-4.7921138578695945,0.006028617434272841,-4.798142475303868,813.0,7.809650490220416e-27,126,90,1.5714540620565472e-26,***
ZBTB39,-3.5280368267849473,-5.485791234279548,1.9577544074946003,10520.0,9.22980754558724e-27,126,90,1.8496982733059448e-26,***
THAP8,1.8273147369006697,4.176802540989181,-2.349487804088511,840.0,1.4857401445077009e-26,126,90,2.965489401335935e-26,***
NFX1,0.5415104145020426,1.7279837559212596,-1.186473341419217,842.0,1.5580151467217345e-26,126,90,3.097259026615496e-26,***
ADNP2,1.0573447648261687,0.6408014369306518,0.41654332789551685,10487.0,2.0224603403005154e-26,126,90,4.00447147379502e-26,***
CREBL2,5.372925519764479,7.452982688471826,-2.080057168707347,871.0,3.095605088564619e-26,126,90,6.104878561113491e-26,***
USF3,3.077905801198762,2.7622801627594424,0.31562563843931946,10432.0,7.389419406371071e-26,126,90,1.4514930976800318e-25,***
ZNF785,3.171258349878013,3.687483720959685,-0.516225371081672,923.0,1.0494937359226935e-25,126,90,2.0533573094139657e-25,***
TFAP4,2.6224028011548937,4.838110545455196,-2.2157077443003024,928.0,1.1794097593753137e-25,126,90,2.2984560271290563e-25,***
HSF5,1.0375889205382047,0.5618064785322037,0.47578244200600106,10406.0,1.356492113802259e-25,126,90,2.633190573851444e-25,***
STAT6,2.9569620355506117,3.215162824414569,-0.25820078886395725,942.0,1.6341921195887412e-25,126,90,3.147568479363529e-25,***
ZNF318,1.7588015981337288,2.3228659239551703,-0.5640643258214415,942.0,1.6341921195887412e-25,126,90,3.147568479363529e-25,***
FOXP1,-2.3761104557951143,-3.421458619591829,1.0453481637967146,10395.0,1.7522685291924362e-25,126,90,3.36191055019479e-25,***
ZNF174,1.4907945218104612,2.0490356820855515,-0.5582411602750903,947.0,1.835644300942216e-25,126,90,3.5082777180169765e-25,***
ZNF581,1.3215025248451,1.871693709550223,-0.5501911847051231,958.0,2.369581813720627e-25,126,90,4.511319222275809e-25,***
ZKSCAN5,-1.5099726821834636,-2.23748889571666,0.7275162135331963,10369.0,3.2017541148193906e-25,126,90,6.072292286726431e-25,***
ZFP3,-1.2605888884429843,-1.0502488054262327,-0.21034008301675167,992.0,5.1975134705887865e-25,126,90,9.819729648631486e-25,***
REXO4,2.094355741481511,2.990643923562577,-0.896288182081066,993.0,5.3185340686394185e-25,126,90,1.001016868432134e-24,***
YBX3,1.734881784964454,1.193746131098592,0.541135653865862,10328.0,8.2285489651099335e-25,126,90,1.5428529309581126e-24,***
ZXDC,2.8823409095469996,3.2147974065076896,-0.33245649696069,1023.0,1.0585359085786977e-24,126,90,1.977265187722473e-24,***
TRAFD1,8.224670764909577,4.403028550816911,3.821642214092666,10249.0,4.957359083392432e-24,126,90,9.225160700297947e-24,***
ZNF428,3.457762643171789,4.3828649976163625,-0.9251023544445736,1148.0,1.7776635928461292e-23,126,90,3.295668458647318e-23,***
KLF13,1.8324040068664054,2.7986795967152767,-0.9662755898488713,1196.0,5.1474723937528737e-23,126,90,9.507458339207733e-23,***
GTF3A,-0.44807936081238764,1.1046454050525631,-1.5527247658649508,1205.0,6.275279973195942e-23,126,90,1.1547448277814096e-22,***
ZNF697,9.749114759320666,6.0425013540647825,3.706613405255883,10123.0,8.167471420384876e-23,126,90,1.497369760403894e-22,***
TET1,1.4206477930758588,1.9113420660352587,-0.49069427295939994,1234.0,1.1849896842221232e-22,126,90,2.1644645523614427e-22,***
ATF2,-0.16162182190417862,-0.4776254971788327,0.31600367527465406,10103.0,1.2652433391164528e-22,126,90,2.302556811995015e-22,***
ZNF664,-0.29134516503854996,0.10104838161967897,-0.3923935466582289,1240.0,1.35087348225552e-22,126,90,2.4493859843094595e-22,***
ZNF747,1.3729859217231284,1.6308957007440905,-0.2579097790209621,1261.0,2.1338828291160607e-22,126,90,3.855007300775365e-22,***
ZNF497,1.5405731208210145,2.210540257279036,-0.6699671364580213,1271.0,2.6509161160709393e-22,126,90,4.77164900892769e-22,***
PAX5,1.2401635200554502,-0.46310850096484235,1.7032720210202925,10041.0,4.854133704015984e-22,126,90,8.705783273506928e-22,***
ZBTB44,1.1681252815825358,2.3129508255647258,-1.14482554398219,1317.0,7.147143274722719e-22,126,90,1.2771970833890778e-21,***
ARNT,4.0847326802761454,6.122489077618807,-2.037756397342662,1337.0,1.0965429073985058e-21,126,90,1.952477479000937e-21,***
FOSL1,1.9767685759793534,-0.04377166532386148,2.0205402413032147,9995.0,1.3006130887918853e-21,126,90,2.307539351082377e-21,***
SPI1,10.038464710161746,13.472951413277862,-3.434486703116116,1381.0,2.7927968771396425e-21,126,90,4.93726590780044e-21,***
ZNF333,1.2261476757057599,1.6159217585833368,-0.38977408287757687,1386.0,3.1039916031329548e-21,126,90,5.467885564237767e-21,***
SNAPC4,5.140718640809443,5.685976605840507,-0.5452579650310634,1391.0,3.4494458739138685e-21,126,90,6.054878395699875e-21,***
ZNF683,-0.1381125510545828,0.6108101855489607,-0.7489227366035436,1419.0,6.214733031007371e-21,126,90,1.0870292757415718e-20,***
NACC2,0.47486932666775217,0.8910246184958217,-0.41615529182806954,1457.0,1.373346088550035e-20,126,90,2.3936842036347443e-20,***
ANKZF1,2.147214474669622,3.7577834055943047,-1.610568930924683,1458.0,1.402171648591043e-20,126,90,2.43535075807918e-20,***
STAT1,7.144843997099143,3.900527891713888,3.2443161053852547,9843.0,3.1404619602303335e-20,126,90,5.435414931167885e-20,***
ZNF668,4.719774727140748,5.699141022550183,-0.9793662954094353,1504.0,3.626697583200344e-20,126,90,6.255105587749723e-20,***
ZNF710,9.325577175488077,12.325900133985499,-3.0003229584974225,1526.0,5.69282415800719e-20,126,90,9.784541521574858e-20,***
ZNF76,5.692022842102382,7.295741740448758,-1.6037188983463757,1535.0,6.841358404147642e-20,126,90,1.1717897612640425e-19,***
ZBTB18,1.83645386604208,2.69022905033352,-0.8537751842914401,1574.0,1.5102384395667876e-19,126,90,2.577820784777793e-19,***
GMEB2,3.6952367634376313,4.084104998719454,-0.38886823528182246,1595.0,2.3062431768952004e-19,126,90,3.909556070421658e-19,***
IRF3,5.268168570378175,6.657774669649099,-1.3896060992709236,1595.0,2.3062431768952004e-19,126,90,3.909556070421658e-19,***
GLMP,2.7375548102700185,3.0471450604203127,-0.3095902501502943,1608.0,2.9940584630534124e-19,126,90,5.058221635533922e-19,***
CXXC1,5.568914710765437,6.426427689009245,-0.8575129782438076,1631.0,4.741820791092435e-19,126,90,7.9836778625535885e-19,***
ZBTB22,3.2555072319186307,3.612036413992648,-0.3565291820740173,1634.0,5.033955321333789e-19,126,90,8.446806386644833e-19,***
MZF1,5.200166755828787,5.74022970436112,-0.5400629485323325,1635.0,5.135230128480952e-19,126,90,8.587631464858349e-19,***
ZNF446,4.212411299369611,5.0484520789837415,-0.8360407796141303,1676.0,1.1572593486736709e-18,126,90,1.928765581122785e-18,***
TCF7L2,4.4706928085895505,3.5848523254500435,0.885840483139507,9653.0,1.4371591264876078e-18,126,90,2.387227408091832e-18,***
DNTTIP1,6.595251945787246,7.987501022334467,-1.3922490765472206,1690.0,1.524465166983446e-18,126,90,2.523780125942494e-18,***
ZNF500,4.023962951869894,4.710680440129096,-0.6867174882592018,1716.0,2.5369097213453786e-18,126,90,4.185901040219874e-18,***
KLF3,2.0442478396591923,2.380645184737955,-0.33639734507876273,1720.0,2.7428896320048346e-18,126,90,4.510732119077718e-18,***
NFIL3,-2.998806183858777,-3.422508315977714,0.4237021321189367,9614.0,3.0831918835902425e-18,126,90,5.0535761005866556e-18,***
ZBTB40,4.807155224072919,5.310044843833813,-0.5028896197608939,1737.0,3.818774684056969e-18,126,90,6.238592305637623e-18,***
ZNF831,0.6455355276914485,1.7046188291645268,-1.0590833014730783,1795.0,1.1686890143336642e-17,126,90,1.902964020049881e-17,***
SPIB,1.4968782839608799,0.4871350267355123,1.0097432572253675,9482.0,3.8670618944070766e-17,126,90,6.27605127125083e-17,***
ZNF395,0.47021674315341233,2.1760207328797714,-1.705803989726359,1910.0,1.0234703084546003e-16,126,90,1.6448629957306075e-16,***
ZNF280B,-3.573018821414555,-4.259164543680727,0.6861457222661724,9430.0,1.0234703084546003e-16,126,90,1.6448629957306075e-16,***
IRF8,0.879262054827372,1.054701734936641,-0.17543968010926903,1910.0,1.0234703084546003e-16,126,90,1.6448629957306075e-16,***
ZNF688,2.8155148142339934,3.1155008037546077,-0.2999859895206143,1929.0,1.455833490164741e-16,126,90,2.3321604454095365e-16,***
TFEC,2.3216807613903265,2.7068913962918932,-0.3852106349015667,1936.0,1.6569272209886047e-16,126,90,2.6372314289046924e-16,***
GMEB1,1.6991494803290985,1.5163995042703897,0.1827499760587088,9404.0,1.6569272209886047e-16,126,90,2.6372314289046924e-16,***
ZNF213,3.717012460647407,4.102495031212669,-0.38548257056526225,1965.0,2.824927168970843e-16,126,90,4.481855604617203e-16,***
ZNF576,2.524944055779227,2.896651011786094,-0.3717069560068671,1993.0,4.710364200891008e-16,126,90,7.449298017383543e-16,***
ZBTB4,-1.2146545480947224,-0.513490833232909,-0.7011637148618134,2015.0,7.020557206646413e-16,126,90,1.1067438908566799e-15,***
TP53,-1.047089704885895,0.06871195962731359,-1.1158016645132085,2022.0,7.967205018734295e-16,126,90,1.2519893600868179e-15,***
ZNF438,4.31591159099,3.4104772187102856,0.9054343722797142,9305.0,1.0070606360513409e-15,126,90,1.5775158697639675e-15,***
ZNF557,1.0527301065475738,0.9840155841965357,0.06871452235103814,9286.0,1.4162240633625086e-15,126,90,2.2114539790676395e-15,***
ZNF672,2.278169714537852,2.43614746285982,-0.15797774832196776,2056.0,1.4678278256567816e-15,126,90,2.284826332390273e-15,***
NFYC,5.639585668110484,6.091948949301498,-0.45236328119101454,2060.0,1.5766538743650139e-15,126,90,2.4465318740146764e-15,***
ZNF43,-1.4536440756524363,-1.6362886878545386,0.18264461220210237,9266.0,2.02389384925977e-15,126,90,3.1307107980737064e-15,***
ZNF599,2.0355004709652444,2.3971800601506246,-0.3616795891853801,2132.0,5.638050040701099e-15,126,90,8.694189315099825e-15,***
THAP7,5.861470854486472,6.572407401688123,-0.7109365472016504,2156.0,8.574120378243096e-15,126,90,1.3180713003820909e-14,***
RORC,-2.069006362264669,-1.1045548572775736,-0.9644515049870952,2159.0,9.033637938577249e-15,126,90,1.384412006066792e-14,***
NFATC2,2.632900429901469,2.249088642852931,0.383811787048538,9172.0,1.056256430269127e-14,126,90,1.613725101800055e-14,***
THYN1,-0.18717333263640845,0.2706876332617265,-0.45786096589813496,2170.0,1.0935453519095945e-14,126,90,1.6655536898315363e-14,***
ZNF25,1.9033260252627677,2.1652367611880896,-0.2619107359253219,2203.0,1.933059237215524e-14,126,90,2.935166633195351e-14,***
ZNF696,1.455692761808806,1.6436342237110195,-0.1879414619022135,2216.0,2.4159371383423588e-14,126,90,3.6571525488668735e-14,***
HMBOX1,3.2646948729017726,3.5319256830731574,-0.2672308101713847,2242.0,3.764520345227596e-14,126,90,5.6812121063648166e-14,***
MYC,-0.07368976367130574,-0.2435296820417731,0.16983991837046736,9042.0,9.67847871330198e-14,126,90,1.4561844872597205e-13,***
ZNF768,2.7968768416364815,3.429073923127706,-0.6321970814912246,2325.0,1.517742814256805e-13,126,90,2.2766142213852076e-13,***
MXI1,0.8212889273940503,1.3614334915319728,-0.5401445641379224,2338.0,1.882495044899126e-13,126,90,2.8152116230364574e-13,***
ZNF33A,-0.550950015460009,-0.15824584177095247,-0.3927041736890565,2376.0,3.516640640383257e-13,126,90,5.24318408731841e-13,***
CAMTA1,3.4719909190360445,3.700547682861661,-0.2285567638256163,2406.0,5.731431437475244e-13,126,90,8.519695380030769e-13,***
CARF,2.7050583584774994,3.1234972736727245,-0.418438915195225,2439.0,9.759968193597562e-13,126,90,1.4464623520451475e-12,***
POU2AF1,0.03845837363122384,-0.2949519804267116,0.33341035405793545,8863.0,1.7900093078235077e-12,126,90,2.6449391264854816e-12,***
RARA,3.336814438925596,3.8868505075549287,-0.5500360686293329,2483.0,1.9686626689815366e-12,126,90,2.9002619676960137e-12,***
TCF3,1.2448198175757703,1.3562665408852168,-0.1114467233094465,2503.0,2.6999188555619526e-12,126,90,3.965756182501978e-12,***
RLF,1.1104892610567128,1.01169882490699,0.09879043614972272,8816.0,3.753998062347276e-12,126,90,5.497719055804443e-12,***
VDR,10.941090054819089,9.442278031163628,1.4988120236554607,8800.0,4.8188160428194155e-12,126,90,7.036324310311537e-12,***
AKNA,2.48510106365218,3.356126224585135,-0.8710251609329549,2633.0,2.007954305298582e-11,126,90,2.914772378659232e-11,***
ETV6,3.7619920082126876,4.172643959327835,-0.4106519511151472,2633.0,2.007954305298582e-11,126,90,2.914772378659232e-11,***
ZSCAN20,3.477962965161769,2.8266920763563217,0.6512708888054473,8702.0,2.1655505258343384e-11,126,90,3.134349445286542e-11,***
ZKSCAN8,0.5414883126822054,0.9618797438252715,-0.4203914311430661,2641.0,2.2658549602626346e-11,126,90,3.269965613207009e-11,***
ELK4,-0.4206121063608193,-1.146822056980647,0.7262099506198278,8691.0,2.5560981871222068e-11,126,90,3.678106402981082e-11,***
MAFF,2.2986262839256626,1.503430330784239,0.7951959531414237,8687.0,2.7145661429259757e-11,126,90,3.894812292024226e-11,***
ZNF33B,1.6413199011337596,1.7706458390013302,-0.12932593786757063,2671.0,3.55502384896116e-11,126,90,5.0859445238028164e-11,***
SLC2A4RG,0.02641828836092847,0.20775843046040393,-0.18134014209947547,2693.0,4.9329094787273684e-11,126,90,7.036859342853162e-11,***
TSHZ2,1.3626771289257618,0.8039524393252149,0.5587246896005469,8609.0,8.638954944410872e-11,126,90,1.2288168670929259e-10,***
SOX13,0.4896401386288084,1.1752499547119144,-0.685609816083106,2769.0,1.5025365705013718e-10,126,90,2.1311048779317452e-10,***
E4F1,4.417271174888336,4.672908991928813,-0.25563781704047717,2833.0,3.7573739434479583e-10,126,90,5.314000291447827e-10,***
ZNF829,-4.067425472285674,-4.6083538805223325,0.5409284082366588,8444.0,9.087411682187882e-10,126,90,1.2815580577444448e-09,***
ZBTB6,2.0012141745254395,1.9350883477027443,0.06612582682269519,8440.0,9.605404278267094e-10,126,90,1.3507599766313102e-09,***
GLYR1,1.7224201459497093,1.8211848247693174,-0.09876467881960815,2923.0,1.3191895078722968e-09,126,90,1.8498549756282916e-09,***
ZNF224,1.1448656804373603,1.2118565590055388,-0.06699087856817854,2927.0,1.3936677577981572e-09,126,90,1.9487727121753894e-09,***
LTF,-5.6683857799188075,-3.072497198172411,-2.5958885817463964,2929.0,1.432428250970702e-09,126,90,1.9973295330436553e-09,***
ZNF837,4.417440354551102,4.694579400032046,-0.2771390454809435,2932.0,1.4925462815020838e-09,126,90,2.0753101386054257e-09,***
ZNF107,-1.6554628597979528,-1.8500034808961052,0.1945406210981524,8407.0,1.5131267684826034e-09,126,90,2.0980329142826015e-09,***
ZEB2,7.185837571249306,5.92115081265076,1.264686758598546,8362.0,2.7885190375544604e-09,126,90,3.855633864775022e-09,***
ZNF414,2.660847417933481,2.8190681538130593,-0.1582207358795782,2986.0,3.105526159605888e-09,126,90,4.281992894164108e-09,***
ARID3A,7.442509402542862,6.427488497607509,1.0150209049353531,8353.0,3.14753879809263e-09,126,90,4.327865847377366e-09,***
FOXO1,0.2634752137270707,-0.12666137573034592,0.39013658945741664,8335.0,4.00556755844339e-09,126,90,5.492398729721545e-09,***
ZNF654,0.7576743274365454,0.616754468980321,0.14091985845622435,8328.0,4.397413141868299e-09,126,90,6.01303730725085e-09,***
ZNF777,2.4007009323421697,2.5278806692491456,-0.12717973690697582,3021.0,4.956358526000853e-09,126,90,6.7586707172738916e-09,***
VENTX,2.3148694230593514,2.693907424425423,-0.3790380013660717,3058.0,8.073123903329166e-09,126,90,1.0978561352054773e-08,***
ZBTB11,2.745065142621273,3.8227193931514405,-1.0776542505301676,3159.0,2.958279547752848e-08,126,90,4.01191335928126e-08,***
ZBTB25,2.1836132276064464,2.469175699654823,-0.2855624720483765,3173.0,3.528240629920304e-08,126,90,4.771800851941395e-08,***
ZNF606,1.8156747947758953,1.8725831579229877,-0.056908363147092356,3220.0,6.331291806868639e-08,126,90,8.539480774931816e-08,***
ZNF761,0.9924706017873886,1.223904073591802,-0.23143347180441354,3271.0,1.1800414104501247e-07,126,90,1.5872839624261189e-07,***
E2F2,-0.6976986075252838,0.4524383416478389,-1.1501369491731226,3275.0,1.238452510421304e-07,126,90,1.6613387334919932e-07,***
ERG,-0.7040392559515927,0.4453954194437697,-1.1494346753953624,3279.0,1.299656524551684e-07,126,90,1.7387296747380635e-07,***
ATF6,3.71404173839907,3.505717879725927,0.20832385867314285,8045.0,1.575058975488018e-07,126,90,2.1014937813115064e-07,***
CREBZF,2.88273154397862,3.152276375475052,-0.26954483149643194,3396.0,5.153027811497575e-07,126,90,6.85685152336371e-07,***
ZSCAN12,-3.663913667197063,-4.028234276169135,0.3643206089720721,7912.0,7.426663989501857e-07,126,90,9.855760522261177e-07,***
SNAPC5,0.5579893014957034,0.6524922613725475,-0.0945029598768441,3456.0,1.0185063894673427e-06,126,90,1.3480231625303066e-06,***
GLI4,2.4558868270570686,2.562669225556247,-0.10678239849917848,3506.0,1.7738680914602263e-06,126,90,2.341505880727499e-06,***
FOXM1,-0.43787421353032385,-1.1318537230249017,0.6939795094945779,7823.0,2.000996112746951e-06,126,90,2.6342900952386724e-06,***
ZNF292,1.4863742173056838,1.396781151795222,0.08959306551046176,7820.0,2.0676345518130423e-06,126,90,2.7147986820887427e-06,***
ZNF548,1.7229803463085145,1.7909076656783713,-0.06792731936985685,3540.0,2.5695338249943036e-06,126,90,3.364865723206826e-06,***
NR4A3,1.2664599349694825,1.1338891560136224,0.1325707789558601,7770.0,3.5472710567282446e-06,126,90,4.632979348497311e-06,***
RFX7,2.595018148324281,3.258577228931123,-0.6635590806068419,3571.0,3.585343378336993e-06,126,90,4.67038150599161e-06,***
ATF5,3.42535056307507,3.1383650059295602,0.2869855571455098,7756.0,4.117353284452142e-06,126,90,5.349317259327586e-06,***
ZBTB1,2.059421318534209,2.2273683191197984,-0.1679470005855892,3592.0,4.481503359026144e-06,126,90,5.807183672036495e-06,***
ZNF248,0.4448262369432674,0.5225154081418474,-0.07768917119857999,3692.0,1.2603703825828705e-05,126,90,1.6246961962982314e-05,***
ZNF84,0.4453318814825252,0.5230709177291881,-0.0777390362466629,3692.0,1.2603703825828705e-05,126,90,1.6246961962982314e-05,***
ZBTB45,2.672993823795517,2.5620124230766432,0.11098140071887386,7638.0,1.3940782160178956e-05,126,90,1.7923862777372943e-05,***
ZNF345,0.98097700504335,1.0409547928413476,-0.05997778779799767,3742.0,2.076886363038866e-05,126,90,2.6633646365394785e-05,***
FBXL19,2.1759018597002164,2.286924963480436,-0.1110231037802194,3760.0,2.4789075321338687e-05,126,90,3.170695680636343e-05,***
ZGPAT,1.0126903589446383,0.9370948438358477,0.07559551510879059,7526.0,4.177004066966687e-05,126,90,5.328909827702345e-05,***
ASCL2,1.2309079689341949,1.3239282652611806,-0.09302029632698572,3836.0,5.14628347242578e-05,126,90,6.548612644860569e-05,***
TBX21,0.5427419383184469,0.7971501021527554,-0.25440816383430853,3862.0,6.566584795717537e-05,126,90,8.334511471487644e-05,***
ZNF629,0.18341219930081792,0.2725357939024751,-0.0891235946016572,3911.0,0.00010306475675258914,126,90,0.00013047840049240826,***
ZNF484,1.2597182661859736,1.1943181432710852,0.06540012291488839,7419.0,0.00011284148082664345,126,90,0.00014249115563568496,***
ETS1,-4.828500051818449,-5.416466913825868,0.587966862007419,7408.0,0.00012460362290264533,126,90,0.00015694349449569831,***
ZNF529,0.6998339345483517,1.0269920736751295,-0.3271581391267777,3986.0,0.0002010924341718991,126,90,0.0002526415099367768,***
ZNF273,-1.0966887256791162,-1.1798409600697282,0.08315223439061192,7353.0,0.0002028569224498404,126,90,0.00025421310534853414,***
MAFB,6.708529841630405,6.2241372474852685,0.48439259414513636,7352.0,0.00020463594739941667,126,90,0.0002557949342492708,***
PPARD,5.992827710834228,6.537267305982399,-0.5444395951481713,4005.0,0.0002372140959503341,126,90,0.00029577072416981206,***
THAP12,2.4834379711775325,2.720645084010303,-0.2372071128327704,4008.0,0.00024344586977673432,126,90,0.0003027781546218178,***
TET2,3.9064497376448055,4.348105123722812,-0.44165538607800636,4022.0,0.0002746119576536137,126,90,0.00034068400761538543,***
ZNF574,0.9058354834798673,0.9558413882616588,-0.050005904781791455,4039.0,0.0003174821231265964,126,90,0.00039288412736916304,***
KAT7,1.694399001747812,1.7816505408723364,-0.08725153912452432,4067.0,0.000401996809526631,126,90,0.0004962304756002053,***
ZNF507,-5.069686666785611,-5.603159061899127,0.5334723951135167,7261.0,0.00044429627049662895,126,90,0.0005470812285965954,***
GABPA,1.0987126116153636,1.2034934420662466,-0.10478083045088304,4081.0,0.0004517377343166989,126,90,0.0005548639664684018,***
NCOA1,1.0962874282744304,1.0839810996938557,0.012306328580574677,7252.0,0.0004787087929431103,126,90,0.0005865367636307911,***
ZNF597,0.8301944860014698,0.8884577093730004,-0.05826322337153056,4105.0,0.000550589307693029,126,90,0.0006729424871803688,***
ZNF329,-0.07723057501343253,-0.15449529696452663,0.0772647219510941,7234.0,0.0005551159641010976,126,90,0.000676803946379417,***
PHF21A,0.9646275217712943,1.1327600643548448,-0.16813254258355048,4144.0,0.0007551486013533175,126,90,0.0009184239746188997,***
PATZ1,0.8879763598209913,0.8166065208880834,0.07136983893290794,7080.0,0.0018546520645326288,126,90,0.002250129342999145,**
ZNF708,0.3431985995260951,0.28115545964748,0.062043139878615094,7042.0,0.0024564369143876864,126,90,0.0029729493218139482,**
ATF3,0.41451154112881783,0.6107574983587749,-0.19624595722995708,4346.0,0.0034705616899994916,126,90,0.0041900683818286545,**
ZNF44,0.7704019896295391,0.7404586453434119,0.029943344286127216,6990.0,0.0035702877331981963,126,90,0.004299981576479579,**
BACH2,1.5903292758463214,1.5181016610284697,0.07222761481785178,6988.0,0.003621122081343624,126,90,0.004350619976371587,**
ZNF486,-1.2868605387436116,-1.4059919516950572,0.11913141295144558,6986.0,0.003672613843363123,126,90,0.004401801095556285,**
FOXJ3,1.7696075792251644,1.8306899335563767,-0.06108235433121223,4370.0,0.004109127923123796,126,90,0.004913087734169756,**
ZEB1,2.2168515831676636,2.1119677442168774,0.10488383895078623,6959.0,0.00443599505421345,126,90,0.005291126630929296,**
CDC5L,0.9600739162126555,0.9998634086245883,-0.03978949241193286,4402.0,0.005126185534131796,126,90,0.006099667883161633,**
ZNF121,1.129426710644885,1.0963180438406388,0.03310866680424618,6923.0,0.00567709402071489,126,90,0.0067389964994097615,**
NFE2L1,1.1103722664270204,0.709468146465125,0.40090411996189534,6901.0,0.006581908768020197,126,90,0.007794365646339707,**
ZNF251,1.647061529256245,1.6884406394003022,-0.04137911014405726,4459.0,0.007514858069807951,126,90,0.008877934951205098,**
SMAD3,0.4818655013794487,0.5775361742938234,-0.0956706729143747,4461.0,0.00761438578967482,126,90,0.008974097537831037,**
ZNF202,1.0321223822209749,1.1220941404822349,-0.08997175826126003,4471.0,0.008129966220651264,126,90,0.009558986411454574,**
ASH1L,2.730063306903749,2.7144715970154545,0.015591709888294503,6856.0,0.008846845543737873,126,90,0.010377224038270728,*
ZZZ3,-0.6583798374121179,-0.4445898743135962,-0.21378996309852172,4493.0,0.00937570373117831,126,90,0.010971568196059725,*
ZNF571,0.10115373561846513,0.06786489293383652,0.03328884268462862,6834.0,0.010189410533733777,126,90,0.01189565616556184,*
