TF,median_LPS,median_NS,effect,U,p,FDR,sig
EHF,6.872263043738907,-8.46937158740321,15.341634631142117,14125.0,5.702610240667078e-40,7.978814742964183e-39,***
ETV3L,7.840483353863274,-7.5959035969025654,15.43638695076584,14124.0,5.8467742140327956e-40,7.978814742964183e-39,***
ETV3,6.067363246606282,-8.063495739373636,14.130858985979918,14108.0,8.71348076854761e-40,7.978814742964183e-39,***
ZBTB2,1.4684070211655493,-9.10257838837288,10.57098540953843,14108.0,8.71348076854761e-40,7.978814742964183e-39,***
ZBED4,-1.3679963363208403,4.97963581236789,-6.347632148688731,0.0,3.5462942686633207e-40,7.978814742964183e-39,***
ZBED3,-8.474247364736152,3.6127068368178357,-12.086954201553988,25.0,6.623791946404265e-40,7.978814742964183e-39,***
ARNT2,8.108646826833345,-8.04524614194953,16.153892968782877,14125.0,5.702610240667078e-40,7.978814742964183e-39,***
BATF,9.290888357501782,-9.737591469961128,19.02847982746291,14133.0,4.669580719969133e-40,7.978814742964183e-39,***
ZNF780A,-2.563816833969351,1.9086333584033617,-4.472450192372713,31.0,7.69280883509074e-40,7.978814742964183e-39,***
ZNF706,-3.4508252749001542,3.315883232523203,-6.766708507423357,0.0,3.5462942686633207e-40,7.978814742964183e-39,***
ARID5A,8.804472279809804,-7.184217088291702,15.988689368101507,14133.0,4.669580719969133e-40,7.978814742964183e-39,***
ZNF616,-1.788543062145328,0.07088325113736005,-1.859426313282688,34.0,8.289981160809488e-40,7.978814742964183e-39,***
ZNF592,2.847443222216717,8.837843780689195,-5.990400558472477,30.0,7.503416118524468e-40,7.978814742964183e-39,***
ZNF577,-5.36325898352791,2.8495205961177055,-8.212779579645616,32.0,7.88695437633916e-40,7.978814742964183e-39,***
YBX1,3.004806280273389,8.855666955091678,-5.850860674818289,0.0,3.5462942686633207e-40,7.978814742964183e-39,***
ZBTB10,4.663040304731849,-8.277295774476215,12.940336079208064,14131.0,4.908920067770123e-40,7.978814742964183e-39,***
RELB,9.821738225136416,-7.796289795822866,17.618028020959283,14108.0,8.71348076854761e-40,7.978814742964183e-39,***
GTF2I,-5.982754439057794,7.255844583965667,-13.238599023023461,37.0,8.933228917467263e-40,8.022726739340792e-39,***
KDM2B,-2.8191820728423167,12.728298795713624,-15.54748086855594,38.0,9.158486904924032e-40,8.069836574716082e-39,***
CEBPA,-2.128985190973178,12.119486463442179,-14.248471654415358,39.0,9.389392068557403e-40,8.120085362993162e-39,***
ZBTB32,4.5268361415430896,-7.655198746448869,12.182034887991959,14104.0,9.626085148776175e-40,8.173421389960862e-39,***
TFEB,0.23980288854478488,12.645690214558439,-12.405887326013653,43.0,1.037235210870476e-39,8.649800776366291e-39,***
CENPX,2.8386686635912666,8.788314017013683,-5.949645353422416,47.0,1.1457574828528528e-39,8.869351168103582e-39,***
HHEX,-5.128676607257317,3.95927518670778,-9.087951793965097,48.0,1.174607485204897e-39,8.869351168103582e-39,***
KLF6,10.692476786281143,-3.393512493379892,14.085989279661035,14096.0,1.174607485204897e-39,8.869351168103582e-39,***
YY1,2.4004177336965076,3.1998758954048077,-0.7994581617083001,45.0,1.0901544139215253e-39,8.869351168103582e-39,***
PBX3,-6.949181048102101,8.488524077397624,-15.437705125499726,50.0,1.2344921326054236e-39,8.869351168103582e-39,***
FLI1,-9.060211517662687,5.934565035792419,-14.994776553455106,50.0,1.2344921326054236e-39,8.869351168103582e-39,***
SP100,6.093149876669148,-9.807592740796368,15.900742617465516,14095.0,1.204179710713338e-39,8.869351168103582e-39,***
SOX5,7.313701231142121,-9.109621581316397,16.423322812458515,14095.0,1.204179710713338e-39,8.869351168103582e-39,***
DNMT1,-3.9739195296867287,6.453919931609757,-10.427839461296486,48.0,1.174607485204897e-39,8.869351168103582e-39,***
ARID5B,5.009675093486304,-8.511205263002168,13.520880356488473,14092.0,1.2974116923561673e-39,9.180170611065606e-39,***
NR3C1,5.686978208204383,-10.001757506291709,15.688735714496092,14091.0,1.3300570436346147e-39,9.270696110109927e-39,***
TRERF1,-7.012709317404997,6.13520382148484,-13.147913138889837,61.0,1.6223898251846193e-39,9.831590471405887e-39,***
ZNF124,-7.648524510846848,5.29767768259987,-12.946202193446718,59.0,1.5438073329885658e-39,9.831590471405887e-39,***
ZNF219,-2.9311884114262163,12.651508397139986,-15.582696808566203,60.0,1.582613685405878e-39,9.831590471405887e-39,***
INSM1,9.624466406757115,-1.7257931857142956,11.35025959247141,14082.0,1.663159844199283e-39,9.831590471405887e-39,***
IRF9,9.95584150676284,-4.038122914459349,13.993964421222188,14085.0,1.5438073329885658e-39,9.831590471405887e-39,***
PRMT3,-2.6744001406267213,0.9967322338561089,-3.67113237448283,62.0,1.663159844199283e-39,9.831590471405887e-39,***
XPA,-6.9026314222865945,8.158331594922062,-15.060963017208657,59.0,1.5438073329885658e-39,9.831590471405887e-39,***
PLAGL2,8.049855536439953,-8.636086801946451,16.685942338386404,14086.0,1.505947256700656e-39,9.831590471405887e-39,***
FOS,-2.6155325830154785,5.7688663471702935,-8.384398930185771,62.0,1.663159844199283e-39,9.831590471405887e-39,***
ZNF692,0.7026219637801738,8.64454161866616,-7.941919654885987,62.0,1.663159844199283e-39,9.831590471405887e-39,***
PRDM8,4.792750730887612,-1.5502039492421786,6.3429546801297905,14083.0,1.6223898251846193e-39,9.831590471405887e-39,***
ZNF74,-5.187154498491337,7.61695541497015,-12.804109913461486,56.0,1.4329747076536467e-39,9.831590471405887e-39,***
ZBTB48,2.5991562793186067,11.082552765374263,-8.483396486055657,63.0,1.704948429218362e-39,9.952636455562189e-39,***
