TF,median_LPS,median_NS,effect,U,p,FDR,sig
ZNF691,1.6082534446723216,2.14266771208994,-0.5344142674176182,544.0,1.0622448760561004e-29,2.1662373673283794e-29,***
IRF1,9.2122263248086,1.837947427756676,7.374278897051925,10762.0,2.494115651081438e-29,5.064139169804485e-29,***
KLF13,-0.24073179858742783,2.660731576269376,-2.901463374856804,599.0,4.2136606171229725e-29,8.518526009508347e-29,***
HMGA1,1.2890721322396708,1.5860230931742536,-0.29695096093458284,603.0,4.655154277420257e-29,9.370504515324397e-29,***
TFAP4,0.8064709154661542,3.7175182050248585,-2.911047289558704,653.0,1.6070467316450736e-28,3.2072257422147406e-28,***
CEBPE,-2.03077933521718,2.3322652336636427,-4.363044568880823,653.0,1.6070467316450736e-28,3.2072257422147406e-28,***
POGK,1.6931065606118882,1.8302370560413062,-0.1371304954294179,655.0,1.6882742886444376e-28,3.354996139561499e-28,***
ZNF516,1.4472259529479623,4.572123054496062,-3.1248971015481,666.0,2.213464260090869e-28,4.380033090942525e-28,***
ZFP3,-1.3315639817656635,-0.5421293196071728,-0.7894346621584907,674.0,2.69439676409955e-28,5.309212189175064e-28,***
PA2G4,2.8364581979343653,4.608575121629897,-1.772116923695532,684.0,3.4435685275543886e-28,6.756918077176049e-28,***
ZNF785,3.645517078746277,4.592246410220238,-0.9467293314739607,717.0,7.71123042048711e-28,1.5067550654257241e-27,***
KLF3,1.4136252088961598,2.167613196815171,-0.7539879879190112,749.0,1.6766564500364054e-27,3.2624940090291724e-27,***
ZNF324B,0.13829433237808336,0.6101302261423824,-0.4718358937642991,754.0,1.8921522212213047e-27,3.66653563199315e-27,***
BATF2,8.34053257571382,1.6685925083109758,6.6719400674028435,10562.0,3.3750683949513866e-27,6.513045208439246e-27,***
XBP1,0.40677198869574094,-0.8080431539910158,1.2148151426867568,10551.0,4.396119913712553e-27,8.448510286846759e-27,***
NFIL3,-1.2601881816405194,-2.2994009678100804,1.039212786169561,10527.0,7.809650490220416e-27,1.4947158930053012e-26,***
ZNF341,3.682613691993514,4.704754513818238,-1.022140821824724,815.0,8.191696008953022e-27,1.5614375657881885e-26,***
ZXDC,1.2985452752070643,1.6216727144215834,-0.32312743921451914,819.0,9.01224692622731e-27,1.7108615099789244e-26,***
ZBTB44,-0.9139435508707194,0.8776451245341346,-1.791588675404854,820.0,9.22980754558724e-27,1.745068876028033e-26,***
NFX1,0.28006716471542703,1.7037622374478532,-1.4236950727324262,875.0,3.4020005912746697e-26,6.406186597279317e-26,***
PREB,1.7708743659109536,2.065672281419939,-0.2947979155089855,894.0,5.320745951665377e-26,9.979069716577233e-26,***
MXD4,2.988134837342476,4.453001272306952,-1.4648664349644758,895.0,5.447215854847698e-26,1.0175399216855499e-25,***
ZNF333,1.6437811634558284,2.161331540750785,-0.5175503772949568,945.0,1.7522685291924362e-25,3.260196825230549e-25,***
JRK,3.432495944944746,5.277949811492649,-1.8454538665479028,949.0,1.922950044567326e-25,3.56356218576564e-25,***
ELK3,1.3208521923043044,0.8279919220180099,0.49286027028629453,10370.0,3.1285671010276296e-25,5.774864965137957e-25,***
ZNF296,1.1864811699912097,1.3126546864804425,-0.1261735164892328,976.0,3.593924918791097e-25,6.607728098722214e-25,***
ZNF32,-0.6376455572434384,0.17352438839727205,-0.8111699456407104,1002.0,6.541304830717206e-25,1.1979566101744845e-24,***
NFYC,2.8942012227165836,3.520688296532506,-0.6264870738159223,1018.0,9.440996427706116e-25,1.7222442702104515e-24,***
YBX3,1.2335443753180657,0.7405656160302867,0.492978759287779,10314.0,1.1336867392442209e-24,2.06004555341265e-24,***
ZNF581,2.312691112312825,3.059391466354173,-0.7467003540413479,1027.0,1.1598932641908852e-24,2.0994967223920287e-24,***
TRAFD1,7.655992456426439,1.979855680363109,5.676136776063331,10307.0,1.3302207276115779e-24,2.398506099593077e-24,***
E2F6,0.9104537547020145,1.3142302817172529,-0.40377652701523836,1039.0,1.5252949825556713e-24,2.739664449436533e-24,***
ZNF33B,-3.07770307265519,-2.0771308242985316,-1.0005722483566584,1082.0,4.046308047912281e-24,7.239945817528871e-24,***
ZNF599,2.3407972981660956,3.949036331682284,-1.6082390335161882,1088.0,4.633104729644041e-24,8.258243926502928e-24,***
STAT6,3.5931734149122505,3.8436581709487454,-0.2504847560364949,1092.0,5.0703616251390924e-24,9.003265699391467e-24,***
ARNT,3.025409418463239,4.855871938141264,-1.8304625196780249,1143.0,1.590278760653845e-23,2.813106747065703e-23,***
TCF3,2.0921303322959366,2.7929679720912537,-0.7008376397953171,1152.0,1.9431792911614193e-23,3.4243952036693695e-23,***
ZNF76,4.998243830495358,7.4516280737188,-2.453384243223442,1201.0,5.746646578527922e-23,1.008903741418248e-22,***
IKZF1,1.644924183841861,1.0639520306358916,0.5809721532059693,10126.0,7.647197504464892e-23,1.3375435335524735e-22,***
NR1D1,1.4840781053655498,1.9227308943599595,-0.4386527889944096,1228.0,1.0392953149408173e-22,1.8110108659603046e-22,***
ZNF697,9.612044219555713,6.030400499810483,3.58164371974523,10111.0,1.0622827900120063e-22,1.844186107567312e-22,***
ZKSCAN5,-0.814300951199383,-1.0756106923110134,0.2613097411116304,10048.0,4.174331105272045e-22,7.220046763563129e-22,***
CCDC17,1.025415473704225,1.2200893081869344,-0.19467383448270947,1316.0,6.995452641653601e-22,1.205489440462078e-21,***
FOXO3,2.363524405500146,1.3288891465536592,1.0346352589464867,10021.0,7.460355694897138e-22,1.2808772461459425e-21,***
FOSL1,3.2692924742105522,0.8942497551583419,2.3750427190522103,10017.0,8.12808939060497e-22,1.390409430554037e-21,***
ZNF446,2.9786521616742396,4.293598654750241,-1.3149464930760013,1328.0,9.046435215863985e-22,1.5418559291271828e-21,***
PAX5,0.7413523915702889,-1.0082929472762805,1.7496453388465694,10001.0,1.1443762316259264e-21,1.943358909706573e-21,***
ZNF133,0.8088885506631938,1.0125309510648377,-0.20364240040164394,1342.0,1.2200226874408789e-21,2.0643137501264144e-21,***
MZF1,5.935627201876093,6.7442320634790125,-0.8086048616029196,1358.0,1.7151853650213173e-21,2.8916663013175277e-21,***
DNTTIP1,3.1782746937499544,4.328216255826662,-1.149941562076708,1366.0,2.032738121417491e-21,3.414707563676145e-21,***
STAT1,6.9942557980456375,2.553883529970725,4.4403722680749125,9972.0,2.1208163649388543e-21,3.54989692625966e-21,***
ZNF831,0.30305886523298786,1.8943527419884898,-1.5912938767555018,1371.0,2.2600591128854096e-21,3.769455734705309e-21,***
TFCP2,1.2640190113553502,1.3488697282935718,-0.08485071693822155,1380.0,2.7343671361111066e-21,4.5443041016508425e-21,***
THAP8,0.49754054279028587,2.890147241675246,-2.39260669888496,1408.0,4.933730005211612e-21,8.170396852602208e-21,***
ZNF576,1.25887239984181,1.5372142876438293,-0.2783418878020192,1464.0,1.5881236342210898e-20,2.6206845836793248e-20,***
REXO4,2.1991252393874765,2.9283354606183245,-0.729210221230848,1473.0,1.913672423642048e-20,3.146778245918438e-20,***
ZNF696,0.5430055937742901,0.7112476664941405,-0.16824207271985037,1480.0,2.2117564139657303e-20,3.6241762993754245e-20,***
ZNF234,0.6987021630177794,0.9605195369912292,-0.26181737397344973,1483.0,2.3531522694952444e-20,3.842384999490487e-20,***
GMEB2,4.159709075454923,4.715225725831286,-0.5555166503763633,1485.0,2.452343947606249e-20,3.9903993851293324e-20,***
PRDM2,0.13279518149832195,-0.2354300233372451,0.3682252048355671,9842.0,3.205759483953109e-20,5.198228052104521e-20,***
ZNF497,0.8121156681183416,1.4055409079908967,-0.5934252398725551,1529.0,6.052732413738684e-20,9.780712931543133e-20,***
THYN1,-2.595687749221842,-1.4950947204945946,-1.1005930287272476,1567.0,1.310852476604736e-19,2.1109245054290055e-19,***
GATA2,0.31676492380554855,-0.36664791368705296,0.6834128374926015,9764.0,1.5725183943307944e-19,2.523594811520553e-19,***
ANKZF1,0.2396504706501818,2.3351782075773975,-2.095527736927216,1583.0,1.811154647572181e-19,2.896606919233591e-19,***
SPI1,7.894706198303416,10.193912966878663,-2.2992067685752478,1588.0,2.003185445368898e-19,3.1927904538814862e-19,***
TCF7L2,4.2750182400800885,2.6954217831168847,1.5795964569632037,9750.0,2.0855122728788322e-19,3.3127014674639955e-19,***
ZBTB18,2.430696922987967,3.2848248585888564,-0.8541279356008893,1608.0,2.9940584630534124e-19,4.739746787274385e-19,***
IRF3,4.906236912265701,6.259908188873395,-1.3536712766076944,1674.0,1.1124976520722651e-18,1.749280819925077e-18,***
ZNF438,8.055609529347707,6.304753600729121,1.750855928618586,9666.0,1.1124976520722651e-18,1.749280819925077e-18,***
CARF,0.5909270702919436,1.7271051311044814,-1.1361780608125378,1694.0,1.6490674158956406e-18,2.5842767893398127e-18,***
ZNF768,1.1022118581088454,1.6976721705853426,-0.5954603124764972,1723.0,2.9081302721265583e-18,4.542129889910043e-18,***
SNAPC4,3.654851332942668,4.074831303062612,-0.41997997011994403,1729.0,3.268650029888278e-18,5.088198546526086e-18,***
ZNF362,0.5381051117080031,0.9535403913188509,-0.4154352796108478,1748.0,4.727095880161839e-18,7.334065701114881e-18,***
ZSCAN20,2.691921868164701,2.012455089163317,0.679466779001384,9590.0,4.913787586400747e-18,7.598472857116388e-18,***
ZNF710,5.091164952504961,6.7694861304727505,-1.6783211779677893,1794.0,1.1465239566063287e-17,1.7670847780038134e-17,***
TMF1,1.0282847166350342,0.8977568256482864,0.13052789098674777,9544.0,1.1912768400082515e-17,1.83002067198636e-17,***
NFATC2,2.255240624080524,1.842208308251947,0.4130323158285769,9540.0,1.2860170784348132e-17,1.969081887308386e-17,***
ZNF668,2.8001299893696157,3.1218284279673165,-0.32169843859770086,1832.0,2.3654550657103668e-17,3.6100245610677826e-17,***
CXXC1,5.121690770435876,5.901368360663767,-0.779677590227891,1864.0,4.329541788237015e-17,6.585980505233505e-17,***
ZBTB4,-0.23440417624954515,0.6386543453671184,-0.8730585216166635,1881.0,5.957155815790222e-17,9.032440798616992e-17,***
VDR,9.530117012883846,7.5570352728108325,1.9730817400730132,9458.0,6.069779520818299e-17,9.173420829197882e-17,***
TSHZ2,1.5019463482564244,1.232695757933158,0.26925059032326626,9428.0,1.062233194120165e-16,1.6002029085616677e-16,***
ZNF654,1.2774051943552323,1.1268486794568755,0.15055651489835675,9424.0,1.1441528231860807e-16,1.7180687087713816e-16,***
CTCF,1.6743216721444307,1.8162032359355582,-0.14188156379112749,1943.0,1.8853535030132786e-16,2.821987454830773e-16,***
ZNF688,1.1520501028297985,1.2853395105414664,-0.13328940771166797,1956.0,2.394898842228505e-16,3.573219678340933e-16,***
RARA,3.235999798383539,3.7687399179079364,-0.5327401195243975,1963.0,2.7232284843777204e-16,4.050151917848393e-16,***
ZNF683,-1.0621507814072544,0.31572639875850067,-1.377877180165755,1996.0,4.974485282791248e-16,7.37487183194766e-16,***
SPIB,1.2096101666032109,0.1234031836613389,1.086206982941872,9334.0,5.964736882134813e-16,8.814975075813158e-16,***
ZNF500,2.853728758166224,3.1590435553197524,-0.3053147971535286,2077.0,2.134883042100143e-15,3.14508006517592e-15,***
CREBL2,2.4176809839166165,3.101085124934958,-0.6834041410183413,2101.0,3.2672982606582314e-15,4.798202162664761e-15,***
HMBOX1,3.5887238427249484,3.8869616292257705,-0.2982377865008221,2109.0,3.762933797398822e-15,5.508746342900469e-15,***
SMAD3,-1.9773921969147272,-1.2762226171349673,-0.7011695797797599,2134.0,5.839108417508761e-15,8.52144884680185e-15,***
ZNF395,0.23315949513715828,2.352473392856277,-2.1193138977191186,2149.0,7.589491270719658e-15,1.1041409418772837e-14,***
ZBTB25,1.6871330173727894,2.4074275305033543,-0.7202945131305649,2181.0,1.3229961199339124e-14,1.918755242264401e-14,***
E2F5,0.9287025959679129,0.4822113670993054,0.44649122886860754,9124.0,2.4159371383423588e-14,3.493011280513565e-14,***
RORC,-2.4937731552579865,-1.4268745346599432,-1.0668986205980433,2236.0,3.3992493183051325e-14,4.8995352828657307e-14,***
ZNF671,-0.388982085072887,-0.19509397041979826,-0.19388811465308875,2246.0,4.029202079722582e-14,5.789653449939833e-14,***
CREBZF,1.7874005412724205,2.320319817671799,-0.5329192763993786,2259.0,5.0222034837631164e-14,7.194383518151458e-14,***
MXI1,0.11704036932736811,1.2502378569982473,-1.1331974876708792,2298.0,9.67847871330198e-14,1.3822169905541362e-13,***
SLC2A4RG,1.0154870393980004,1.2883636231137632,-0.27287658371576273,2343.0,2.0446330666926635e-13,2.9111086650776646e-13,***
ZNF821,0.9081097756591875,1.5438503591083035,-0.635740583449116,2344.0,2.0786694846399854e-13,2.950573402209341e-13,***
ZBTB11,1.5719127976664338,2.952472824466496,-1.3805600268000624,2364.0,2.889012214414537e-13,4.088390012519966e-13,***
GMEB1,1.885494756452077,1.2455138717810454,0.6399808846710315,8922.0,6.959734435087018e-13,9.819323205998904e-13,***
ETV6,1.9338288714209684,2.1049098799447252,-0.17108100852375685,2442.0,1.0241248208952875e-12,1.4405611185484918e-12,***
AKNA,2.3155917598348577,3.3810088690876183,-1.0654171092527607,2473.0,1.6798468344865079e-12,2.355821236351949e-12,***
THAP7,4.965589992470025,5.469444268928962,-0.5038542764589371,2507.0,2.8753240124231047e-12,4.0202883646754195e-12,***
TFEC,1.9079496474129376,2.266164042843992,-0.3582143954310546,2547.0,5.373018052531108e-12,7.490147553826947e-12,***
ELK4,0.8645547589272433,0.4915488556517522,0.3730059032754911,8769.0,7.79006587155197e-12,1.0827264172663006e-11,***
USF3,0.1303267874926403,0.0812373299771038,0.04908945751553649,8713.0,1.8336140167102102e-11,2.5409428658862556e-11,***
ZNF248,1.3706228390609945,1.781891983592724,-0.4112691445317296,2634.0,2.0385476934271453e-11,2.8165732923978606e-11,***
ZBED6,1.2178911408113384,1.1187414657787123,0.09914967503262617,8688.0,2.674070282260598e-11,3.6837487369194666e-11,***
ZKSCAN8,0.3808161620391923,1.0137777412980489,-0.6329615792588565,2656.0,2.839689177828402e-11,3.900396606017247e-11,***
ZEB2,6.912788961115794,5.535211434215499,1.3775775269002946,8674.0,3.2989102228930816e-11,4.517862387363839e-11,***
ZBTB16,-0.607606316117574,-0.11430518028604746,-0.4933011358315265,2670.0,3.502291293733435e-11,4.7823685209751875e-11,***
SOX13,-0.7982250734882654,0.17211904724681754,-0.9703441207350829,2680.0,4.065944322092539e-11,5.535848391886926e-11,***
ZNF224,2.8073304872089055,3.0198543592933906,-0.2125238720844851,2731.0,8.638954944410872e-11,1.1727883601860108e-10,***
MAFF,3.0120551959299,1.790690439245371,1.221364756684529,8603.0,9.432187355893435e-11,1.2767627522325315e-10,***
MGA,1.1264723385923072,1.06122321452797,0.06524912406433714,8575.0,1.417961869398051e-10,1.9138387081181787e-10,***
E4F1,3.3374531922249497,3.529718876057839,-0.19226568383288933,2805.0,2.5221884402380694e-10,3.394414990176307e-10,***
ZNF606,2.402093241326053,2.6710944278766218,-0.2690011865505686,2817.0,2.9934018791234414e-10,4.017007694111055e-10,***
KAT7,1.2523982191844842,1.4730384551281714,-0.2206402359436872,2827.0,3.450855507235813e-10,4.617620406530443e-10,***
ZNF280B,-1.977610163559743,-2.0674672690011753,0.08985710544143233,8489.0,4.845182082127795e-10,6.46485723529623e-10,***
ZNF548,3.2190551329071693,3.5348932633276755,-0.31583813042050624,2859.0,5.422166809022437e-10,7.214107976676576e-10,***
ZNF623,1.4114128663499241,1.5973644716989774,-0.1859516053490533,2895.0,8.96223174709915e-10,1.1890233596293474e-09,***
ZNF345,1.8255979599974252,2.180007971326836,-0.35441001132941086,2897.0,9.214296173750183e-10,1.2190017884253074e-09,***
ARID3A,5.469498832893895,4.707430511643254,0.7620683212506405,8419.0,1.283419839813131e-09,1.6930990542167577e-09,***
VENTX,1.563420020229085,1.8471370191664525,-0.28371699893736735,2924.0,1.3374369161106357e-09,1.7593888445737096e-09,***
GATA3,1.4152910764949018,1.5501636796410176,-0.13487260314611582,2999.0,3.6969260614873173e-09,4.849619299760048e-09,***
LTF,-6.012136708881595,-3.128596684073063,-2.883540024808532,3007.0,4.113914900818199e-09,5.381507727400838e-09,***
CAMTA1,2.4070833405576586,2.531470163932043,-0.12438682337438456,3106.0,1.5055751206968013e-08,1.9639764842609113e-08,***
TET1,1.9815201976549448,2.309375372911923,-0.32785517525697805,3111.0,1.6055469970072332e-08,2.0885527788367072e-08,***
TET2,3.8311753809498477,4.199880275914271,-0.3687048949644236,3159.0,2.958279547752848e-08,3.8375459688905e-08,***
TIGD1,1.8302966048156812,1.9618989247743683,-0.1316023199586871,3201.0,5.004786411406423e-08,6.474335884007755e-08,***
ZGPAT,1.0345326083193127,0.9729852845634157,0.061547323755897,8135.0,5.25948766629957e-08,6.785029668955523e-08,***
FOXO1,1.9223058412116978,1.7844500049320409,0.13785583627965692,8117.0,6.56971547133929e-08,8.451948003072862e-08,***
ATF6,3.218738763582844,2.9739095943537492,0.24482916922909492,8111.0,7.072932020706269e-08,9.074338608983043e-08,***
ZNF25,1.678923857231184,1.9819735145429989,-0.3030496573118149,3239.0,7.995699908787956e-08,1.0230114677819111e-07,***
RFX7,-0.18457751543076956,0.6892960455125077,-0.8738735609432773,3264.0,1.084175125025909e-07,1.383360063899179e-07,***
HBP1,1.04642124517723,0.9841974456335381,0.06222379954369184,8053.0,1.4309631204965788e-07,1.8208713277163548e-07,***
ZNF354B,1.962322502662019,2.177770503835406,-0.21544800117338703,3292.0,1.5194505934234446e-07,1.928215834588991e-07,***
PPARD,2.1188071924207152,2.6125563817035626,-0.4937491892828474,3347.0,2.917012507495215e-07,3.6917204363150824e-07,***
NACC2,1.0652402247614428,1.1961203288400415,-0.13088010407859874,3354.0,3.166235248001021e-07,3.996302326531018e-07,***
SNAPC5,0.966094724114517,1.147816004688079,-0.18172128057356196,3424.0,7.096873346317854e-07,8.933261058572609e-07,***
ZNF761,1.9037244676228522,2.0707226209100957,-0.16699815328724354,3440.0,8.507018885248507e-07,1.0679510267234013e-06,***
AHR,1.533686503348794,1.406875060069112,0.12681144327968208,7871.0,1.1778893727454322e-06,1.4747301261987045e-06,***
ZNF837,2.0145129787026392,2.094913991011116,-0.08040101230847663,3493.0,1.53731911999811e-06,1.9195936605323993e-06,***
ZNF829,-0.30218381598726496,-0.4004213012016654,0.09823748521440046,7837.0,1.7163584151490518e-06,2.137438346332286e-06,***
ZNF721,-1.4902481785041777,-0.9236922541764366,-0.566555924327741,3515.0,1.9577219405862716e-06,2.43153230386646e-06,***
ZSCAN12,-3.710213607087896,-3.895303209722748,0.18508960263485186,7795.0,2.7122010596648e-06,3.3596761136961847e-06,***
ASH1L,1.6779122897210863,1.6370384300943692,0.04087385962671708,7783.0,3.0862835033483723e-06,3.812948137734629e-06,***
THAP12,2.177187627874333,2.6241698822126684,-0.4469822543383355,3569.0,3.5095865390599905e-06,4.324477344963102e-06,***
ZNF251,1.5878105211110736,1.8611087178904553,-0.2732981967793817,3574.0,3.701925375956671e-06,4.5494714488730665e-06,***
PATZ1,1.2032820127370987,1.0843293678449992,0.11895264489209945,7756.0,4.117353284452142e-06,5.046729616375722e-06,***
GLI4,2.589700275253085,2.704648572623323,-0.11494829737023826,3592.0,4.481503359026144e-06,5.478696514830391e-06,***
ETS1,-0.9319448196639414,-1.3318281575251218,0.39988333786118047,7741.0,4.8252699730502625e-06,5.883553726930738e-06,***
RLF,1.2663543092461067,1.1829865162091373,0.0833677930369694,7678.0,9.287783691969024e-06,1.1295299437889412e-05,***
NR1H2,1.2511514726774275,1.2007421656822443,0.0504093069951832,7675.0,9.577519278241612e-06,1.1617406501139825e-05,***
ZNF146,0.6110080969657808,0.9419784883714479,-0.3309703914056671,3670.0,1.007969221149222e-05,1.219486078437012e-05,***
POU6F1,1.2134686766042846,1.2541382857263597,-0.04066960912207507,3691.0,1.247694099432272e-05,1.5056153602968243e-05,***
NFE2L1,0.39302004904312254,-0.0994598701953309,0.49247991923845347,7632.0,1.4806861817036631e-05,1.7821661001433264e-05,***
MTERF3,-0.08966958794616206,0.0164127508850741,-0.10608233883123616,3770.0,2.7331889937711085e-05,3.281232031082539e-05,***
TP53,1.0586537279143204,1.2748307616018777,-0.21617703368755725,3781.0,3.0414867890332027e-05,3.641985462765399e-05,***
ATF3,1.4262227716714806,1.8050629748052938,-0.37884020313381317,3990.0,0.00020823805213592177,0.000248713990658505,***
ZNF529,1.495884396543516,1.793198083098241,-0.297313686554725,4049.0,0.00034554744049849015,0.0004116598334510074,***
SATB1,1.8718889446374214,1.7907476090086458,0.08114133562877557,7289.0,0.00035143203308828476,0.0004176049858835343,***
ZNF383,0.8337689397002639,0.9726412965560968,-0.13887235685583288,4077.0,0.0004369693489328,0.0005179306750041056,***
SGSM2,-0.155452448784768,-0.09089424969074925,-0.06455819909401875,4085.0,0.00046697088271766403,0.0005520896258965801,***
ZEB1,1.078139368701541,0.9900265664638502,0.0881128022376908,7218.0,0.0006324229060174446,0.0007458118613892592,***
ZBTB1,0.3650214665761245,0.4499902141697174,-0.08496874759359291,4123.0,0.0006375725897960131,0.0007499909305660911,***
TBX21,0.4431616020788633,0.6427928429186507,-0.1996312408397874,4176.0,0.0009735294991500909,0.0011423072263896795,**
ZNF92,0.8218414564323282,0.801479383208314,0.020362073224014177,7097.0,0.001632078428403307,0.0019102271329933444,**
ZBTB41,1.537347940184379,1.5121046200566788,0.025243320127700253,7096.0,0.0016444580834617652,0.0019199048124416108,**
ADNP,1.764691008076765,1.7417595765754674,0.022931431501297617,7023.0,0.0028200693952054436,0.0032842204677330225,**
ZNF507,-1.0949492099706404,-1.3257151089418897,0.23076589897124933,7005.0,0.003209248119003118,0.003728156396951384,**
POU2AF1,0.7321443233709011,0.523044972216406,0.20909935115449507,6911.0,0.006155669686597116,0.007133245021441323,**
ZBTB45,1.0421024827142618,0.9978132263519273,0.044289256362334495,6897.0,0.006759707891168735,0.007813820755385642,**
RFX1,1.555402745111678,1.6038003864558519,-0.04839764134417379,4459.0,0.007514858069807951,0.00866528078666744,**
GFI1,1.8629689484734022,2.2031789466474523,-0.34020999817405007,4481.0,0.008676576360947761,0.009980199902863559,**
ATF5,2.4532081641523904,2.3490850401385464,0.10412312401384405,6849.0,0.00925580118705749,0.01062029276254508,*
MAFB,2.610120118398987,2.451110433016082,0.15900968538290483,6808.0,0.012007663975982968,0.013744066364666779,*
GABPA,2.144237418447971,2.201767705162723,-0.05753028671475224,4538.0,0.012466056873938092,0.014233859560217822,*
DOT1L,2.214057049338759,2.341191111561707,-0.12713406222294799,4555.0,0.013850072420590793,0.01577557029369732,*
ZNF574,0.6403086919149996,0.656790992053119,-0.016482300138119355,4565.0,0.014726103216922597,0.016732579567646844,*
ZNF160,0.7467764320739512,1.5107489713313351,-0.763972539257384,4570.0,0.015182160701602743,0.017208905455457477,*
ZZZ3,1.5992878253276754,1.6599145073025792,-0.06062668197490373,4573.0,0.015461725407647463,0.017483355364095315,*
VEZF1,2.4368332394081698,2.4032861288343645,0.03354711057380522,6714.0,0.02120352844292512,0.023917989813637755,*
TSHZ3,4.951789708304264,4.793642262651721,0.1581474456525429,6621.0,0.03581949482652235,0.04030772068430346,*
KMT2A,0.49362583881585675,0.45563981342692506,0.0379860253889317,6605.0,0.03905204366935143,0.043839674023045956,*
MTERF4,1.529960994636666,1.544635367713307,-0.01467437307664099,4737.0,0.03947302204348888,0.044205998307696184,*
MYPOP,-0.6439294293951916,-0.6076938550121685,-0.03623557438302305,4745.0,0.04119566495860372,0.04602482185566492,*
ZNF91,-0.5697544910909444,-0.6337817470144111,0.0640272559234667,6572.0,0.046506747479260896,0.05183448943392563,ns
ZNF700,2.446451494583859,2.656197551764262,-0.20974605718040307,4781.0,0.049755826880709675,0.05532374084117004,ns
CDC5L,1.6353697882839555,1.626836518775748,0.00853326950820743,6517.0,0.061579780257462205,0.06830821230459584,ns
ZNF770,0.9965107946543796,1.0815252913152076,-0.08501449666082794,4836.0,0.06567993963764257,0.0726837246700926,ns
ZNF860,-0.7335874551403427,-0.5753014724369201,-0.15828598270342265,4840.0,0.0669858975632055,0.07395369778254603,ns
ZNF14,1.0042481291207437,0.9805906443071997,0.023657484813544016,6481.0,0.07348425043226159,0.08093666262232585,ns
RFX5,1.0992686604543835,0.7102315812484336,0.38903707920595,6469.0,0.07784789192063594,0.08554109535749879,ns
LEF1,3.1653246021833397,3.340135664301729,-0.17481106211838915,4874.0,0.07897115706228192,0.08657166748376914,ns
ZNF845,2.1506726895199217,2.297261119453052,-0.14658842993313037,4934.0,0.10433520568677691,0.11410899544666234,ns
E2F4,1.4392706441320247,1.4624659029333085,-0.023195258801283813,4946.0,0.11011178277741579,0.12014533307722704,ns
ZNF302,1.0444130271154466,1.0174688337823623,0.026944193333084288,6371.0,0.12188725027136996,0.132683789922447,ns
BACH2,2.1970711683211706,2.1232441274898965,0.073827040831274,6353.0,0.13177185141073988,0.14311035955538495,ns
KLF12,1.3980286285750538,1.6682147082673056,-0.2701860796922517,5005.0,0.1422666320637158,0.15414969181845772,ns
ZNF202,1.484393072772975,1.5788120408155577,-0.09441896804258265,5036.0,0.16182927619262732,0.17494044440267814,ns
SCML4,0.7880518985470478,0.8180406301594632,-0.02998873161241533,5037.0,0.16249255656752648,0.17525178733726296,ns
ZNF44,0.6874949841063658,0.6834604257520875,0.004034558354278239,6291.0,0.1706126126591191,0.18358546108711662,ns
ZBTB37,1.48447923435045,1.4771645737637726,0.007314660586677402,6287.0,0.1733857681202049,0.18614058324628893,ns
ZNF787,1.560004287834269,1.555609502292549,0.004394785541720125,5058.0,0.17689941317312485,0.18947712374277362,ns
ZNF367,-0.024336672835097748,0.007127407732501499,-0.03146408056759925,5065.0,0.1819072657846873,0.19439517876761778,ns
ZNF800,2.568745136300712,2.6617199849216955,-0.0929748486209836,5066.0,0.18263117438508558,0.19472319278044514,ns
ZNF184,0.8315034320946602,0.9130536813617165,-0.08155024926705634,5116.0,0.22160053787210376,0.23573451295278464,ns
TCF7,3.5919187705053828,3.7447749100146015,-0.15285613950921872,5158.0,0.2586720224383936,0.2745450783607496,ns
ZNF8,0.8484077799428585,0.9222402919268974,-0.07383251198403884,5193.0,0.2926868660827042,0.3092415530783323,ns
ZNF493,-0.10260479015943225,-0.14759987832899252,0.04499508816956027,6147.0,0.2926868660827042,0.3092415530783323,ns
NR1D2,1.7087908989241285,1.792151896656248,-0.08336099773211947,5212.0,0.3123571808605361,0.3292794660538834,ns
RBAK,2.2013308140753045,2.245933903402603,-0.044603089327298395,5220.0,0.320894167727766,0.3375170638037539,ns
CREB3,2.1269742426461846,2.1099764728947257,0.016997769751458947,6107.0,0.3350888341461341,0.35165502369942614,ns
ZNF804A,2.267128781645524,2.2105728062186762,0.05655597542684765,6104.0,0.3384211144101088,0.3543557408733651,ns
MYBL1,1.3242406474121813,1.2869804151094693,0.037260232302712026,6060.0,0.3897200106790114,0.4071571476221439,ns
ZNF639,0.9741228432865722,0.9945158945609098,-0.02039305127433766,6053.0,0.3982966360607738,0.4151886808937084,ns
ZNF566,0.8275786474327258,0.843735381201535,-0.016156733768809217,5305.0,0.4208668699666017,0.4377390384730579,ns
ZNF366,-0.26471362313991964,-0.2260777931615749,-0.03863582997834475,5307.0,0.4234201990964561,0.43941607328454446,ns
EOMES,0.6820156224772767,0.7049709190312949,-0.02295529655401829,5337.0,0.462794403751549,0.4792128304921805,ns
NME2,-0.1494691078069424,-0.16524313519447809,0.015774027387535694,5368.0,0.5055411455745995,0.5223179535029601,ns
NR3C2,1.170639176781906,1.196639514703771,-0.026000337921864958,5400.0,0.5517555187383987,0.5688075656751262,ns
ZNF451,1.4364169993109517,1.4965406207000091,-0.06012362138905747,5420.0,0.5816570001114594,0.5983123767666333,ns
RORA,2.1906836841969044,2.187614595641925,0.003069088554979338,5913.0,0.5922986198351676,0.6079196823363149,ns
