TF,median_LPS,median_NS,effect,U,p,FDR,sig
SNAI1,8.43671202774452,-9.444417076777889,17.881129104522408,11319.0,1.0418540028133209e-35,1.389500571036883e-34,***
SNAPC2,1.4596560238477754,9.98275187471062,-8.523095850862845,9.0,7.46780334510408e-36,1.389500571036883e-34,***
SNAI3,0.5133979254667995,5.14182313268371,-4.62842520721691,3.0,6.320802483182334e-36,1.389500571036883e-34,***
PRDM8,4.870185090414694,-1.6485422446941231,6.518727335108817,11321.0,9.856564770182341e-36,1.389500571036883e-34,***
RARG,-3.6733468957240643,6.852724959996677,-10.52607185572074,10.0,7.678132723193793e-36,1.389500571036883e-34,***
RELA,10.605944867452823,-6.770095495256992,17.376040362709816,11326.0,8.579965388971758e-36,1.389500571036883e-34,***
PLSCR1,6.876074842669091,-8.692976422956981,15.569051265626072,11324.0,9.06959444956849e-36,1.389500571036883e-34,***
ZGLP1,-4.167093656916739,8.161103281377478,-12.328196938294218,2.0,6.147446299806899e-36,1.389500571036883e-34,***
ZHX2,4.985629358040754,-5.231151038264558,10.216780396305312,11337.0,6.320802483182334e-36,1.389500571036883e-34,***
NKX3-1,8.39409224878239,-10.693063087836771,19.087155336619162,11328.0,8.116611985071329e-36,1.389500571036883e-34,***
NR3C1,6.177108630885202,-9.687925779987465,15.865034410872667,11321.0,9.856564770182341e-36,1.389500571036883e-34,***
YBX1,3.0483145173332327,9.323376267740827,-6.275061750407594,3.0,6.320802483182334e-36,1.389500571036883e-34,***
ZBED3,-8.393843299203802,3.6282333186729767,-12.022076617876778,14.0,8.579965388971758e-36,1.389500571036883e-34,***
EHF,7.037388825134775,-8.34943821756563,15.386827042700405,11334.0,6.870558118456245e-36,1.389500571036883e-34,***
ZNF780A,-2.6505734843657596,1.627862859304035,-4.278436343669794,21.0,1.0418540028133209e-35,1.389500571036883e-34,***
ZBED4,-1.2016990358136765,4.753865869590738,-5.955564905404415,24.0,1.1321735535165205e-35,1.3937871316802818e-34,***
SOX5,7.541400451641033,-8.940211464266902,16.481611915907934,11315.0,1.1639764054717559e-35,1.3937871316802818e-34,***
ZNF616,-1.7549030871755433,-0.0364239477114613,-1.718479139464082,25.0,1.1639764054717559e-35,1.3937871316802818e-34,***
NFXL1,-7.949366095026327,8.06668047525757,-16.016046570283898,27.0,1.2302693512520917e-35,1.4363394675868171e-34,***
RELB,9.787740947538719,-7.677924126967954,17.465665074506674,11311.0,1.3003127292020857e-35,1.4810879135057904e-34,***
KLF6,10.513239306163232,-2.9724934540765133,13.485732760239745,11309.0,1.3743172713150623e-35,1.5281099183431764e-34,***
PRMT3,-2.664368127174586,1.1228997724742964,-3.7872678996488824,32.0,1.4128740303570234e-35,1.5344469120389068e-34,***
CREB5,-3.2040682881587923,1.5236746623740327,-4.727742950532825,34.0,1.4932413403734498e-35,1.5584726239803698e-34,***
HIC2,1.9685729655683581,4.820017653921891,-2.8514446883535327,35.0,1.5351122206230621e-35,1.5584726239803698e-34,***
ZNF577,-5.507737923701271,2.610698111057534,-8.118436034758805,35.0,1.5351122206230621e-35,1.5584726239803698e-34,***
ZNF124,-7.874397550371283,5.119643344627078,-12.99404089499836,39.0,1.7145872070764465e-35,1.567038970095573e-34,***
ZNF74,-5.3896036384980235,7.1745586822260705,-12.564162320724094,41.0,1.8119936699177931e-35,1.567038970095573e-34,***
PLAGL2,8.511038750168323,-8.260254534255935,16.77129328442426,11303.0,1.622385526690013e-35,1.567038970095573e-34,***
ARID5B,5.358471405454324,-7.973983715336512,13.332455120790836,11304.0,1.578149523387779e-35,1.567038970095573e-34,***
EBF1,3.200921002858334,-7.352712844617541,10.553633847475876,11299.0,1.8119936699177931e-35,1.567038970095573e-34,***
ZBTB2,1.7835101543086258,-8.967367213852306,10.750877368160932,11301.0,1.7145872070764465e-35,1.567038970095573e-34,***
LIN54,4.534510297400518,-4.250169938392705,8.784680235793223,11299.0,1.8119936699177931e-35,1.567038970095573e-34,***
INSM1,9.825529231864806,-1.5460283727874766,11.371557604652283,11301.0,1.7145872070764465e-35,1.567038970095573e-34,***
XPA,-7.044983719317089,7.862941107527432,-14.907924826844521,43.0,1.9148967178037637e-35,1.5688715214286976e-34,***
ZNF526,2.866594920555705,5.172591243565642,-2.305996323009937,43.0,1.9148967178037637e-35,1.5688715214286976e-34,***
TRERF1,-7.398599601210861,5.855691352782104,-13.254290953992964,43.0,1.9148967178037637e-35,1.5688715214286976e-34,***
HMG20B,1.5043269249454265,9.359111495616915,-7.854784570671488,44.0,1.9685050674211952e-35,1.5750387572831791e-34,***
FLI1,-9.121369843656844,5.6108752895422676,-14.732245133199111,45.0,2.0236043990790309e-35,1.5750387572831791e-34,***
CSRNP2,8.792791671392006,-4.757193773342992,13.549985444734999,11295.0,2.0236043990790309e-35,1.5750387572831791e-34,***
ZNF692,0.246949189476677,8.00067413297427,-7.753724943497593,46.0,2.0802359045458124e-35,1.5925740449555648e-34,***
REPIN1,-1.4734824327554805,9.759196907362577,-11.232679340118057,49.0,2.2597525214460256e-35,1.5989461022958997e-34,***
FOSL2,9.061421854131053,-4.969445098938381,14.030866953069435,11292.0,2.198265886223093e-35,1.5989461022958997e-34,***
ZNF263,2.2408312840953712,8.270211898530762,-6.029380614435391,49.0,2.2597525214460256e-35,1.5989461022958997e-34,***
SKIL,4.189392564412639,-8.334528868129816,12.523921432542455,11292.0,2.198265886223093e-35,1.5989461022958997e-34,***
YY1,2.4070552910591108,3.2138491177189303,-0.8067938266598196,47.0,2.1384419058786896e-35,1.5989461022958997e-34,***
EGR2,-2.344142654679131,3.1036604939705685,-5.447803148649699,52.0,2.4546536943227685e-35,1.683376698938037e-34,***
GLIS3,9.742007191422955,-5.106645155524731,14.848652346947686,11287.0,2.523262717894274e-35,1.683376698938037e-34,***
JUND,3.8634088146250405,5.388985578595062,-1.525576763970022,53.0,2.523262717894274e-35,1.683376698938037e-34,***
MSANTD3,8.226005450813162,-8.338803201552825,16.564808652365986,11287.0,2.523262717894274e-35,1.683376698938037e-34,***
DBP,-5.982231323774959,8.43434624077242,-14.41657756454738,54.0,2.5937768348720483e-35,1.7060475801200654e-34,***
NFATC3,-7.103707861091158,3.1124703470411665,-10.216178208132325,57.0,2.817282443220769e-35,1.711913813077306e-34,***
PBX2,-1.7336761280435162,10.98714527170198,-12.720821399745496,58.0,2.8959569857196396e-35,1.711913813077306e-34,***
NFAT5,2.623512182708601,-1.3805404008436655,4.004052583552267,11282.0,2.8959569857196396e-35,1.711913813077306e-34,***
MXD1,6.417877711102642,-6.0872559747386745,12.505133685841317,11283.0,2.817282443220769e-35,1.711913813077306e-34,***
MAX,0.8375859110248758,3.695908590353066,-2.8583226793281904,57.0,2.817282443220769e-35,1.711913813077306e-34,***
ETS2,8.705299475809605,-8.195213592864526,16.90051306867413,11284.0,2.740731972728649e-35,1.711913813077306e-34,***
CREM,6.322347104726748,-4.834343153289343,11.156690258016091,11282.0,2.8959569857196396e-35,1.711913813077306e-34,***
CSRNP1,9.376847176589804,-7.559658168790342,16.936505345380148,11285.0,2.6662485913151684e-35,1.711913813077306e-34,***
TSHZ1,-6.647800213051966,6.074732080083452,-12.722532293135417,59.0,2.9768141432744703e-35,1.716261981369355e-34,***
TGIF1,9.647757002431788,-4.269698129443118,13.917455131874906,11281.0,2.9768141432744703e-35,1.716261981369355e-34,***
NFE2L2,5.973593018976077,-5.592480273310729,11.566073292286806,11280.0,3.059914061472956e-35,1.7426583740339884e-34,***
ARID5A,8.871880530309035,-6.91806337265981,15.789943902968844,11279.0,3.14531853200279e-35,1.7697153668015696e-34,***
HHEX,-5.313981869636766,3.7184244508599584,-9.032406320496724,62.0,3.233091037389905e-35,1.7762982523071596e-34,***
NFKB2,9.622350312736742,-6.4946426636901995,16.116992976426943,11278.0,3.233091037389905e-35,1.7762982523071596e-34,***
THAP11,0.7805021354639003,8.471483752201266,-7.690981616737366,63.0,3.323296796943592e-35,1.8046274467123923e-34,***
ZHX3,-1.317419038493057,0.6867049116210536,-2.004123950114111,64.0,3.4160028139402627e-35,1.8336474874828767e-34,***
ZNF706,-3.5000113316208634,3.8158561865324403,-7.315867518153304,67.0,3.709820228658838e-35,1.9687341440723606e-34,***
ZNF281,3.6262016726181074,-7.386834908560966,11.013036581179074,11272.0,3.8132347112463864e-35,2.0008770900584973e-34,***
MTF1,6.925678326450239,-8.775707217031234,15.701385543481473,11271.0,3.9195129696655826e-35,2.033791729815363e-34,***
BATF,9.860762687731642,-9.80914471521833,19.669907402949974,11267.0,4.374871824988007e-35,2.245126529966373e-34,***
KLF2,-1.2877680288238906,6.530886838214113,-7.818654867038004,74.0,4.4966944601551206e-35,2.2825612096656974e-34,***
ZBTB17,9.61598597287491,-5.392630453706155,15.008616426581064,11264.0,4.750541946805735e-35,2.38548719264331e-34,***
BHLHE40,3.7840891711205904,-0.7767996128878616,4.560888784008452,11263.0,4.882754506014542e-35,2.400259320325043e-34,***
IRF7,10.087023902412383,-3.072785133764267,13.15980903617665,11263.0,4.882754506014542e-35,2.400259320325043e-34,***
KDM2B,-3.665865873831163,12.73323144788907,-16.399097321720234,78.0,5.0186223603456e-35,2.44135066904312e-34,***
MEF2A,0.761047892193178,2.747985902817897,-1.9869380106247188,84.0,5.916407655532773e-35,2.848414819725572e-34,***
TFEB,-0.575743503023495,12.851993438685156,-13.427736941708652,87.0,6.423422178790605e-35,3.0609573035665434e-34,***
ZNF267,5.517455567130065,-4.920772113333491,10.438227680463555,11249.0,7.167177723558972e-35,3.34707199690204e-34,***
CREB3L2,1.369705982638462,2.770758533430133,-1.4010525507916707,91.0,7.167177723558972e-35,3.34707199690204e-34,***
HLX,9.110224778586907,-3.732583245843457,12.842808024430365,11248.0,7.366112364883712e-35,3.4059153211888056e-34,***
TET3,0.6538185970584602,6.80115579813193,-6.147337201073469,93.0,7.570532020716127e-35,3.42786234145108e-34,***
ZNF592,2.6325976009766414,8.912513000023402,-6.279915399046761,94.0,7.78058689922515e-35,3.42786234145108e-34,***
ZNF524,0.22932854798721564,12.960766923519422,-12.731438375532207,94.0,7.78058689922515e-35,3.42786234145108e-34,***
ZNF689,-0.8377440914722969,0.8544493686708283,-1.6921934601431252,94.0,7.78058689922515e-35,3.42786234145108e-34,***
ZNF18,-6.7598686460886945,0.6619046809186826,-7.421773327007378,94.0,7.78058689922515e-35,3.42786234145108e-34,***
SP100,6.36601307520505,-9.52249139993815,15.8885044751432,11244.0,8.218223692571564e-35,3.5868322097485234e-34,***
ZBTB48,2.316937275627071,10.898059424938348,-8.581122149311277,98.0,8.680308117926777e-35,3.7534295287701894e-34,***
NFKB1,7.496178784842212,-6.497810215453063,13.993989000295276,11241.0,8.920939133141187e-35,3.7873441592517584e-34,***
MITF,-1.4111533046516886,9.121326330661585,-10.532479635313274,99.0,8.920939133141187e-35,3.7873441592517584e-34,***
ZNF558,-1.7989805133503856,4.760778191151186,-6.559758704501571,101.0,9.422261062487939e-35,3.96414046502871e-34,***
BCL6,10.530494771173352,-4.069972617213622,14.600467388386974,11238.0,9.683319351815047e-35,4.001867378139493e-34,***
HIVEP2,6.677848212696498,-9.970300996448696,16.648149209145195,11238.0,9.683319351815047e-35,4.001867378139493e-34,***
IRF9,9.856508708258563,-3.831038017003304,13.687546725261868,11237.0,9.951562444109891e-35,4.076648825788876e-34,***
KLF10,9.363922941633334,-2.114077137823928,11.478000079457262,11236.0,1.0227186734243984e-34,4.1531271346886434e-34,***
PPARG,-2.038632384189118,6.896983022478867,-8.935615406667985,105.0,1.051039394827175e-34,4.231339632623196e-34,***
USF1,1.030026109810201,7.9190772812761825,-6.889051171465981,106.0,1.0801391287124689e-34,4.311324556484812e-34,***
PIN1,4.927571382324043,7.6139584107788085,-2.6863870284547655,109.0,1.1723281311098705e-34,4.639637603629741e-34,***
ZFP64,-7.690705533415611,-0.6798212028835552,-7.010884330532056,110.0,1.2047625903508254e-34,4.727933862973408e-34,***
JUNB,8.212205153903044,-2.2901253151186203,10.502330469021665,11229.0,1.2380884052707358e-34,4.818227377178614e-34,***
MSC,7.929928821857448,-2.4426573856222733,10.37258620747972,11226.0,1.3436605893390318e-34,5.185863596870478e-34,***
GTF3A,-4.317220256297485,1.5061101766963734,-5.823330432993859,121.0,1.6260644254223611e-34,6.224361366165924e-34,***
ZNF219,-3.6165029766920256,12.603715239262414,-16.22021821595444,124.0,1.7644629469948647e-34,6.69922110769595e-34,***
SMAD1,-2.896188848855279,3.9449658677958004,-6.841154716651079,125.0,1.8131480435352888e-34,6.773921090647838e-34,***
HMGN3,-9.38912713652881,2.04410015528357,-11.43322729181238,125.0,1.8131480435352888e-34,6.773921090647838e-34,***
GPBP1,1.495376035093499,-6.480504761064129,7.975880796157628,11213.0,1.9145574325076734e-34,7.0960184204847904e-34,***
PBX3,-7.140205277612878,8.321634373736394,-15.461839651349273,128.0,1.9673553421838684e-34,7.122131355037726e-34,***
MAFG,9.613990845919627,-1.618141801803939,11.232132647723565,11212.0,1.9673553421838684e-34,7.122131355037726e-34,***
SETDB2,-5.876123781061705,-0.4398230747938707,-5.436300706267835,128.0,1.9673553421838684e-34,7.122131355037726e-34,***
KLF16,2.011983278974415,2.8180256038779588,-0.8060423249035438,129.0,2.0215994691833627e-34,7.262207323912541e-34,***
CEBPA,-2.5448924918681284,12.612458377996955,-15.157350869865084,130.0,2.077329155893957e-34,7.349338756079377e-34,***
ZKSCAN3,-3.54286426340206,0.43344973920944296,-3.976314002611503,130.0,2.077329155893957e-34,7.349338756079377e-34,***
ZBTB32,4.693449366051779,-7.569509981974075,12.262959348025856,11208.0,2.19340792033085e-34,7.701665404469978e-34,***
KLF7,-8.778729398416678,8.869080031848975,-17.647809430265653,135.0,2.3797139798815254e-34,8.29348081048263e-34,***
CENPT,-0.10372132716871221,7.70431026228252,-7.8080315894512315,142.0,2.8778198850094863e-34,9.955125083699482e-34,***
ZNF503,-3.6454038947301504,11.402507666711898,-15.04791156144205,143.0,2.956966853774743e-34,1.0079587742429234e-33,***
RREB1,-2.170109736923677,14.363588420219301,-16.53369815714298,143.0,2.956966853774743e-34,1.0079587742429234e-33,***
FOS,-2.716028603751687,5.896094398581241,-8.612123002332927,146.0,3.2076160132174256e-34,1.0854758537482157e-33,***
NFIA,-2.3426300996392473,1.4632517818209176,-3.8058818814601647,147.0,3.2957692962013996e-34,1.107283641241765e-33,***
ZNF664,-6.185739263582079,-2.539892490821787,-3.645846772760292,150.0,3.5749294070005302e-34,1.1924943093351769e-33,***
ZNF169,-3.030741526128893,3.685361559750908,-6.716103085879801,152.0,3.7739608818838392e-34,1.2499572566239382e-33,***
ZNF652,-3.236887454343916,1.4480473270741858,-4.684934781418102,153.0,3.8775660123908295e-34,1.2752276956243079e-33,***
BACH1,10.675923471636986,1.6418383722435008,9.034085099393486,11185.0,4.093327557564877e-34,1.336772006561397e-33,***
ZNF589,-4.625937859101642,1.1117413084181975,-5.73767916751984,161.0,4.814796084003529e-34,1.5400751857737318e-33,***
TBX19,-1.6119634054140548,7.511393087190945,-9.123356492605,161.0,4.814796084003529e-34,1.5400751857737318e-33,***
MEF2C,-0.4725662763419442,2.4933963334425138,-2.965962609784458,161.0,4.814796084003529e-34,1.5400751857737318e-33,***
FOXJ2,-5.161361435192495,9.050788308182655,-14.21214974337515,173.0,6.658148208834163e-34,2.115207628248676e-33,***
ZNF335,3.05875233294026,8.636312630776798,-5.577560297836538,175.0,7.027269268723057e-34,2.2173883435768025e-33,***
STAT5A,9.041588062128636,-1.4446955373297166,10.486283599458352,11164.0,7.219381752389926e-34,2.2627189787691915e-33,***
SP110,5.7111842787042235,-6.317488808878119,12.028673087582343,11161.0,7.82758190387259e-34,2.4369871660723332e-33,***
CXXC5,-0.8072170098677072,5.103719769236571,-5.910936779104278,183.0,8.71836369892218e-34,2.6963416207924885e-33,***
CC2D1A,3.6226327881950176,4.890220793853867,-1.2675880056588498,184.0,8.956360434818936e-34,2.7517238967502915e-33,***
EEA1,0.5289960847596371,3.465011227301133,-2.936015142541496,185.0,9.200809509289707e-34,2.808351660678623e-33,***
BATF3,10.247034615631692,-3.622069877745642,13.869104493377336,11153.0,9.709764137817097e-34,2.944454449584795e-33,***
MBNL2,-6.171175608003139,5.777528084477748,-11.948703692480887,190.0,1.0526084756660033e-33,3.151077936769381e-33,***
ZNF385A,-2.7068688281994255,14.348135837294297,-17.055004665493723,190.0,1.0526084756660033e-33,3.151077936769381e-33,***
RUNX1,11.402814480539579,1.9630343141132265,9.439780166426353,11146.0,1.1721458398169086e-33,3.486573931175136e-33,***
ZNF783,-1.2265217502319687,4.039598898130915,-5.266120648362884,198.0,1.3051570561829309e-33,3.8576477546672704e-33,***
ZKSCAN4,-7.741844912760877,-4.123584386117312,-3.6182605266435655,199.0,1.3406882316457457e-33,3.937744680368322e-33,***
FAM200B,-6.4604116526961235,8.00884429027508,-14.469255942971204,200.0,1.3771800247787795e-33,4.019644197323063e-33,***
MEF2D,-1.537366707607588,3.0694643408289584,-4.606831048436547,201.0,1.4146582239922434e-33,4.103387519281849e-33,***
CASZ1,7.349979005731919,-4.711814115066339,12.061793120798258,11132.0,1.7069402396419365e-33,4.92062402415299e-33,***
ZNF34,0.2666692238614656,0.7339914547828933,-0.4673222309214277,209.0,1.753324492122931e-33,5.0233284528920784e-33,***
ZNF511,1.0661049125774307,1.8628246538143003,-0.7967197412368696,210.0,1.8009604620651937e-33,5.12834473039296e-33,***
ZBTB14,-6.864016436602869,0.5449832671382755,-7.408999703741144,213.0,1.951718562063524e-33,5.523954960507065e-33,***
STAT4,1.5272063982283772,-3.0229253565763035,4.5501317548046805,11124.0,2.1150043853739497e-33,5.9500424576484006e-33,***
MYCL,-4.490945738424676,11.325352504264185,-15.81629824268886,219.0,2.291851201281058e-33,6.370800660703893e-33,***
CAMTA2,2.253381774047066,12.50785535231587,-10.254473578268804,219.0,2.291851201281058e-33,6.370800660703893e-33,***
AKAP8,5.592432467592808,7.235026693642042,-1.6425942260492343,220.0,2.3540043359688827e-33,6.504852218328215e-33,***
TIGD5,2.7115040487043736,6.272569525374921,-3.5610654766705476,223.0,2.5506869391980344e-33,7.006887062385189e-33,***
SP1,-1.3476170200693343,10.210540136680072,-11.558157156749406,225.0,2.6907906263310693e-33,7.348533464892452e-33,***
SAFB2,3.3071133382453075,9.192082792585527,-5.88496945434022,227.0,2.838534903312522e-33,7.706952324691556e-33,***
ZNF609,-4.124415663575626,5.879579839173548,-10.003995502749174,236.0,3.609562787672512e-33,9.743733074237359e-33,***
RXRB,4.739321054410658,8.087394692810982,-3.348073638400324,237.0,3.707145893219479e-33,9.949638690422394e-33,***
AHRR,1.6419987020698128,7.990949504251255,-6.348950802181442,239.0,3.910240963661709e-33,1.0434757314457246e-32,***
AKAP8L,3.243262329701717,8.065897557798698,-4.82263522809698,244.0,4.467620906601754e-33,1.1854425928312607e-32,***
ZNF174,-1.4904996124595242,-0.13248353437345606,-1.3580160780860682,251.0,5.382820176530777e-33,1.4202130070281769e-32,***
SRF,6.120497602926783,1.4911536039599786,4.629343998966804,11085.0,5.987028678459472e-33,1.570754153281221e-32,***
JDP2,-1.2832541356517801,12.12297204088739,-13.406226176539171,261.0,7.021831933380973e-33,1.8319528004966e-32,***
ZNF189,1.2922309302185713,-0.33458418122779887,1.62681511144637,11076.0,7.603990717859367e-33,1.9728131473557354e-32,***
MBD3,5.037169812403547,6.54418243977179,-1.5070126273682432,279.0,1.1316531514705688e-32,2.9197901753411913e-32,***
PLAGL1,0.4506219438727906,7.149085065515158,-6.698463121642368,284.0,1.2917111692750933e-32,3.314445692590487e-32,***
ZNF469,4.093355723967674,1.5102109057760251,2.583144818191649,11055.0,1.3263236692543996e-32,3.384662041212047e-32,***
KDM5B,1.3956647533766846,1.0955393655387322,0.3001253878379524,11052.0,1.435784348060063e-32,3.624385354292159e-32,***
IRF4,1.618153627531854,-1.3868169369922514,3.0049705645241054,11052.0,1.435784348060063e-32,3.624385354292159e-32,***
ATF6B,3.136324350458726,8.186011097054848,-5.049686746596122,294.0,1.6823324076581315e-32,4.20133280415159e-32,***
IRF5,1.1328867080421308,2.7907090871570728,-1.657822379114942,294.0,1.6823324076581315e-32,4.20133280415159e-32,***
ZNF410,0.43277151336212616,-3.8832124606219223,4.315983973984048,11039.0,2.023527612219714e-32,5.026528696311736e-32,***
ZNF318,-0.4873626054261009,-0.06025324713605795,-0.42710935829004293,302.0,2.0775786897741288e-32,5.133488085314911e-32,***
ZNF703,4.232563662128131,6.242435656660225,-2.0098719945320944,303.0,2.133063211667845e-32,5.242844841309914e-32,***
MLXIP,-3.5094125797876123,6.411518387569115,-9.920930967356727,305.0,2.2484845243801737e-32,5.46897017127886e-32,***
ZBTB43,2.501842987862892,0.9197340333105508,1.582108954552341,11035.0,2.2484845243801737e-32,5.46897017127886e-32,***
ZBTB40,1.0351369242570647,2.533373717046317,-1.4982367927892524,307.0,2.3701054370121793e-32,5.734918337226361e-32,***
CENPB,4.757895164322774,6.554014976820605,-1.7961198124978317,311.0,2.633285537741857e-32,6.338888382089934e-32,***
MNT,2.602391825252268,9.675476435368289,-7.0730846101160205,312.0,2.7034931124346096e-32,6.474519402599809e-32,***
HSF1,5.7925984866753595,7.438434324929667,-1.6458358382543077,319.0,3.2498069975878355e-32,7.743162591191425e-32,***
IKZF3,-3.80968674205402,-7.1698653572985656,3.3601786152445454,11017.0,3.6098312333760345e-32,8.55731566490664e-32,***
BCL11A,0.054062042562264004,-1.6063054383998534,1.6603674809621174,11012.0,4.116008243447323e-32,9.707958836817676e-32,***
LYL1,2.62836312122132,10.864836259929927,-8.236473138708607,329.0,4.2253996663090734e-32,9.915887659127324e-32,***
HMGA2,4.011431617011815,-8.31960146615219,12.331033083164005,11008.0,4.5711960492689355e-32,1.0673742775042965e-31,***
ZBTB34,2.9734904370550215,6.3878896722148415,-3.41439923515982,343.0,6.09717648340444e-32,1.4095947612623135e-31,***
KLF5,3.634865537502103,0.7349969317243141,2.8998686057777885,10997.0,6.09717648340444e-32,1.4095947612623135e-31,***
ERF,3.5201106117910967,8.546480451763546,-5.02636983997245,345.0,6.424608715174386e-32,1.4779764876780484e-31,***
BAZ2B,0.6968096712705689,9.927409398891104,-9.230599727620536,355.0,8.342766288417123e-32,1.9098391454366647e-31,***
ZNF101,-2.7620953902806997,-7.0732631391641885,4.311167748883489,10981.0,9.260545047175011e-32,2.099356571374141e-31,***
ZNF467,-0.413958471571123,11.933682391492109,-12.347640863063232,359.0,9.260545047175011e-32,2.099356571374141e-31,***
SMAD5,-0.1388199530428536,0.11479879993672285,-0.2536187529795765,361.0,9.75634537075764e-32,2.201069221325516e-31,***
ZNF324,2.3755718386426405,3.358303714080222,-0.9827318754375813,371.0,1.2659427571847198e-31,2.842284940409924e-31,***
TBX6,1.8222743608643897,4.105969801568917,-2.2836954407045273,377.0,1.4797531230837838e-31,3.3064340118666366e-31,***
RBPJ,-2.2197994160584695,1.3545011906180249,-3.5743006066764944,384.0,1.7748622112664126e-31,3.94695548886388e-31,***
TBP,0.6933266563726975,1.2548374515367207,-0.5615107951640231,389.0,2.0207497730820515e-31,4.472465137579706e-31,***
ZNF865,3.7979764810507004,4.719566440489372,-0.9215899594386712,412.0,3.6646772533081406e-31,8.07266168535331e-31,***
ETV7,10.143873316725344,2.2482663084292236,7.89560700829612,10922.0,4.278520533953671e-31,9.380606053316265e-31,***
STAT2,10.051711544567617,3.1845202166901254,6.867191327877491,10912.0,5.5363288826197565e-31,1.2081614898053394e-30,***
ZBTB7B,3.4084271554015726,11.062836622367838,-7.654409466966266,454.0,1.0795712499026141e-30,2.3449291800210272e-30,***
CEBPB,10.584040872200086,3.0942584777244777,7.489782394475609,10878.0,1.3249673698562257e-30,2.86462852649471e-30,***
ZNF117,1.7468658020926138,2.7481839378324615,-1.0013181357398477,468.0,1.5446578007193171e-30,3.324217478967378e-30,***
ZBTB47,4.176087531615987,10.137127057243516,-5.9610395256275295,474.0,1.8004608900353936e-30,3.856950622231783e-30,***
SP140,3.4773888888416447,0.9841593656192863,2.4932295232223582,10844.0,3.1532469663982015e-30,6.724047184054612e-30,***
RXRA,5.003983261349944,10.612188584062201,-5.608205322712257,499.0,3.403036069282142e-30,7.223717474339819e-30,***
ZNF428,2.7054441050160265,4.6017449147320715,-1.896300809716045,500.0,3.490587557177293e-30,7.342812563972053e-30,***
USF2,1.096639079948189,1.7513925665215389,-0.6547534865733498,500.0,3.490587557177293e-30,7.342812563972053e-30,***
PRR12,2.7435886539415204,5.5048745282492995,-2.761285874307779,503.0,3.7668807729483645e-30,7.88849022855106e-30,***
PBX4,-1.098669953514859,-2.130917847968634,1.0322478944537752,10831.0,4.3862339239263656e-30,9.144514475328628e-30,***
RBCK1,8.184573787352079,3.3199376782903225,4.864636109061756,10821.0,5.650759226578542e-30,1.1728464705831907e-29,***
ZBTB46,4.048168984168251,6.851472538301181,-2.8033035541329294,526.0,6.745159629610058e-30,1.3938006845256182e-29,***
NFIC,7.5488090946728725,10.494889181669908,-2.9460800869970356,528.0,7.094806875218267e-30,1.459592427633009e-29,***
ATF2,1.3782055294884201,1.0890832070106944,0.28912232247772574,10803.0,8.904388112871261e-30,1.823837389785473e-29,***
