TF,median_LPS,median_NS,effect,U,p,n_LPS,n_NS,FDR,sig
ZNF138,-0.5814687181031849,-0.4942001802916052,-0.08726853781157973,5765.0,0.014232133844992431,136,104,0.015601893205660716,*
ZNF202,1.661310776445175,1.8380595912791462,-0.1767488148339711,5776.0,0.015069212933852435,136,104,0.01648084880587608,*
NR3C2,1.2314674087567883,1.267851482509553,-0.036384073752764756,5781.0,0.015463831156385235,136,104,0.016872918574840898,*
SCML4,0.865205121698454,0.8988803877234499,-0.03367526602499593,5818.0,0.01867739740287207,136,104,0.020331805564431833,*
BPTF,3.3739530095286656,3.5376303571311842,-0.16367734760251862,5879.0,0.025256598411841587,136,104,0.027429840600767492,*
ZNF804A,2.2888787254758363,2.2152788277163644,0.07359989775947184,8191.0,0.03585119676010632,136,104,0.03884572827603167,*
ZEB1,1.1583041078180638,1.1240329434209109,0.03427116439715294,8186.0,0.0366870475604819,136,104,0.03965937780265057,*
ZNF451,1.5459443197540867,1.6104897187738243,-0.06454539901973755,5980.0,0.040564728525009454,136,104,0.04374994970249287,*
CDC5L,1.659828430128453,1.652679564953054,0.007148865175399033,8140.0,0.04518574806584238,136,104,0.04862153075287647,*
ZNF549,-0.24570978044712188,-0.18471181494275252,-0.06099796550436937,6010.0,0.046407985001024984,136,104,0.04982190573673257,*
ZBTB41,1.5574882853007264,1.5514952191179001,0.0059930661828262455,8108.0,0.05203060301655933,136,104,0.055730026625534876,ns
ADNP,1.7959985322100105,1.7818668454139743,0.014131686796036158,8072.0,0.06074670030956048,136,104,0.06491695433538844,ns
RFX2,6.284937040246273,6.054013075809147,0.23092396443712637,8050.0,0.06664558665884747,136,104,0.07105819399470724,ns
ZNF354C,0.23015025183945542,0.30124105414010394,-0.07109080230064851,6108.0,0.07063937403437401,136,104,0.07514484663793317,ns
MYSM1,3.9654030980404444,4.093981111224089,-0.12857801318364448,6113.0,0.07211246163553196,136,104,0.07653754450862142,ns
ZNF518A,1.0905933496692666,1.1309336263213523,-0.04034027665208573,6134.0,0.07857653523895261,136,104,0.08320916543444641,ns
ZNF506,2.095134635835281,2.1916616652263103,-0.0965270293910292,6303.0,0.14932617609524795,136,104,0.1577722267793683,ns
EOMES,1.0497056781631526,1.0976190600976403,-0.04791338193448769,6342.0,0.1710802517185367,136,104,0.1803487077935816,ns
CUX1,4.5576026554819435,4.412619702244985,0.14498295323695842,7793.0,0.1764218535079225,136,104,0.18556082339684643,ns
ATF3,1.6187128764709104,1.8184809527567392,-0.1997680762858287,6366.0,0.1855992279549855,136,104,0.1947749201235466,ns
ZNF507,-1.08094411610745,-1.1563006258590356,0.07535650975158559,7720.0,0.2244093358876863,136,104,0.23497569475235314,ns
ZBTB37,1.489604091108752,1.4867600537441443,0.002844037364607699,7659.0,0.271143077877096,136,104,0.28327475921387885,ns
MYPOP,-0.708965557213649,-0.6929232171396397,-0.016042340074009287,6493.0,0.2777339947908657,136,104,0.28951289189137114,ns
NME2,0.1267731361127975,0.13215848828036528,-0.005385352167567775,6499.0,0.2827482135749372,136,104,0.2940833312683645,ns
DOT1L,2.294428592299273,2.3790542057645716,-0.08462561346529851,6508.0,0.29038395002743644,136,104,0.30135401036180626,ns
KMT2A,0.4414954158169727,0.4349893481819003,0.006506067635072388,7577.0,0.34385303441792947,136,104,0.35605181169217975,ns
PHF21A,-0.006103378041251285,-0.07220096731862094,0.06609758927736965,7543.0,0.3773517209021988,136,104,0.3898744550029355,ns
VEZF1,2.4850014250647865,2.484701579684408,0.0002998453803786383,7494.0,0.4290321259685004,136,104,0.44131718684425036,ns
ZNF44,0.7777895574277145,0.7684240284152029,0.009365529012511642,7494.0,0.4290321259685004,136,104,0.44131718684425036,ns
ZNF639,1.138972334057951,1.1829879330007163,-0.0440155989427653,6669.0,0.4501291124807155,136,104,0.46200064951317393,ns
ZNF366,-0.050164379938503416,-0.06733518696781138,0.017170807029307962,7452.0,0.4764365888884581,136,104,0.4879295767783112,ns
MYBL1,1.4069690649946485,1.3799978973727658,0.026971167621882675,7449.0,0.47992903764824524,136,104,0.49043076713726597,ns
ZNF493,0.004182940827689389,0.058960950032827836,-0.05477800920513845,6705.0,0.4916707106962608,136,104,0.501332362216493,ns
ZNF91,-0.29902567799964774,-0.31617045278555844,0.0171447747859107,7406.0,0.5314874787241528,136,104,0.5407508770461424,ns
POU2AF1,0.9620218031038258,1.0174017419466712,-0.05537993884284542,7260.0,0.7249873989828483,136,104,0.7360198159238917,ns
ZNF787,1.7363397945459762,1.7041609451125512,0.03217884943342497,6889.0,0.7320350032729976,136,104,0.7415625738145117,ns
RORA,2.3372285418711973,2.3502691224115564,-0.013040580540359059,6896.0,0.7419396211786722,136,104,0.7499692707585279,ns
E2F4,1.5185176710488504,1.5015508782577014,0.016966792791148988,6933.0,0.7949688510988603,136,104,0.8018368325338396,ns
ZNF302,1.1346192969620683,1.1324949547073984,0.002124342254669953,7191.0,0.8240505201299921,136,104,0.8293784329756603,ns
ZNF14,1.3531621805487337,1.3557128403805807,-0.002550659831846991,7181.0,0.8386851649189062,136,104,0.8422924129400629,ns
ZNF292,1.9984438772795197,2.1168982111917076,-0.11845433391218796,7178.0,0.8430867045091626,136,104,0.8448959034458775,ns
BACH2,2.2386766548007873,2.241261028674244,-0.00258437387345678,7030.0,0.9379351859879933,136,104,0.9379351859879933,ns
