group	TF	bootstrap	rho
REF_RPMI	FOS	8	-0.22373532169486984
REF_RPMI	FOSL2	8	0.08332110805656369
REF_RPMI	GATA2	8	0.18219914656937472
REF_RPMI	GATA3	8	-0.13776717545079378
REF_RPMI	JUN	8	0.6642535033390952
REF_RPMI	JUND	8	0.23973236211482404
REF_RPMI	MAX	8	-0.5008260034826093
REF_RPMI	MEF2A	8	-0.02941082670510719
REF_RPMI	MYC	8	0.6439319041453255
REF_RPMI	NFIC	8	0.06234891152514048
REF_RPMI	PBX3	8	-0.5020761709157476
REF_RPMI	TCF12	8	0.31573743932541987
REF_RPMI	SPI1	8	-0.0841375439312663
REF_RPMI	SPIB	8	0.09008221764394467
REF_RPMI	ETV6	8	-0.14309952225744518
REF_RPMI	CEBPB	9	0.4755760780136869
REF_RPMI	FOS	9	-0.24564234372707966
REF_RPMI	FOSL2	9	0.06687160778861302
REF_RPMI	GATA2	9	0.24636941700203452
REF_RPMI	GATA3	9	-0.07753534915461788
REF_RPMI	JUN	9	0.6759931884714241
REF_RPMI	JUND	9	0.37507414234053815
REF_RPMI	MAX	9	-0.32759753305313377
REF_RPMI	MEF2A	9	0.054332782713514
REF_RPMI	MYC	9	0.49636782254309825
REF_RPMI	NFIC	9	0.06391229200283176
REF_RPMI	PBX3	9	-0.4287372523008043
REF_RPMI	TCF12	9	0.15584241643440713
REF_RPMI	SPI1	9	-0.09670712340474384
REF_RPMI	SPIB	9	0.27896015766009963
REF_RPMI	ETV6	9	-0.19423698762062083
Carrier_RPMI	CEBPB	0	0.4098115546965456
Carrier_RPMI	FOS	0	0.2762861597089901
Carrier_RPMI	FOSL2	0	-0.039630949884671834
Carrier_RPMI	GATA2	0	0.27314996307675476
Carrier_RPMI	GATA3	0	-0.33138840518931145
Carrier_RPMI	JUN	0	0.6444245899696409
Carrier_RPMI	JUND	0	0.0038564278355684815
Carrier_RPMI	MAX	0	-0.5239180577461322
Carrier_RPMI	MEF2A	0	-0.045976277954543385
Carrier_RPMI	MYC	0	0.5490258645053653
Carrier_RPMI	NFIC	0	0.0852152032601858
Carrier_RPMI	PBX3	0	-0.26230091077338247
Carrier_RPMI	TCF12	0	0.19049659485627285
Carrier_RPMI	SPI1	0	0.04203779846289898
Carrier_RPMI	SPIB	0	0.16482354335518343
Carrier_RPMI	ETV6	0	-0.1311823643640541
Carrier_RPMI	CEBPB	1	0.4616941365227539
Carrier_RPMI	FOS	1	0.3732132438739791
Carrier_RPMI	FOSL2	1	-0.054733080513418915
Carrier_RPMI	GATA2	1	0.2005542590431739
Carrier_RPMI	GATA3	1	-0.23477610851808642
Carrier_RPMI	JUN	1	0.6650379229871646
Carrier_RPMI	JUND	1	-0.08959305717619603
Carrier_RPMI	MAX	1	-0.5554259043173864
Carrier_RPMI	MEF2A	1	0.08671236872812137
Carrier_RPMI	MYC	1	0.5501385647607935
Carrier_RPMI	NFIC	1	0.12248395565927657
Carrier_RPMI	PBX3	1	-0.27417590431738625
Carrier_RPMI	TCF12	1	0.10425175029171531
Carrier_RPMI	SPI1	1	0.06240883897316221
Carrier_RPMI	SPIB	1	0.09014002333722289
Carrier_RPMI	ETV6	1	-0.0730017502917153
Carrier_RPMI	CEBPB	2	0.5849135730435419
Carrier_RPMI	FOS	2	0.20071475457661736
Carrier_RPMI	FOSL2	2	0.024834074830428127
Carrier_RPMI	GATA2	2	0.05218437750711109
Carrier_RPMI	GATA3	2	-0.31181168404930354
Carrier_RPMI	JUN	2	0.6949894245496319
Carrier_RPMI	JUND	2	-0.10363941360951062
Carrier_RPMI	MAX	2	-0.5285901830646926
Carrier_RPMI	MEF2A	2	0.02993946466340895
Carrier_RPMI	MYC	2	0.5917329151775947
Carrier_RPMI	NFIC	2	0.046367879804536515
Carrier_RPMI	PBX3	2	-0.3478593829771717
Carrier_RPMI	TCF12	2	0.09614543067609951
Carrier_RPMI	SPI1	2	0.030140033549704622
Carrier_RPMI	SPIB	2	-0.00227919188972358
Carrier_RPMI	ETV6	2	-0.1520129822770039
Carrier_RPMI	CEBPB	3	0.540503824728075
Carrier_RPMI	FOS	3	0.2996781575660324
Carrier_RPMI	FOSL2	3	0.33476171807332167
Carrier_RPMI	GATA2	3	0.1337059290123175
Carrier_RPMI	GATA3	3	-0.24012363125792066
Carrier_RPMI	JUN	3	0.7018444397844656
Carrier_RPMI	JUND	3	0.16300908999735592
Carrier_RPMI	MAX	3	-0.5770096917424166
Carrier_RPMI	MEF2A	3	-0.16731247891612946
Carrier_RPMI	MYC	3	0.6450433529964168
Carrier_RPMI	NFIC	3	0.05197800895323711
Carrier_RPMI	PBX3	3	-0.4834109827590922
Carrier_RPMI	TCF12	3	0.4021753995678376
Carrier_RPMI	SPI1	3	0.1394863285345684
Carrier_RPMI	SPIB	3	-0.09758299067295154
Carrier_RPMI	ETV6	3	-0.2216336466662412
Carrier_RPMI	CEBPB	4	0.6218818380743982
Carrier_RPMI	FOS	4	0.11529905178701677
Carrier_RPMI	FOSL2	4	-0.03200218818380744
Carrier_RPMI	GATA2	4	0.286797957695113
Carrier_RPMI	GATA3	4	-0.1924325309992706
Carrier_RPMI	JUN	4	0.725237053245806
Carrier_RPMI	JUND	4	0.11438730853391685
Carrier_RPMI	MAX	4	-0.39064551422319477
Carrier_RPMI	MEF2A	4	-0.02955871626549963
Carrier_RPMI	MYC	4	0.6740882567469001
Carrier_RPMI	NFIC	4	0.15764040846097738
Carrier_RPMI	PBX3	4	-0.4033552151714077
Carrier_RPMI	TCF12	4	0.16053975200583517
Carrier_RPMI	SPI1	4	0.17060539752005838
Carrier_RPMI	SPIB	4	0.02955871626549963
Carrier_RPMI	ETV6	4	-0.20720277169948942
Carrier_RPMI	CEBPB	5	0.48945170760169937
Carrier_RPMI	FOS	5	0.20646208267235563
Carrier_RPMI	FOSL2	5	0.17825428951734953
Carrier_RPMI	GATA2	5	0.1978374633043415
Carrier_RPMI	GATA3	5	-0.24982221979103986
Carrier_RPMI	JUN	5	0.6255675291286035
Carrier_RPMI	JUND	5	0.13741042612548549
Carrier_RPMI	MAX	5	-0.5058986561639589
Carrier_RPMI	MEF2A	5	-0.16189851029301827
Carrier_RPMI	MYC	5	0.5249165800557957
Carrier_RPMI	NFIC	5	0.1493536093940886
Carrier_RPMI	PBX3	5	-0.36174169903178166
Carrier_RPMI	TCF12	5	0.3757088416023923
Carrier_RPMI	SPI1	5	0.04264901628284375
Carrier_RPMI	SPIB	5	0.1658187918239338
Carrier_RPMI	ETV6	5	-0.21676421785824995
Carrier_RPMI	CEBPB	6	0.5948286865666198
Carrier_RPMI	FOS	6	0.24705968162506153
Carrier_RPMI	FOSL2	6	0.28619098849401
Carrier_RPMI	GATA2	6	0.11037362557210845
Carrier_RPMI	GATA3	6	-0.3345854379022994
Carrier_RPMI	JUN	6	0.7227439324592914
Carrier_RPMI	JUND	6	0.026221257818055833
Carrier_RPMI	MAX	6	-0.5053336007731442
Carrier_RPMI	MEF2A	6	-0.019128024653088018
Carrier_RPMI	MYC	6	0.5536551120512025
Carrier_RPMI	NFIC	6	0.10406447730712423
Carrier_RPMI	PBX3	6	-0.40084972921719153
Carrier_RPMI	TCF12	6	0.2581098083550628
Carrier_RPMI	SPI1	6	0.07884611877974508
Carrier_RPMI	SPIB	6	0.08513703251217156
Carrier_RPMI	ETV6	6	-0.1755620794660929
Carrier_RPMI	CEBPB	7	0.5998030921820304
Carrier_RPMI	FOS	7	0.2299628063010502
Carrier_RPMI	FOSL2	7	0.12492707117852977
Carrier_RPMI	GATA2	7	0.19676196032672116
Carrier_RPMI	GATA3	7	-0.07291058926487749
Carrier_RPMI	JUN	7	0.79164235705951
Carrier_RPMI	JUND	7	0.0682978413068845
Carrier_RPMI	MAX	7	-0.5444865810968496
Carrier_RPMI	MEF2A	7	-0.20015315052508756
Carrier_RPMI	MYC	7	0.6885392357059511
Carrier_RPMI	NFIC	7	0.013400670945157529
Carrier_RPMI	PBX3	7	-0.4947308926487749
Carrier_RPMI	TCF12	7	0.03821470245040841
Carrier_RPMI	SPI1	7	-0.10611143523920656
Carrier_RPMI	SPIB	7	0.13511887397899652
Carrier_RPMI	ETV6	7	-0.3054076721120187
Carrier_RPMI	CEBPB	8	0.5313764813126709
Carrier_RPMI	FOS	8	0.16351868732907932
Carrier_RPMI	FOSL2	8	0.0653236098450319
Carrier_RPMI	GATA2	8	0.07901549680948039
Carrier_RPMI	GATA3	8	-0.3531267092069279
Carrier_RPMI	JUN	8	0.7461804922515952
Carrier_RPMI	JUND	8	-0.08441203281677301
Carrier_RPMI	MAX	8	-0.5828258887876024
Carrier_RPMI	MEF2A	8	0.006563354603463993
Carrier_RPMI	MYC	8	0.6522333637192341
Carrier_RPMI	NFIC	8	0.0011850501367365541
Carrier_RPMI	PBX3	8	-0.3984503190519598
Carrier_RPMI	TCF12	8	0.15907019143117593
Carrier_RPMI	SPI1	8	-0.007420237010027345
Carrier_RPMI	SPIB	8	0.08185961713764812
Carrier_RPMI	ETV6	8	-0.11890610756608931
Carrier_RPMI	CEBPB	9	0.6301854451961123
Carrier_RPMI	FOS	9	0.28679272806841594
Carrier_RPMI	FOSL2	9	0.15495705767582646
Carrier_RPMI	GATA2	9	0.17886252985904705
Carrier_RPMI	GATA3	9	-0.2568698601411353
Carrier_RPMI	JUN	9	0.7724330336791816
Carrier_RPMI	JUND	9	0.14731678853412591
Carrier_RPMI	MAX	9	-0.525610400977371
Carrier_RPMI	MEF2A	9	0.10734669316752064
Carrier_RPMI	MYC	9	0.5927681843875933
Carrier_RPMI	NFIC	9	0.16998231250341897
Carrier_RPMI	PBX3	9	-0.3386699731952371
Carrier_RPMI	TCF12	9	0.18923797888441132
Carrier_RPMI	SPI1	9	0.14129939279006584
Carrier_RPMI	SPIB	9	0.24000291752520922
Carrier_RPMI	ETV6	9	-0.13695957404131945
REF_LPS	CEBPB	0	0.2308797617909388
REF_LPS	FOS	0	0.15646674770874028
REF_LPS	FOSL2	0	0.07809815196754677
REF_LPS	GATA2	0	-0.20956660702334287
REF_LPS	GATA3	0	-0.23193421933263222
REF_LPS	JUN	0	-0.14941335555160973
REF_LPS	JUND	0	-0.31489762747053124
REF_LPS	MAX	0	-0.06988649556772705
REF_LPS	MEF2A	0	0.442241132039392
REF_LPS	MYC	0	-0.2780025405324192
REF_LPS	NFIC	0	0.33810662040894385
REF_LPS	PBX3	0	0.21456571920287387
REF_LPS	TCF12	0	0.11577998442899488
REF_LPS	SPI1	0	0.3145971343887015
REF_LPS	SPIB	0	-0.2634477483507028
REF_LPS	ETV6	0	0.47545927635802393
REF_LPS	CEBPB	1	0.19991148435813863
REF_LPS	FOS	1	0.06730193942142461
REF_LPS	FOSL2	1	-0.05911151058499551
REF_LPS	GATA2	1	-0.08200537104172527
REF_LPS	GATA3	1	-0.2217562705409562
REF_LPS	JUN	1	-0.4721735780809044
REF_LPS	JUND	1	-0.23753063214920894
REF_LPS	MAX	1	0.018132046760300186
REF_LPS	MEF2A	1	0.2806738116638482
REF_LPS	MYC	1	-0.17671710783336111
REF_LPS	NFIC	1	0.3361927892535454
REF_LPS	PBX3	1	0.21835770700776147
REF_LPS	TCF12	1	0.1404967257408404
REF_LPS	SPI1	1	0.3586877829290481
REF_LPS	SPIB	1	-0.25750129085311046
REF_LPS	ETV6	1	0.5497886825648773
REF_LPS	CEBPB	2	-0.05958173398718702
REF_LPS	FOS	2	-0.17617714153018155
REF_LPS	FOSL2	2	-0.3006788968268062
REF_LPS	GATA2	2	0.03249142841531548
REF_LPS	GATA3	2	-0.12268498914038276
REF_LPS	JUN	2	-0.18786454847214068
REF_LPS	JUND	2	-0.26834319122488287
REF_LPS	MAX	2	0.1128935757509528
REF_LPS	MEF2A	2	0.2895160298878523
REF_LPS	MYC	2	-0.04461048806808093
REF_LPS	NFIC	2	0.16121682352780475
REF_LPS	PBX3	2	-0.04975753684756923
REF_LPS	TCF12	2	-0.03739259906839511
REF_LPS	SPI1	2	-0.008340732443618782
REF_LPS	SPIB	2	-0.09402652751786034
REF_LPS	ETV6	2	0.2401710218968132
REF_LPS	CEBPB	3	0.11087678081162665
REF_LPS	FOS	3	0.0756307112319187
REF_LPS	FOSL2	3	-0.09908620289300789
REF_LPS	GATA2	3	-0.1581374383630875
REF_LPS	GATA3	3	-0.2782122905027932
REF_LPS	JUN	3	-0.18101924574176007
REF_LPS	JUND	3	-0.10941798363633878
REF_LPS	MAX	3	0.06781221401155563
REF_LPS	MEF2A	3	0.27356271598530274
REF_LPS	MYC	3	-0.14429798800726665
REF_LPS	NFIC	3	0.3172446763464506
REF_LPS	PBX3	3	0.1396047042111158
REF_LPS	TCF12	3	0.05641501960087965
REF_LPS	SPI1	3	0.2510906830940705
REF_LPS	SPIB	3	-0.0011501003947494226
REF_LPS	ETV6	3	0.35351245031484335
REF_LPS	CEBPB	4	0.2178070141890083
REF_LPS	FOS	4	0.13937135645170984
REF_LPS	FOSL2	4	0.04337017631085784
REF_LPS	GATA2	4	-0.13963360997437566
REF_LPS	GATA3	4	-0.2328319555917368
REF_LPS	JUN	4	-0.08839036436848804
REF_LPS	JUND	4	-0.26319326445535957
REF_LPS	MAX	4	-0.10088565200050265
REF_LPS	MEF2A	4	0.5576001617230056
REF_LPS	MYC	4	-0.243453223259702
REF_LPS	NFIC	4	0.2141518557168536
REF_LPS	PBX3	4	0.19273448469914603
REF_LPS	TCF12	4	-0.061465669374798526
REF_LPS	SPI1	4	0.25948346983264947
REF_LPS	SPIB	4	-0.2951007763796994
REF_LPS	ETV6	4	0.4402307830999459
REF_LPS	CEBPB	5	0.27725398807198337
REF_LPS	FOS	5	0.04474235647995104
REF_LPS	FOSL2	5	0.0954214010365299
REF_LPS	GATA2	5	-0.3035743069538206
REF_LPS	GATA3	5	-0.3559854547044087
REF_LPS	JUN	5	-0.11422318996582237
REF_LPS	JUND	5	-0.1338336579888479
REF_LPS	MAX	5	-0.004931303257392174
REF_LPS	MEF2A	5	0.4530269459523699
REF_LPS	MYC	5	-0.2345415253982608
REF_LPS	NFIC	5	0.3561876244778419
REF_LPS	PBX3	5	0.28757011056500986
REF_LPS	TCF12	5	0.060648200006010455
REF_LPS	SPI1	5	0.31662245341216133
REF_LPS	SPIB	5	0.005188113510131711
REF_LPS	ETV6	5	0.5878250084009737
REF_LPS	CEBPB	6	0.08724516837601701
REF_LPS	FOS	6	-0.012835153786889457
REF_LPS	FOSL2	6	-0.1434980028741128
REF_LPS	GATA2	6	-0.13577177577549138
REF_LPS	GATA3	6	-0.19941752771661034
REF_LPS	JUN	6	-0.1753809838645342
REF_LPS	JUND	6	-0.25393278073142345
REF_LPS	MAX	6	-0.03876227371826046
REF_LPS	MEF2A	6	0.4133149011272424
REF_LPS	MYC	6	-0.12838978651789765
REF_LPS	NFIC	6	0.21455306453639905
REF_LPS	PBX3	6	0.08951276685262798
REF_LPS	TCF12	6	0.2086573084972106
REF_LPS	SPI1	6	0.154628359734008
REF_LPS	SPIB	6	-0.16802085097779942
REF_LPS	ETV6	6	0.32762699917492205
REF_LPS	CEBPB	7	-0.09053902685572221
REF_LPS	FOS	7	-0.21817337376717755
REF_LPS	FOSL2	7	-0.2973745321421741
REF_LPS	GATA2	7	-0.10300248613501624
REF_LPS	GATA3	7	-0.10020490123760346
REF_LPS	JUN	7	-0.18148785618665136
REF_LPS	JUND	7	-0.37284922000928883
REF_LPS	MAX	7	-0.044990847744720376
REF_LPS	MEF2A	7	0.27624511652050376
REF_LPS	MYC	7	-0.1582493238259159
REF_LPS	NFIC	7	0.14738682621643034
REF_LPS	PBX3	7	-0.022927082479578174
REF_LPS	TCF12	7	-0.07032756877851541
REF_LPS	SPI1	7	-0.007409228751741659
REF_LPS	SPIB	7	-0.2127257328634265
REF_LPS	ETV6	7	0.30960850203535223
REF_LPS	CEBPB	8	0.09719259042743543
REF_LPS	FOS	8	-0.12169083801599162
REF_LPS	FOSL2	8	-0.13934880773191796
REF_LPS	GATA2	8	-0.004182294498001732
REF_LPS	GATA3	8	-0.2528854007599702
REF_LPS	JUN	8	-0.22119721253213212
REF_LPS	JUND	8	-0.20199307776991643
REF_LPS	MAX	8	0.09036870299699237
REF_LPS	MEF2A	8	0.40254652836775784
REF_LPS	MYC	8	-0.10738198198690406
REF_LPS	NFIC	8	0.1544116241015989
REF_LPS	PBX3	8	0.08144683896663726
REF_LPS	TCF12	8	0.04711978954672233
REF_LPS	SPI1	8	0.1369011683653539
REF_LPS	SPIB	8	-0.06266339222054979
REF_LPS	ETV6	8	0.40054143094023775
REF_LPS	CEBPB	9	0.14328331298097804
REF_LPS	FOS	9	0.06945207088629726
REF_LPS	FOSL2	9	-0.1204395015995039
REF_LPS	GATA2	9	0.06831561722273673
REF_LPS	GATA3	9	-0.1697987438908786
REF_LPS	JUN	9	-0.16376133380321323
REF_LPS	JUND	9	-0.2920494685166821
REF_LPS	MAX	9	-0.06212522298805358
REF_LPS	MEF2A	9	0.40329626199627916
REF_LPS	MYC	9	-0.020737547500211718
REF_LPS	NFIC	9	0.2195240553911887
REF_LPS	PBX3	9	0.17796700459772
REF_LPS	TCF12	9	0.027037216125621835
REF_LPS	SPI1	9	0.20056494860005844
REF_LPS	SPIB	9	-0.1978440162709568
REF_LPS	ETV6	9	0.37187441094273743
Carrier_LPS	CEBPB	0	0.20102600377479482
Carrier_LPS	FOS	0	-0.050463916333094244
Carrier_LPS	FOSL2	0	-0.01392575355415773
Carrier_LPS	GATA2	0	-0.13770068058691118
Carrier_LPS	GATA3	0	-0.2797876595280515
Carrier_LPS	JUN	0	-0.016735364406527554
Carrier_LPS	JUND	0	0.12935778906763892
Carrier_LPS	MAX	0	0.0720417276792945
Carrier_LPS	MEF2A	0	0.5136861102755732
Carrier_LPS	MYC	0	-0.1617641711813257
Carrier_LPS	NFIC	0	0.25012477977609054
Carrier_LPS	PBX3	0	-0.02895221347753799
Carrier_LPS	TCF12	0	-0.13217401076907315
Carrier_LPS	SPI1	0	0.22692069956004804
Carrier_LPS	SPIB	0	0.20712120661217126
Carrier_LPS	ETV6	0	0.27925879160289957
Carrier_LPS	CEBPB	1	0.20110799295274173
Carrier_LPS	FOS	1	-0.01615382326983529
Carrier_LPS	FOSL2	1	0.057815944917677324
Carrier_LPS	GATA2	1	-0.1191125478879711
Carrier_LPS	GATA3	1	-0.20264173021429355
Carrier_LPS	JUN	1	0.04746982933867498
Carrier_LPS	JUND	1	-0.02682387473597573
Carrier_LPS	MAX	1	-0.03258200040326713
Carrier_LPS	MEF2A	1	0.3954166377438197
Carrier_LPS	MYC	1	-0.2331181473511631
Carrier_LPS	NFIC	1	0.22456359555612854
Carrier_LPS	PBX3	1	-0.0687372119697616
Carrier_LPS	TCF12	1	-0.2644870409117804
Carrier_LPS	SPI1	1	0.25675885617577165
Carrier_LPS	SPIB	1	-0.04308016752113022
Carrier_LPS	ETV6	1	0.31767202483067747
Carrier_LPS	CEBPB	2	0.26808566895822317
Carrier_LPS	FOS	2	-0.02127181385510312
Carrier_LPS	FOSL2	2	0.10826943416181914
Carrier_LPS	GATA2	2	-0.21071523003701745
Carrier_LPS	GATA3	2	-0.1348955579058699
Carrier_LPS	JUN	2	0.14749471179270227
Carrier_LPS	JUND	2	0.21465494447382336
Carrier_LPS	MAX	2	0.06719989423585404
Carrier_LPS	MEF2A	2	0.4117332099418297
Carrier_LPS	MYC	2	-0.2203067160232681
Carrier_LPS	NFIC	2	0.26294288736118454
Carrier_LPS	PBX3	2	-0.14711131676361713
Carrier_LPS	TCF12	2	-0.056292966684294024
Carrier_LPS	SPI1	2	0.3321456901110523
Carrier_LPS	SPIB	2	0.06430460074034902
Carrier_LPS	ETV6	2	0.32385642517186675
Carrier_LPS	CEBPB	3	0.16298179101813628
Carrier_LPS	FOS	3	-0.13164740218745768
Carrier_LPS	FOSL2	3	0.03291763484860004
Carrier_LPS	GATA2	3	-0.3527663836215018
Carrier_LPS	GATA3	3	-0.30267102527574596
Carrier_LPS	JUN	3	-0.16385439425139572
Carrier_LPS	JUND	3	-0.06717392238458667
Carrier_LPS	MAX	3	-0.0479303768389948
Carrier_LPS	MEF2A	3	0.4677252489728734
Carrier_LPS	MYC	3	-0.24544279656115003
Carrier_LPS	NFIC	3	0.19340391283222555
Carrier_LPS	PBX3	3	0.02936111561001247
Carrier_LPS	TCF12	3	-0.1528543050078832
Carrier_LPS	SPI1	3	0.24006174328938373
Carrier_LPS	SPIB	3	0.07271363078967288
Carrier_LPS	ETV6	3	0.33949884809762587
Carrier_LPS	CEBPB	4	0.16393274655684714
Carrier_LPS	FOS	4	-0.20397809338405656
Carrier_LPS	FOSL2	4	-0.029049071745158767
Carrier_LPS	GATA2	4	-0.21006620240153095
Carrier_LPS	GATA3	4	-0.2477714942969424
Carrier_LPS	JUN	4	-0.056224116447479315
Carrier_LPS	JUND	4	-0.0365517902411777
Carrier_LPS	MAX	4	0.07478590810987681
Carrier_LPS	MEF2A	4	0.4275128322927581
Carrier_LPS	MYC	4	-0.20539931318726717
Carrier_LPS	NFIC	4	0.14077016892684682
Carrier_LPS	PBX3	4	-0.14862323463016885
Carrier_LPS	TCF12	4	-0.13343270854748032
Carrier_LPS	SPI1	4	0.19424108515089716
Carrier_LPS	SPIB	4	0.03072809421034714
Carrier_LPS	ETV6	4	0.24422174995124885
Carrier_LPS	CEBPB	5	0.20321172033307222
Carrier_LPS	FOS	5	-0.043300045947831045
Carrier_LPS	FOSL2	5	-0.035221161124829356
Carrier_LPS	GATA2	5	-0.1851168694651871
Carrier_LPS	GATA3	5	-0.25432950875488
