gene,p_value,slope,p_value_adj,neg_log10_adj_pval,ctrl,condition,comparison,age_group,dataset,cell_type,direction
ZBTB7A,1.3683724093797242e-26,1.4899427401232896,1.1658532927915252e-25,24.933356096352064,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZBTB7B,2.3474066260783573e-22,1.0104134495844157,6.369396322989684e-22,21.195901727165143,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZEB1,0.0088517038754458,0.6580829029872546,0.0097943528595842,2.0090242537781022,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZEB2,8.010622441452397e-24,1.6414136618239832,2.867668201730018e-23,22.54247109934097,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZFP91,1.0824621040311924e-26,0.854371290980179,9.410792986067104e-26,25.02637377987104,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZFX,1.4191035595345467e-16,0.8970766969736221,2.4878111784432794e-16,15.604182585103434,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZFY,1.405450843424605e-12,0.5948112328188513,2.1231278698541906e-12,11.673023848745098,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZGPAT,3.0461170024254604e-21,0.8383907855111725,7.290145185580035e-21,20.137263822481973,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZHX2,0.0185209135961614,0.3141368780667113,0.0202305363896532,1.6939926022525127,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZKSCAN1,0.0255560677295269,0.1424151943878715,0.0277019970808613,1.5574889208296328,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZMAT1,5.074185746798902e-10,-0.3647921046235527,7.06406251024945e-10,9.150945466319463,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF10,3.6774420495073947e-08,-1.0941495694644754,4.9263846323589635e-08,7.307471683201374,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF101,1.487820119115776e-08,-1.1025431887000128,2.005732185896584e-08,7.6977270563365705,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF107,0.4400054091366233,0.0779399045974726,0.4505824622408691,0.34622571607477315,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF131,0.014808737588057,0.2216569902613984,0.0162172807519596,1.790021964762481,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF14,0.1631315716608637,0.0265341908891825,0.1699121015342982,0.7697756885682425,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF141,6.262874844329841e-17,-0.7368391822270892,1.1257319340440981e-16,15.9485650139479,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF142,9.360569168904435e-25,0.6309640251836033,4.1974762799508325e-24,23.37701174939255,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF143,3.143411372755372e-29,0.605350703160771,1.2173574952670804e-27,26.914581865958418,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF146,4.057625106237251e-25,0.4938105958963055,1.9642594264284872e-24,23.706801154010456,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF148,0.4733936462677659,0.0506770521801209,0.4824538117465748,0.3165442579963763,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF165,0.470301897246171,0.1261343137546191,0.4804522979061603,0.3183497251328671,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF207,2.413709829823189e-12,0.9745824867187274,3.5952461101562187e-12,11.444271374926618,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF217,1.85422349266193e-12,1.3151736348120728,2.781335238992895e-12,11.555746661739892,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF22,0.00100060162536,-0.3485435154501246,0.0011583051424005,2.9361770155623548,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF224,2.665112607367289e-25,0.5660408806581865,1.4191724634230816e-24,23.847964824160762,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF236,8.774092607147227e-26,0.914830129324688,5.663277955522302e-25,24.24693212253608,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF24,5.5401408935776335e-05,0.1646532222146692,6.840869625113251e-05,4.164888686381976,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF250,0.0003224606427565,0.2637895503210649,0.0003815784272619,3.418416186342025,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF266,1.675422642743592e-28,0.6286411506762608,3.965166921159834e-27,26.401738525518446,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF267,6.2054951168559484e-24,1.7319808444026608,2.318083815880056e-23,22.634870865129923,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF274,0.0738051371527937,-0.0871995128534398,0.077824228779926,1.108885174381805,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF276,5.234529662623988e-29,0.7839528563268354,1.4866064241852128e-27,26.827803994779295,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF277,5.570723420993506e-08,0.2410455921585725,7.416025554197605e-08,7.129828782365732,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF280D,2.1586178029856383e-16,0.6191749313185326,3.6930569641441046e-16,15.432613993453096,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF281,1.333746949737772e-27,0.617983786309642,1.832826453510616e-26,25.73687865552382,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF292,0.0066320808880808,0.9243564826780624,0.0073766748259071,2.1321393604248757,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF302,1.257098399433558e-17,-0.786495437954462,2.3487891147311216e-17,16.629155974461213,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF318,1.7171748490759458e-25,0.6493492633321676,9.885357914950715e-25,24.00500760175,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF32,0.3756379958097453,-0.0006772551613112,0.3855946655781964,0.41386898287599727,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF326,0.0515618415601106,0.3140782668662434,0.054504576934509,1.2635670270088544,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF331,0.2698193545547884,-0.5948568875789917,0.2796667762538683,0.5533591237129849,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF335,9.656354970934307e-24,1.3767212625546217,3.371809194768864e-23,22.47213700937457,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF33A,0.9060986005235486,-0.1147788125622764,0.9082305972306628,0.04180387131348893,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF33B,1.876636696653392e-12,0.2606937450859692,2.805078009734544e-12,11.552055056430582,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF350,7.6121963070643e-24,0.6784718967539254,2.748131887126603e-23,22.560962428644196,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF365,2.9094130493220287e-25,2.3540010138073355,1.5114755597697372e-24,23.820598870876474,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF37A,1.8614330842049867e-05,0.1787742515117547,2.332266158445072e-05,4.632221889355511,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF394,6.3273895892364425e-06,0.5838368157615204,8.022226086353347e-06,5.095705102679467,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF407,1.6144005578825654e-10,0.8608049918870009,2.277267012112493e-10,9.642586044883997,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF410,2.2633707787902388e-26,1.2545624172761052,1.6915718452011259e-25,24.771709551933476,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF428,8.514686271852954e-20,0.9348435435529368,1.831947652428969e-19,18.737086940376713,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF430,4.979715293341455e-12,0.5716355606172625,7.315030051598138e-12,11.135783885366909,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF431,2.74213189956834e-05,-0.3699364735369735,3.4056798519420204e-05,4.467796179940613,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF439,4.171337906543093e-12,-0.5553376199481797,6.148754145977015e-12,11.211212871596778,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF44,4.025150013502061e-18,0.4032732121204931,7.758886451365963e-18,17.110200603835747,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF451,0.0020044449339102,0.6449967431355317,0.0022954127468972,2.6391392109621163,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF460,9.621711870576878e-23,0.7156551829713127,2.7325661712438334e-22,21.5634293124677,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF480,1.5265718218736148e-30,0.6850474355170615,1.30063919223632e-28,27.8858431635101,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF493,6.54817894654019e-10,-0.3709651621070111,9.056896854630263e-10,9.043020578234936,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF506,7.688035173659446e-12,-0.6708293392643987,1.125464942948084e-11,10.948668028270141,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF507,4.05594961280937e-15,0.5852156036029825,6.749353652565593e-15,14.170737815104456,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF511,5.365256878313156e-25,1.1603931360912654,2.5116477254520926e-24,23.600041273223354,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF524,7.06645401844523e-19,0.871180923549634,1.4266869250510273e-18,17.84567131885457,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF580,1.435864393316574e-19,0.4598854244537778,3.0281100571923787e-19,18.51882834437582,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF581,0.0100464683488249,0.1929903691331649,0.0110589031436677,1.9562879455697602,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF592,2.066619269045653e-23,1.1144109999703211,6.669544004647336e-23,22.175903857692916,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF600,2.032093553541505e-23,0.533344371288095,6.659014260066779e-23,22.17659005507867,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF609,9.3058301618134e-13,-1.0458945795107102,1.4260013125656505e-12,11.845880074736778,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF639,1.0873487620992129e-17,0.5722776842166173,2.049604303779933e-17,16.68832997566247,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF644,0.0224251769507014,0.629502434885325,0.0244325457314547,1.6120312796691039,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF652,2.0415024142696958e-16,0.6958776816134975,3.506774308382623e-16,15.455092183869876,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF654,6.857134652491714e-19,0.3337573685938961,1.3910187437911765e-18,17.856667017908578,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF655,9.75654954135525e-28,1.3615471859556387,1.385430034872445e-26,25.85841540148482,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF664,1.4443277075443126e-26,0.5988941619760908,1.1832376988728406e-25,24.92692800183095,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF683,2.445468094074689e-23,1.7695701362275995,7.716810430191241e-23,22.11256216842092,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF688,2.223138777197064e-26,0.6386208602133063,1.6911734269391947e-25,24.771811853963058,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF706,1.6068836490817642e-13,1.7400821953523895,2.535305312995672e-13,12.595969733464743,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF708,0.0406417644829765,-0.2845354177250683,0.0433919590720501,1.3625907417819583,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF721,0.0009315075963835,-0.346842415444965,0.0010812594987994,2.9660700642595743,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF75A,0.2891558229060871,0.0354625132572872,0.2989815062087211,0.524355674551499,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF766,1.750538925370824e-11,0.2452521587921721,2.52789688884058e-11,10.597240644598843,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF770,0.0002797493557578,0.1894487591233558,0.0003328861048962,3.4777043324878187,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF791,1.1862699124757575e-17,0.8066516562372907,2.2262157828840206e-17,16.652432742618586,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF800,0.0004603007499936,0.703034425372167,0.0005416798881141,3.2662572889156865,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF821,1.7719610578861075e-28,1.462324915100897,3.9729232139972726e-27,26.40088982861681,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF83,0.2147234446570753,0.033389517696429,0.223102896155888,0.6514947919915678,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF830,2.066619269045653e-23,0.581719776205806,6.669544004647336e-23,22.175903857692916,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF831,2.658527041497596e-20,1.80125739180498,5.929489631821865e-20,19.22698268599868,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZNF844,8.164344461922585e-08,-0.4094484193461412,1.0767835110770965e-07,6.967871603475836,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF91,2.5846988248451256e-05,-0.9756314592602796,3.219537132701823e-05,4.492206561584592,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZNF92,5.5072539449497194e-24,1.1385588144994545,2.113594757250973e-23,22.674978276990995,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ZSCAN18,1.894296779555218e-18,-0.894536882495772,3.7187577331360505e-18,17.429602113813473,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Decrease in SLE
ZXDC,1.4160215293582658e-28,0.6298116577515138,3.5483833618036545e-27,26.449969465807108,healthy,SLE,SLE,Both age groups,perez_sle,CD4T,Increase in SLE
ADNP,3.022787459320777e-08,-0.3443016092701096,4.1272674925341385e-08,7.38433738312964,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
ADNP2,2.688662370140264e-18,0.5810882793154306,6.5077850549985924e-18,17.186566799768617,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
AEBP1,1.7100228570157268e-15,-0.8264235716547508,3.195042706529385e-15,14.495523332470809,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
AEBP2,2.857078479174935e-21,1.576674504638483,1.1482221057816248e-20,19.939974096271254,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
AHCTF1,3.7025642173743764e-13,1.3651513619677402,6.137324344752855e-13,12.212020924554714,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
AHR,9.680275674080708e-19,2.4124188099836203,2.411577448630632e-18,17.617698786003015,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
AIRE,2.7796083980608883e-20,1.656770516358124,8.970554375560138e-20,19.047180716955125,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
AKAP8,8.084396016750615e-17,0.9953502413256494,1.704927080760278e-16,15.768294190924065,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
AKAP8L,1.1191407429765322e-19,0.7246497907902167,3.243224193931992e-19,18.489023028871845,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
AKNA,0.0034113618071903,0.7218700602962009,0.0040144754968593,2.3963711885421475,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ANKZF1,0.0503447731148105,-0.1671654718963471,0.0562910061598669,1.2495609885795769,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
ARHGAP35,9.451782964159552e-21,2.36546990772428,3.300376674370467e-20,19.48143649095089,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ARID2,1.483751955066688e-09,1.269583372928345,2.164651824857566e-09,8.66461194813428,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ARID3B,1.7555288449249763e-22,0.7239169431312629,1.2464254798967333e-21,20.904333681570222,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ARID5A,0.1080720078886054,0.3294783192384152,0.1192711796905334,0.9234644851936157,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ARID5B,4.4538701398639416e-21,2.907807153834685,1.664340947001789e-20,19.778757701943164,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ARNT,5.621767396521561e-23,0.6670620312142237,5.747881149751519e-22,21.24049222045095,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ASH1L,0.0403625647831374,-0.6957741674315905,0.0454879698349643,1.3421034456529493,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
ATF1,1.9481536409048578e-17,0.5377255910847776,4.300069694432485e-17,16.366524505429215,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ATF2,2.5063108906423275e-21,1.1983700696917057,1.0365907178773122e-20,19.98439268435691,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ATF3,6.08882796063213e-18,1.320140920027597,1.4251872039721358e-17,16.846128085611817,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ATF4,8.436541775316363e-13,1.5684092625056891,1.3822949216479885e-12,11.859399287511975,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ATF6,0.7918222300489881,0.0671085303002032,0.8012262945388811,0.0962448065255468,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ATF6B,1.2867769660933561e-08,0.5676280641185798,1.809131972131253e-08,7.742529751173451,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ATF7,9.940944691861532e-24,0.9844371036351464,2.1174212193665064e-22,21.674192739028367,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
BACH1,1.0925691239546274e-12,1.362829583370777,1.7630092681995129e-12,11.753745404593857,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
BACH2,2.092316181759995e-19,-3.413561160430577,5.713632650190755e-19,18.24308768539598,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
BATF,3.8551287114211244e-24,4.581717588394403,1.094856554043599e-22,21.960642777507154,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
BAZ2A,0.2039093697027973,0.473041779329721,0.2171634787334792,0.6632132100139021,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
BAZ2B,2.776218920639773e-15,1.7196813441379497,5.14204026170671e-15,14.288864527193624,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
BBX,0.2916939778372552,0.4056188933906242,0.3083415249594807,0.510967984042976,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
BCL11B,8.269987482126594e-13,-2.070438626625214,1.3602373233150304e-12,11.86638531279569,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
BHLHE40,5.1300081654909925e-22,3.1103448876134707,2.632992142770076e-21,20.579550436889637,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
BPTF,0.9683640778312164,0.1586189800236255,0.9683640778312164,0.013961329400728808,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CAMTA1,2.0213260356457462e-24,2.2941727617223435,6.150606365607771e-23,22.211082066621962,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CC2D1A,7.774469951919998e-26,1.1673703422903206,6.380675178116591e-24,23.195133363502073,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CDC5L,2.3845499421333088e-20,1.5437764073035414,7.813986733452227e-20,19.10712733045362,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CEBPB,1.1860402371772809e-17,0.9922625635327352,2.701888454746105e-17,16.5683325844362,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CEBPD,2.4298252767658153e-16,1.234780331678581,4.88257343350112e-16,15.311351216237856,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CEBPG,8.986866448051537e-26,1.369186077555108,6.380675178116591e-24,23.195133363502073,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CEBPZ,1.002387170388043e-09,0.5511327925620808,1.4775672477000215e-09,8.83045274419261,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CENPS,1.1860402371772809e-17,1.7799329544008329,2.701888454746105e-17,16.5683325844362,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CENPX,4.692028391061873e-21,2.45119803714292,1.708379568027656e-20,19.76741563131329,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CGGBP1,0.151400228302204,-0.2269322687367743,0.1636966935450226,0.7859600926690216,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
CHCHD3,3.8991631543449457e-25,1.9941053289226884,1.845603893056608e-23,22.733861502399392,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CLOCK,4.692028391061873e-21,1.5212360360450743,1.708379568027656e-20,19.76741563131329,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CREB1,4.531396910495725e-13,0.670023723417529,7.482073968492941e-13,12.12597800264015,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CREB3,2.641188988362429e-21,1.1744528755199863,1.081871643309995e-20,19.965824262250624,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CREB3L2,8.455592586967362e-23,2.3014828171091706,7.204164884096192e-22,21.142416355897804,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CREBL2,5.664318905417215e-20,0.8484057288100413,1.6992956716251642e-19,18.769731048804122,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CREBZF,4.077066445415343e-06,-0.5577477024024018,5.20009073576927e-06,5.283989078345949,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
CREM,1.5349453923508592e-09,1.5205461998560337,2.2316953486056864e-09,8.651365091746033,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CSRNP1,1.073440439019993e-09,2.0520672088425407,1.5714282715550412e-09,8.803705437731852,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CTCF,1.1880409165652988e-14,1.2589142742132586,2.126493405280745e-14,13.672335959789658,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CUX1,0.0191456100912475,0.2647424180270419,0.021924811556106,1.6590641307096994,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
CXXC1,3.484347610755196e-13,0.397406752744295,5.798172196022319e-13,12.236708890969325,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DBP,1.2708221062259917e-07,0.2547355576668655,1.676068784062763e-07,6.775708162360919,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DDIT3,0.0067446065141158,0.6623657136015044,0.0078502797131512,2.105114868641516,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DEAF1,1.3855346598607497e-12,0.3545671743927832,2.2189389665439075e-12,11.65385464317481,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DMTF1,0.0683035434112569,0.5869452177392649,0.0757742434718631,1.1204783909238558,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DNMT1,1.3687318847138569e-21,2.446250086604344,5.9497937029398275e-21,20.225498092292977,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DNTTIP1,4.772673183048393e-23,1.2742331867768462,5.082896939946538e-22,21.293888695897586,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DR1,4.5188947843777817e-23,2.7026994252046084,5.065918889855092e-22,21.295341767954543,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
DRAP1,4.863803082449659e-19,3.1135060453044474,1.2634025080021677e-18,17.89845826531531,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
E2F2,2.2978304617280773e-22,2.0810486637368992,1.4831451162063045e-21,20.828816353972073,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
E2F3,1.3703442879835334e-15,0.5006569597197771,2.6061011905401122e-15,14.584008725369406,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
E2F4,6.019088186564188e-22,1.0944278516528456,2.9815483342748186e-21,20.525558145855825,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
EEA1,2.7273201326428722e-14,-1.4025502467173343,4.8009850268837344e-14,13.318669648488637,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
EGR1,0.0021983659423296,0.4455278980503756,0.0026013996984233,2.584792914438731,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ELF1,1.073440439019993e-09,1.2442389859815428,1.5714282715550412e-09,8.803705437731852,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ELF2,0.000500442472642,0.5852764952199982,0.0006056491288224,3.2177789031396395,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ELF4,4.489373473164144e-22,1.6222524286500857,2.420852024769526e-21,20.61603175611387,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ELK3,1.978952523789778e-21,2.329200192932688,8.430337751344453e-21,20.07415502554053,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
ELK4,0.1727286475852624,-0.0943132677633271,0.1858141511902065,0.730921214186357,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Decrease in SLE
EOMES,1.575538728762298e-17,1.2706137506006172,3.495726554441348e-17,16.45646254644433,healthy,SLE,SLE,Younger than 50,perez_sle,CD4T,Increase in SLE
