gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
BATF,5.761331278611074e-12,0.3762955191233851,313,4.0905452078138626e-10,healthy,aging,abf300,Tem_Effector_CD4,3.7009314946479e-20,5.29025543064118e-19,18.27652335831645,Increase in aging
BAZ2A,0.12751464611861957,-0.08632474120269337,313,0.21386314663988953,healthy,aging,abf300,Tem_Effector_CD4,0.0001966473851195,0.0003878323428747,3.4113559762106265,Inconsistent
BAZ2B,0.8203244508606538,0.012889051606680146,313,0.8999777852160498,healthy,aging,abf300,Tem_Effector_CD4,0.442636219575318,0.445775483543937,0.35088382023076264,Inconsistent
BBX,0.13852841398329085,-0.08391565316662626,313,0.22610384811065865,healthy,aging,abf300,Tem_Effector_CD4,1.35347438500592e-07,4.00402838897585e-07,6.39750285198896,Inconsistent
BCL11B,0.004245362517492466,-0.16120553130002957,313,0.010894725496697533,healthy,aging,abf300,Tem_Effector_CD4,6.91737058251657e-06,1.61027315199566e-05,4.793100447979114,Inconsistent
BHLHE40,0.07948062715147217,-0.09927760193350074,313,0.14166839818630603,healthy,aging,abf300,Tem_Effector_CD4,2.99075456082003e-06,7.23898547107576e-06,5.140322295016524,Inconsistent
BPTF,0.8096100939387025,0.013672181378560591,313,0.8911987080565563,healthy,aging,abf300,Tem_Effector_CD4,0.0015318271680539,0.0025792821090552,2.588501154292657,Inconsistent
CAMTA1,0.00028858889479714523,0.20358046599228483,313,0.001193581254209552,healthy,aging,abf300,Tem_Effector_CD4,4.00286059146462e-14,2.4360265885199e-13,12.613317975815658,Increase in aging
CC2D1A,0.024522097215760864,0.12710503499229675,313,0.04913136711372988,healthy,aging,abf300,Tem_Effector_CD4,1.78391354168306e-06,4.47027746327638e-06,5.349665520038055,Inconsistent
CDC5L,3.1475651654968378e-09,0.3268925770356939,313,5.829838089137621e-08,healthy,aging,abf300,Tem_Effector_CD4,1.57513780599366e-24,4.4733913690219905e-23,22.34936310451653,Inconsistent
CEBPB,0.15356848765283443,-0.0808524237415003,313,0.24594051030115588,healthy,aging,abf300,Tem_Effector_CD4,4.06383276929954e-07,1.13149853576575e-06,5.946346003714791,Inconsistent
CEBPD,0.7139854199652945,0.020797272594754525,313,0.8249541684924797,healthy,aging,abf300,Tem_Effector_CD4,6.90154698743081e-13,3.6750737708069e-12,11.434733938774942,Inconsistent
CEBPG,0.002056941177750373,0.17356884269994372,313,0.005880919071957443,healthy,aging,abf300,Tem_Effector_CD4,1.43095243616696e-07,4.17524477950086e-07,6.379318058319238,Inconsistent
CEBPZ,0.026043860358779893,-0.12579910101629413,313,0.051603183780652255,healthy,aging,abf300,Tem_Effector_CD4,0.0135951288843846,0.0174443521227344,1.758345155464728,Inconsistent
CENPS,0.01996115701816768,0.13148868267313515,313,0.04107948255912769,healthy,aging,abf300,Tem_Effector_CD4,0.0044375002779454,0.0065185348910509,2.185850005530795,Inconsistent
CENPX,7.992413666065379e-08,0.2976642792487429,313,6.927477955410447e-07,healthy,aging,abf300,Tem_Effector_CD4,1.45012137854699e-13,8.02274944494831e-13,12.095676770850666,Increase in aging
CGGBP1,0.15035255076006018,-0.08148757898012866,313,0.2426143432719153,healthy,aging,abf300,Tem_Effector_CD4,0.0021645637642422,0.0034928188013908,2.4568239438777497,Inconsistent
CHCHD3,7.504404483310904e-09,0.3193460715733469,313,9.375302917928674e-08,healthy,aging,abf300,Tem_Effector_CD4,1.62628015481115e-20,2.47426909267696e-19,18.606553069820254,Increase in aging
CLOCK,0.20206704937219724,0.07230082670739467,313,0.3052502235197022,healthy,aging,abf300,Tem_Effector_CD4,0.0219369244417448,0.0269312098333812,1.5697441362966418,Inconsistent
CREB1,0.5462902310086946,0.03422909322353527,313,0.67066178216053,healthy,aging,abf300,Tem_Effector_CD4,2.47500364294448e-05,5.57857963965264e-05,4.253476362564768,Inconsistent
CREB3,5.334950138402662e-11,0.35981045147846763,313,2.272688758959534e-09,healthy,aging,abf300,Tem_Effector_CD4,4.3312239487178804e-24,1.15318837634614e-22,21.938099743767502,Increase in aging
CREB3L2,1.665145793776706e-05,0.24074282159057647,313,8.34531891939855e-05,healthy,aging,abf300,Tem_Effector_CD4,3.6972545443848804e-14,2.29488636108177e-13,12.639238815127605,Increase in aging
CREBL2,0.004434085139500912,0.16043629860733022,313,0.011243573032305883,healthy,aging,abf300,Tem_Effector_CD4,8.24904790210906e-18,8.36689144356776e-17,16.07743586574183,Inconsistent
CREBZF,0.6515871903418118,-0.02562190787270531,313,0.7646725704837791,healthy,aging,abf300,Tem_Effector_CD4,5.4904311501950695e-12,2.4882166701947897e-11,10.604111804619127,Inconsistent
CREM,0.0056701321051554985,-0.15602446530111047,313,0.013517708341723179,healthy,aging,abf300,Tem_Effector_CD4,0.0130853051952402,0.0169432827148095,1.7710024424817485,Inconsistent
CSRNP1,0.005493046207070144,-0.15659992181931306,313,0.013311918342598228,healthy,aging,abf300,Tem_Effector_CD4,0.0042531511141642,0.0063351131980208,2.1982456205853422,Inconsistent
CTCF,0.0013234304962310582,0.1807144859346449,313,0.004474455487257388,healthy,aging,abf300,Tem_Effector_CD4,1.93302401845172e-12,9.687861551299209e-12,11.0137720762994,Inconsistent
CUX1,0.521186665347041,-0.03639429730664986,313,0.6473047213931179,healthy,aging,abf300,Tem_Effector_CD4,0.0017936051712092,0.0029846711052154,2.525103518825981,Inconsistent
CXXC1,0.29320612646604843,0.05959811340184679,313,0.4108743745872916,healthy,aging,abf300,Tem_Effector_CD4,7.39360337929812e-10,2.8633409450736304e-09,8.543126936383503,Inconsistent
DBP,0.0003193522022432812,0.20213653989201935,313,0.001283434322222998,healthy,aging,abf300,Tem_Effector_CD4,2.58667450588918e-05,5.79959652373048e-05,4.236602219128883,Inconsistent
DDIT3,0.0025692675325504006,-0.16986086709421935,313,0.007043283600458561,healthy,aging,abf300,Tem_Effector_CD4,0.0107261032666238,0.0142346417183232,1.8466534594417459,Inconsistent
DEAF1,0.49973439195649394,0.038287236077920984,313,0.6279848111311693,healthy,aging,abf300,Tem_Effector_CD4,1.59155425030595e-07,4.58109534209685e-07,6.339030669560814,Inconsistent
DMTF1,0.2730164863645862,-0.06214636796323431,313,0.3878081367030399,healthy,aging,abf300,Tem_Effector_CD4,0.0099319447367479,0.013305058043568,1.8759832264905476,Inconsistent
DNMT1,4.566755921568919e-08,0.30295534748005315,313,4.22921309258339e-07,healthy,aging,abf300,Tem_Effector_CD4,4.84754763229847e-15,3.38533654321172e-14,13.470398150732292,Increase in aging
DNTTIP1,0.0015111511949785206,0.1785929304241695,313,0.004779443895445008,healthy,aging,abf300,Tem_Effector_CD4,0.001843080447728,0.0030513589208083,2.5155067047933617,Increase in aging
DR1,3.009871211874489e-08,0.3068291093684025,313,3.052869372044125e-07,healthy,aging,abf300,Tem_Effector_CD4,3.27793251302801e-15,2.40758491474126e-14,13.618418386507388,Increase in aging
DRAP1,7.254665034358064e-07,0.2756974989341719,313,5.066372630551697e-06,healthy,aging,abf300,Tem_Effector_CD4,5.75355117295648e-14,3.3121794590263e-13,12.479886140500259,Increase in aging
E2F2,4.829741614379194e-08,0.3024307816743446,313,4.3775955909053973e-07,healthy,aging,abf300,Tem_Effector_CD4,1.7153665668921002e-15,1.3787663348981801e-14,13.86050932922873,Inconsistent
E2F3,0.23273631696767835,0.06764491371471282,313,0.346663185413395,healthy,aging,abf300,Tem_Effector_CD4,0.0513737150943326,0.0574847168047828,1.2404476038251324,Inconsistent
E2F4,2.1790900840320697e-09,0.3300250961232157,313,4.42043988475077e-08,healthy,aging,abf300,Tem_Effector_CD4,6.40968987843367e-18,6.659824117592061e-17,16.176537240164212,Increase in aging
EEA1,0.0021636371990992535,-0.17273208194643486,313,0.00614472964544188,healthy,aging,abf300,Tem_Effector_CD4,1.5984033597069502e-09,5.77050704436577e-09,8.23878602447074,Inconsistent
EGR1,0.004339566511220069,-0.16081778321752643,313,0.011069792417842811,healthy,aging,abf300,Tem_Effector_CD4,0.0427638234824891,0.0488401844598937,1.311222704478124,Inconsistent
ELF1,0.04778558387016286,-0.11197092003058817,313,0.08889370623881825,healthy,aging,abf300,Tem_Effector_CD4,0.235102073625534,0.241333694854163,0.617382037943577,Inconsistent
ELF2,0.001539719317371252,-0.17829150081939668,313,0.004813285304470403,healthy,aging,abf300,Tem_Effector_CD4,0.0025489961848884,0.0040367002779274,2.393973495443424,Inconsistent
ELF4,0.012114017683330232,0.14165703849647657,313,0.02593252026682753,healthy,aging,abf300,Tem_Effector_CD4,7.56432201658739e-05,0.0001627475342962,3.7884855824812216,Inconsistent
ELK3,1.0761840177028575e-05,0.24592741079266825,313,5.659930759770584e-05,healthy,aging,abf300,Tem_Effector_CD4,5.71659737678292e-18,6.24428328848596e-17,16.204517402240725,Increase in aging
ELK4,0.28999408310614866,-0.05999545242632,313,0.40771445347597135,healthy,aging,abf300,Tem_Effector_CD4,6.82706627139625e-07,1.82913851044956e-06,5.737753406581376,Inconsistent
EOMES,0.00933703651299085,0.14672125159016883,313,0.02090491774582273,healthy,aging,abf300,Tem_Effector_CD4,7.73548925555064e-13,4.01868100349338e-12,11.395916466045065,Inconsistent
ESR2,0.7513944146890132,0.01797714418854272,313,0.8471075749178928,healthy,aging,abf300,Tem_Effector_CD4,0.0566657499377216,0.0628635663371599,1.2016009844922475,Inconsistent
ETS1,0.1425926573984161,-0.08306382093287876,313,0.23096757434116066,healthy,aging,abf300,Tem_Effector_CD4,0.0026378359505031,0.0041465613096469,2.382311908903512,Inconsistent
ETV3,0.0008819684046140538,-0.18706603832092839,313,0.0031679481136872596,healthy,aging,abf300,Tem_Effector_CD4,0.030906747019446,0.0364716737680997,1.4380443054668688,Inconsistent
ETV6,0.22742792330407371,0.06841806107760404,313,0.3399448958860891,healthy,aging,abf300,Tem_Effector_CD4,0.0003469324378477,0.0006657352185726,3.1766984674930323,Inconsistent
ETV7,2.66362448563812e-10,0.3472837025980436,313,8.105028792013136e-09,healthy,aging,abf300,Tem_Effector_CD4,2.6779980726146803e-15,2.0371913909533102e-14,13.690968167794,Increase in aging
FAM200B,0.004869175532823965,0.15876962777314826,313,0.012201581041076525,healthy,aging,abf300,Tem_Effector_CD4,1.145669572111e-05,2.6524741180396e-05,4.576348845107082,Inconsistent
FLI1,9.073325699660469e-10,0.3373492483186655,313,2.4157729675346e-08,healthy,aging,abf300,Tem_Effector_CD4,9.77427871380152e-22,1.89265578730884e-20,19.722928362932773,Increase in aging
FOS,0.0015994110818986552,-0.17767787626682355,313,0.004901792236610267,healthy,aging,abf300,Tem_Effector_CD4,0.0202410053625975,0.0249210066025045,1.6034344197542727,Inconsistent
FOSB,0.0018088329812148522,-0.17567924140037233,313,0.005351130902760605,healthy,aging,abf300,Tem_Effector_CD4,0.0245276312152189,0.0296840082320546,1.5274774566433051,Inconsistent
FOSL2,0.002508642408182577,-0.1702625122559036,313,0.0069394913369206345,healthy,aging,abf300,Tem_Effector_CD4,0.0090619370939949,0.0122263515972495,1.9127031192161459,Inconsistent
FOXJ2,0.9017734092349898,0.007004127907265639,313,0.9485320304545819,healthy,aging,abf300,Tem_Effector_CD4,0.0430408776993858,0.0490251708554501,1.3095808841170904,Inconsistent
FOXJ3,0.1763559719791486,-0.07661714206093317,313,0.27750782432397053,healthy,aging,abf300,Tem_Effector_CD4,0.0006798793477042,0.0012324621366893,2.9092264141030584,Inconsistent
FOXK1,0.0009558636494089993,-0.1858229348015051,313,0.0033155727575448516,healthy,aging,abf300,Tem_Effector_CD4,0.0068168334828275,0.0094591891325228,2.0241460909094466,Inconsistent
FOXN2,0.010728364861225385,0.1440385281076911,313,0.023317772606540887,healthy,aging,abf300,Tem_Effector_CD4,1.35819745687331e-06,3.46462345286246e-06,5.4603439590984415,Inconsistent
FOXN3,0.13472526010301844,-0.08473029603355113,313,0.22245333644916998,healthy,aging,abf300,Tem_Effector_CD4,0.0002369777123191,0.0004609703445112,3.336327013068948,Inconsistent
FOXO1,0.003007184340721007,-0.16719184495741313,313,0.008056984460044962,healthy,aging,abf300,Tem_Effector_CD4,4.98043178535937e-07,1.35137830609114e-06,5.869223057159254,Decrease in aging
FOXO3,0.7165094890662382,-0.020605453755353668,313,0.8249541684924797,healthy,aging,abf300,Tem_Effector_CD4,0.0917982133773394,0.0977650972468664,1.0098161633977853,Inconsistent
FOXP1,0.0009446259292194678,-0.18600614136648386,313,0.0033155727575448516,healthy,aging,abf300,Tem_Effector_CD4,1.71952580359878e-06,4.33442599013657e-06,5.363068408181372,Decrease in aging
FOXP3,5.377893154156461e-09,0.32226465393488385,313,8.288848419611142e-08,healthy,aging,abf300,Tem_Effector_CD4,4.03279066037998e-09,1.39672261896087e-08,7.854889833696641,Increase in aging
GATA3,3.3278541240189555e-12,0.3802209546582669,313,2.83533171366415e-10,healthy,aging,abf300,Tem_Effector_CD4,5.60586384319155e-31,6.23771317624013e-29,28.204974598934445,Increase in aging
GATAD2A,0.4659840974394892,0.04135496737376757,313,0.5953444446386865,healthy,aging,abf300,Tem_Effector_CD4,0.0703650631147968,0.0766637260534615,1.1154100767444304,Inconsistent
GATAD2B,0.5152105832457823,-0.036917492977791184,313,0.6417535335166762,healthy,aging,abf300,Tem_Effector_CD4,0.0096384889182811,0.0129526696504347,1.8876407107362567,Inconsistent
GFI1,0.9963757293900863,-0.0002577810321336029,313,0.9976113341087196,healthy,aging,abf300,Tem_Effector_CD4,2.92302216572702e-08,9.22375883407193e-08,7.035092060700457,Inconsistent
GLIS3,0.060576450914786154,-0.10619501989601682,313,0.11123089693835733,healthy,aging,abf300,Tem_Effector_CD4,0.0101695956176114,0.0135382741659451,1.868436695176607,Decrease in aging
GLYR1,0.42694448994101275,0.04506137711141519,313,0.5596257006611428,healthy,aging,abf300,Tem_Effector_CD4,0.0008170750494708,0.0014572463761437,2.8364670160035432,Inconsistent
GMEB1,0.33516772902085545,0.05465271054847731,313,0.4561707749612921,healthy,aging,abf300,Tem_Effector_CD4,6.89342283777179e-05,0.0001498264351474,3.824411553620722,Inconsistent
GPBP1,0.3026484887900391,-0.05844661316491286,313,0.4213341706684858,healthy,aging,abf300,Tem_Effector_CD4,0.0090052830811949,0.0122173585751244,1.9130226795474736,Inconsistent
GPBP1L1,0.8655992310686174,0.009604839049224016,313,0.9288294016000781,healthy,aging,abf300,Tem_Effector_CD4,0.0047393115706928,0.0068906031710414,2.161742760329024,Inconsistent
GTF2B,0.00271440563561004,-0.1689332859922595,313,0.007318587346644791,healthy,aging,abf300,Tem_Effector_CD4,0.0055256748855024,0.0078464583374135,2.105326326897824,Inconsistent
GTF2I,0.957013657924739,0.003058923287914918,313,0.9847531842413981,healthy,aging,abf300,Tem_Effector_CD4,0.0001945650899854,0.0003855103643433,3.4139639415647838,Inconsistent
GTF3A,0.00027797976256781627,0.20411188247082898,313,0.001160974302489115,healthy,aging,abf300,Tem_Effector_CD4,1.34326054897729e-13,7.52932886663588e-13,12.12324373329551,Increase in aging
HBP1,0.0023302590988344197,-0.1714977864349432,313,0.006530857737522782,healthy,aging,abf300,Tem_Effector_CD4,0.124048044315393,0.131127709375577,0.8823055252639247,Inconsistent
HIF1A,0.001494808800815344,-0.17876772044823577,313,0.004779443895445008,healthy,aging,abf300,Tem_Effector_CD4,0.0001406496851951,0.0002908580868598,3.5363188568105586,Inconsistent
HIVEP1,0.010062955117437057,-0.14528045722605687,313,0.02221149678771081,healthy,aging,abf300,Tem_Effector_CD4,0.0001814638831288,0.0003613548456386,3.442066117174022,Decrease in aging
HIVEP2,0.05172046144330169,-0.11006956471840457,313,0.09579528945585443,healthy,aging,abf300,Tem_Effector_CD4,0.0089959295270987,0.0122173585751244,1.9130226795474736,Inconsistent
HIVEP3,0.0018040466977170524,0.17572249850599234,313,0.005351130902760605,healthy,aging,abf300,Tem_Effector_CD4,5.67444841704441e-05,0.0001239648731108,3.906701359800196,Inconsistent
HMBOX1,0.9069400346519647,-0.006633995840625818,313,0.9516168836495984,healthy,aging,abf300,Tem_Effector_CD4,0.0017491644990172,0.002933638096777,2.5325934631808735,Inconsistent
HMG20B,8.130842670669539e-08,0.29750025456770424,313,6.927477955410447e-07,healthy,aging,abf300,Tem_Effector_CD4,1.58338915999272e-14,1.05394340962015e-13,12.977182707481633,Increase in aging
HMGA1,2.7125847136618224e-05,0.23480641997813909,313,0.0001343675683744112,healthy,aging,abf300,Tem_Effector_CD4,8.92571888046038e-09,2.90524316788977e-08,7.536817511448189,Increase in aging
HMGN3,6.972772395022217e-13,0.39111998367291795,313,7.426002600698661e-11,healthy,aging,abf300,Tem_Effector_CD4,5.572582354525561e-15,3.8289033597224e-14,13.416925594965695,Increase in aging
HOXB2,0.0019354414583126914,0.17457138973607758,313,0.005686193525801424,healthy,aging,abf300,Tem_Effector_CD4,0.0001535020533769,0.0003143840131663,3.5025395465072675,Inconsistent
HSF1,6.274175364219742e-05,0.22423074272133517,313,0.00029697763390640114,healthy,aging,abf300,Tem_Effector_CD4,7.34370297686691e-20,1.0091669252081599e-18,17.996036991641358,Inconsistent
HSF2,5.129097729158637e-06,-0.2544776376922067,313,2.7658172564830117e-05,healthy,aging,abf300,Tem_Effector_CD4,1.2779733570980502e-09,4.6932469838256e-09,8.328526590281404,Decrease in aging
IKZF1,0.0666325122287909,-0.1038070710789857,313,0.1202773313960378,healthy,aging,abf300,Tem_Effector_CD4,0.0023900332568425,0.0038133114884454,2.418697718149404,Inconsistent
IKZF2,1.542658854875821e-08,0.31292483805764837,313,1.7761423572354046e-07,healthy,aging,abf300,Tem_Effector_CD4,5.5706241100955905e-09,1.89846869672058e-08,7.7215965594162554,Inconsistent
IKZF3,0.13140773749183174,0.08545548868659213,313,0.21864275849698872,healthy,aging,abf300,Tem_Effector_CD4,0.0155261055819967,0.0196848838628887,1.7058671431219288,Inconsistent
IKZF4,0.001379162819647917,0.18005721280943257,313,0.004626168198189076,healthy,aging,abf300,Tem_Effector_CD4,0.0122210527814458,0.0159698419782083,1.7966993811897383,Increase in aging
IKZF5,0.0019632801123514276,-0.17433670525807593,313,0.005689505631712301,healthy,aging,abf300,Tem_Effector_CD4,0.0002257209350856,0.000441087698837,3.355475053764792,Decrease in aging
IRF1,0.1911680098382611,-0.07407828270800611,313,0.2918909397530438,healthy,aging,abf300,Tem_Effector_CD4,0.0010325266536694,0.0017953320590333,2.745855213899835,Inconsistent
IRF2,6.347452556044156e-09,0.32081661743091694,313,8.450046215233782e-08,healthy,aging,abf300,Tem_Effector_CD4,1.4366225467082998e-12,7.285728629734939e-12,11.137527008883767,Increase in aging
IRF3,6.296728378349029e-09,0.3208868857608607,313,8.450046215233782e-08,healthy,aging,abf300,Tem_Effector_CD4,6.4717258617463e-29,5.51391043420784e-27,26.258540292681683,Inconsistent
IRF4,1.4797484877882101e-06,0.2681733070919184,313,9.00532651139682e-06,healthy,aging,abf300,Tem_Effector_CD4,2.68595122901988e-07,7.62810149041645e-07,6.117583537383424,Inconsistent
IRF5,2.3983916470742678e-08,0.3089158243141704,313,2.49198741866741e-07,healthy,aging,abf300,Tem_Effector_CD4,4.1384332807937897e-16,3.52594515523631e-15,14.452724447273077,Increase in aging
IRF7,0.033869958496079204,0.11996741683148887,313,0.06499370414112496,healthy,aging,abf300,Tem_Effector_CD4,0.0005548850758203,0.0010277436621715,2.98811519272074,Increase in aging
IRF9,0.00822991497628247,0.1491229017528714,313,0.01864863712710815,healthy,aging,abf300,Tem_Effector_CD4,4.38074138968695e-07,1.20399731097203e-06,5.919374483037757,Increase in aging
JAZF1,6.042137224906515e-07,0.2775921993070294,313,4.289917429683626e-06,healthy,aging,abf300,Tem_Effector_CD4,3.6940220795268695e-12,1.7485037843093897e-11,10.757333423404546,Inconsistent
JUN,0.005724063332779073,-0.15585241554617849,313,0.01354694988757714,healthy,aging,abf300,Tem_Effector_CD4,0.0034829668413723,0.0053180784029556,2.2742452642741044,Inconsistent
JUNB,0.002293607867027428,-0.171762222406403,313,0.006470708287110493,healthy,aging,abf300,Tem_Effector_CD4,0.0148325741993491,0.0189181934398884,1.7231203381534392,Inconsistent
JUND,0.013676939441357451,-0.1392436443231984,313,0.02884344654464492,healthy,aging,abf300,Tem_Effector_CD4,0.0079229330247141,0.0108745739559058,1.963587748830671,Inconsistent
KAT7,0.0014325521053678908,-0.17945004746267593,313,0.00469436305297478,healthy,aging,abf300,Tem_Effector_CD4,0.0044332000624434,0.0065185348910509,2.185850005530795,Inconsistent
KCMF1,0.26332564930741437,-0.06341511257241429,313,0.38155349185360043,healthy,aging,abf300,Tem_Effector_CD4,0.601039465149471,0.603874556966214,0.21905326812632908,Inconsistent
KDM2A,0.02155457802032734,-0.12986683481264993,313,0.043934211658657636,healthy,aging,abf300,Tem_Effector_CD4,0.0005057836358228,0.0009491798628217,3.022651484064249,Inconsistent
KDM2B,0.9418124703768251,-0.004142308263510584,313,0.972516753933062,healthy,aging,abf300,Tem_Effector_CD4,0.0378685773656692,0.0438369944504758,1.3581592295765876,Inconsistent
KDM5B,0.5566099882243387,-0.033353381501617464,313,0.6791924792973493,healthy,aging,abf300,Tem_Effector_CD4,0.0187419216496944,0.0233790891694766,1.6311724126085534,Inconsistent
KLF10,0.4530099634226934,-0.042566557798146464,313,0.5830279287554906,healthy,aging,abf300,Tem_Effector_CD4,0.0010941071818816,0.0018870026699659,2.7242274853408253,Inconsistent
KLF11,0.11748201381314567,0.08866375664232627,313,0.2001893515376002,healthy,aging,abf300,Tem_Effector_CD4,0.0021063968474376,0.0034118823460396,2.4670059532802355,Inconsistent
KLF12,0.10986328981156745,-0.0905465172710986,313,0.1902510628444217,healthy,aging,abf300,Tem_Effector_CD4,0.0038620039302639,0.005854852933425,2.232484009388229,Inconsistent
KLF13,0.2524008674184863,0.06488448402892678,313,0.36949405333427887,healthy,aging,abf300,Tem_Effector_CD4,0.0079389495311894,0.0108745739559058,1.963587748830671,Inconsistent
KLF2,0.007658730058102005,-0.1504767904387242,313,0.017540962391136852,healthy,aging,abf300,Tem_Effector_CD4,0.0156886792701353,0.0198319803236725,1.7026339171259095,Inconsistent
KLF3,0.004042741409902268,-0.1620665630087279,313,0.010501267320843697,healthy,aging,abf300,Tem_Effector_CD4,0.0002385044984274,0.0004618314378641,3.335516507048582,Inconsistent
KLF4,0.0005678719760739029,-0.19373467899275215,313,0.0021794005568241677,healthy,aging,abf300,Tem_Effector_CD4,3.26015493098682e-06,7.80239326179992e-06,5.107772163851784,Inconsistent
KLF6,0.2648154501219498,0.06321800892825441,313,0.38241146356593425,healthy,aging,abf300,Tem_Effector_CD4,1.52465043550385e-07,4.41837473146014e-07,6.3547374534931445,Increase in aging
KLF7,0.03042499652446024,-0.12237493899947922,313,0.05918286995168978,healthy,aging,abf300,Tem_Effector_CD4,6.70757660973246e-06,1.57868930151714e-05,4.801703334155018,Inconsistent
KLF8,0.00011557668254883077,0.21619803522115985,313,0.0005237836889978927,healthy,aging,abf300,Tem_Effector_CD4,4.88324025406678e-17,4.62280077384988e-16,15.33509482269474,Inconsistent
KLF9,0.0015853252414987406,-0.17782076172882624,313,0.004893830093322199,healthy,aging,abf300,Tem_Effector_CD4,0.0019632135456777,0.0031920953070943,2.495924150301503,Inconsistent
KMT2A,0.5030462678552649,0.03799226567896476,313,0.6302873826657143,healthy,aging,abf300,Tem_Effector_CD4,0.0090693124524198,0.0122263515972495,1.9127031192161459,Inconsistent
L3MBTL3,0.7584388197181353,-0.017451208248267097,313,0.8524932379945268,healthy,aging,abf300,Tem_Effector_CD4,0.0742913218059774,0.0805295244003725,1.0940448658014479,Inconsistent
LCOR,0.04199815075779552,-0.11502083957706181,313,0.07916465585318978,healthy,aging,abf300,Tem_Effector_CD4,0.0178075328995574,0.0223117912212102,1.6514655625597086,Inconsistent
LEF1,0.06279741839550473,-0.10529738602102462,313,0.11481416410508591,healthy,aging,abf300,Tem_Effector_CD4,6.661704568282741e-09,2.23455602054208e-08,7.650808753061208,Inconsistent
LIN54,0.8830503633292556,-0.008348034184129207,313,0.9428056510733406,healthy,aging,abf300,Tem_Effector_CD4,0.147186190362998,0.153679698761366,0.8133834994373876,Inconsistent
LYL1,1.4195085152672336e-11,0.3697292470770784,313,7.558882843798019e-10,healthy,aging,abf300,Tem_Effector_CD4,8.659674757847271e-23,2.04945635935719e-21,20.688361325013812,Increase in aging
MAF,9.860905807502575e-06,0.24695227144889567,313,5.250932342495121e-05,healthy,aging,abf300,Tem_Effector_CD4,8.05915655712819e-10,3.0653577619076905e-09,8.513518831111295,Increase in aging
MAFF,0.0019585412360674896,-0.17437643916052326,313,0.005689505631712301,healthy,aging,abf300,Tem_Effector_CD4,0.0004871551259926,0.0009182658569596,3.0370315633577367,Inconsistent
MAX,0.0001837957948396303,0.2098946332782361,313,0.0007908788747644698,healthy,aging,abf300,Tem_Effector_CD4,1.61861523708127e-21,2.87304204581925e-20,19.541658018235804,Inconsistent
MAZ,2.0363660017635998e-10,0.3494142618499602,313,7.2290993062607795e-09,healthy,aging,abf300,Tem_Effector_CD4,1.00716848997562e-15,8.41281915156107e-15,14.075058446912664,Inconsistent
MBD1,0.24982877928658925,0.06523680434619367,313,0.36698986198650696,healthy,aging,abf300,Tem_Effector_CD4,1.31431509336577e-06,3.3728809022519e-06,5.471998993648624,Inconsistent
MBD2,8.606933213291059e-07,0.2739137794612535,313,5.913796046551598e-06,healthy,aging,abf300,Tem_Effector_CD4,3.8640038971013e-08,1.20150778114245e-07,6.920273412295548,Inconsistent
MBD4,8.42310453352255e-08,0.29716261426365675,313,7.03576966917766e-07,healthy,aging,abf300,Tem_Effector_CD4,1.40904609660926e-32,6.0025363715554596e-30,29.221665199714423,Inconsistent
MBNL2,0.5598376408815486,0.03308111618977401,313,0.679461068420341,healthy,aging,abf300,Tem_Effector_CD4,0.202335592021561,0.209211073303847,0.6794153324840869,Inconsistent
MECP2,0.1424850458733834,0.08308613455297234,313,0.23096757434116066,healthy,aging,abf300,Tem_Effector_CD4,0.148088360745653,0.154243622683737,0.8117927831489693,Inconsistent
MEF2A,0.015202725112261523,-0.1371111277361858,313,0.031592004379626386,healthy,aging,abf300,Tem_Effector_CD4,1.50755820624678e-05,3.45279460140392e-05,4.461829256035158,Inconsistent
MEF2D,0.24658010736851735,-0.06568542555018016,313,0.36360830776969083,healthy,aging,abf300,Tem_Effector_CD4,0.0439604329772857,0.0499390518621966,1.3015597073776426,Inconsistent
MEOX1,5.6370162377821154e-05,0.22560929382939665,313,0.0002698167322803574,healthy,aging,abf300,Tem_Effector_CD4,0.0007046926772233,0.0012720300021066,2.895502645294774,Inconsistent
MGA,0.8006715407602867,-0.014327497168676994,313,0.885937860685408,healthy,aging,abf300,Tem_Effector_CD4,0.0052277131530922,0.0074983360377686,2.125035100580455,Inconsistent
MLX,5.727063833679838e-09,0.32171601290749546,313,8.288848419611142e-08,healthy,aging,abf300,Tem_Effector_CD4,1.40756956513042e-21,2.60706362932852e-20,19.58384836908904,Increase in aging
MLXIP,8.719071788032297e-05,-0.2199402641910629,313,0.0004081675364507427,healthy,aging,abf300,Tem_Effector_CD4,1.87550955773735e-06,4.67232205611762e-06,5.3304672295998055,Inconsistent
MSC,4.701877373267252e-09,0.32343259578662353,313,7.703845234660959e-08,healthy,aging,abf300,Tem_Effector_CD4,9.06046836652948e-18,8.976184939864081e-17,16.046908208055935,Increase in aging
MTERF4,0.1962655938238337,0.07323799875132458,313,0.2975414340532141,healthy,aging,abf300,Tem_Effector_CD4,2.81811566087229e-12,1.37990490980643e-11,10.860150840098202,Inconsistent
MTF2,7.702713664964874e-09,0.31911628043308504,313,9.375302917928674e-08,healthy,aging,abf300,Tem_Effector_CD4,1.31307292070424e-28,8.33213582154374e-27,26.079243659263636,Inconsistent
