gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
CSRNP1,3.0057066831394028e-09,0.18839473057144718,976,6.323887823436862e-09,healthy,aging,onek1k,Tcm_Naive_CD4,2.4823436997357103e-09,3.2739269847907504e-09,8.4849310104635,Inconsistent
CTCF,4.662104581289276e-13,0.22879503031221826,976,2.8715861551419454e-12,healthy,aging,onek1k,Tcm_Naive_CD4,1.62612810378109e-21,5.6319558716320705e-21,20.249340756703617,Inconsistent
CUX1,0.00037824369034650284,0.11356412580808485,976,0.00046326676771545733,healthy,aging,onek1k,Tcm_Naive_CD4,1.71843183995347e-06,1.87225566194419e-06,5.727634847376579,Inconsistent
CXXC1,2.5107459136124032e-11,0.2114407487973689,976,8.468785819724376e-11,healthy,aging,onek1k,Tcm_Naive_CD4,2.17466560763711e-23,9.08242694954321e-23,22.041798086505477,Inconsistent
DBP,0.9755389746284293,0.0009827307206128268,976,0.9755389746284293,healthy,aging,onek1k,Tcm_Naive_CD4,0.0020961902666631,0.0021160593687168,2.674472151785998,Increase in aging
DDIT3,1.3626718318255277e-06,0.1538922417874483,976,1.997019063882239e-06,healthy,aging,onek1k,Tcm_Naive_CD4,1.64873525459639e-06,1.80555583151172e-06,5.743389077748058,Inconsistent
DEAF1,5.554211108713864e-15,0.24655474675096037,976,6.744399203438264e-14,healthy,aging,onek1k,Tcm_Naive_CD4,4.28660611352562e-24,1.99307088797958e-23,22.70047725437986,Inconsistent
DMTF1,6.008393569797179e-10,0.19646148216308934,976,1.4508904927067052e-09,healthy,aging,onek1k,Tcm_Naive_CD4,2.25036003305201e-12,3.6730014332573e-12,11.434978902186801,Inconsistent
DNMT1,0.0010174303239253782,0.10501512704277448,976,0.0012214912081025021,healthy,aging,onek1k,Tcm_Naive_CD4,9.04923707244604e-10,1.23556890796859e-09,8.908133028881082,Increase in aging
DNTTIP1,2.5955226356035166e-10,0.2005346681231566,976,6.767466994671746e-10,healthy,aging,onek1k,Tcm_Naive_CD4,3.71678567078391e-14,6.59729456564144e-14,13.18063412447243,Increase in aging
DR1,0.004449797025297127,0.09097410728902011,976,0.005181270508907615,healthy,aging,onek1k,Tcm_Naive_CD4,6.84997294460222e-14,1.20085945448582e-13,12.920507818336477,Increase in aging
DRAP1,0.028779621212653563,0.06999175579517493,976,0.032103252008865525,healthy,aging,onek1k,Tcm_Naive_CD4,1.65825329628775e-09,2.2144699191805103e-09,8.654730214689515,Inconsistent
E2F2,8.090980053922012e-12,0.21652104089238233,976,3.213707030763416e-11,healthy,aging,onek1k,Tcm_Naive_CD4,1.03875050759175e-39,3.16076940167203e-38,37.500207187562665,Increase in aging
E2F3,0.0014456178285890762,0.10182703458356593,976,0.0017306692314094574,healthy,aging,onek1k,Tcm_Naive_CD4,9.532262979080659e-11,1.39544468353552e-10,9.855287374590207,Increase in aging
E2F4,0.00010746686795585593,0.1236567609485162,976,0.00013715741405777407,healthy,aging,onek1k,Tcm_Naive_CD4,8.340209882999239e-18,2.01870989213504e-17,16.69492608883131,Increase in aging
EEA1,2.982689307998442e-15,-0.24893690125235984,976,4.089170825481735e-14,healthy,aging,onek1k,Tcm_Naive_CD4,2.089022254269e-29,1.64800644503443e-28,27.78304109419387,Decrease in aging
EGR1,1.1588387079465766e-06,0.15490449929438543,976,1.7220505275429896e-06,healthy,aging,onek1k,Tcm_Naive_CD4,9.4569253540164e-06,9.97190643765095e-06,5.001221804957928,Inconsistent
ELF1,7.707677604712878e-10,0.19523596560214904,976,1.7900344163950672e-09,healthy,aging,onek1k,Tcm_Naive_CD4,7.54457175809515e-08,9.10478064857942e-08,7.040730512720141,Inconsistent
ELF2,4.14368255263583e-12,0.21946467557474003,976,1.7610650848702277e-11,healthy,aging,onek1k,Tcm_Naive_CD4,3.4596285009143996e-13,5.9188824955403e-13,12.227760281762391,Inconsistent
ELF4,1.8831277662616657e-10,0.20206918308396268,976,5.163414842975536e-10,healthy,aging,onek1k,Tcm_Naive_CD4,2.15194386089218e-32,2.1319257784652803e-31,30.671227919046995,Increase in aging
ELK3,4.0748244569934915e-09,0.18682978507484466,976,8.28612628814466e-09,healthy,aging,onek1k,Tcm_Naive_CD4,2.321259048762e-35,3.6624309436022597e-34,33.43623055533278,Increase in aging
ELK4,0.01606106812897448,-0.07704715362935205,976,0.018202543879504412,healthy,aging,onek1k,Tcm_Naive_CD4,3.40883042132793e-06,3.64864763689874e-06,5.437868075999442,Inconsistent
EOMES,1.1285320290415585e-05,0.14003743315706763,976,1.5226225788655947e-05,healthy,aging,onek1k,Tcm_Naive_CD4,8.86880055133364e-12,1.4045014999509799e-11,10.852477792653158,Increase in aging
ESR2,8.845529976007072e-14,0.23562879649906854,976,6.595351297900009e-13,healthy,aging,onek1k,Tcm_Naive_CD4,7.42803829991077e-25,3.76707656638332e-24,23.42399555260803,Increase in aging
ETS1,0.45933640048385693,-0.02371195893514849,976,0.4692739668404788,healthy,aging,onek1k,Tcm_Naive_CD4,6.90828636041776e-06,7.32072136700986e-06,5.1354461224558055,Inconsistent
ETV3,1.4147872695774172e-07,0.16749776403665573,976,2.3126330368092395e-07,healthy,aging,onek1k,Tcm_Naive_CD4,1.77264547408995e-07,2.06889581359539e-07,6.684261379184382,Inconsistent
ETV6,1.3847927401546688e-08,0.180399388098808,976,2.6391789890840103e-08,healthy,aging,onek1k,Tcm_Naive_CD4,2.12101679674605e-12,3.47520444389929e-12,11.459019641075141,Inconsistent
ETV7,1.5167542685131806e-13,0.23343539007491806,976,1.1114147657208651e-12,healthy,aging,onek1k,Tcm_Naive_CD4,3.70550396802461e-37,7.175203138084019e-36,35.14416579905389,Increase in aging
FAM200B,0.11349824101957288,0.05069220518444806,976,0.12150315474387526,healthy,aging,onek1k,Tcm_Naive_CD4,2.29019995752755e-05,2.35658256499212e-05,4.62771733973956,Inconsistent
FLI1,8.756780297349637e-05,0.12522796813788972,976,0.00011311950232138587,healthy,aging,onek1k,Tcm_Naive_CD4,1.13641167795502e-24,5.69542793892749e-24,23.244473638655567,Increase in aging
FOS,2.064398563853182e-07,0.165304977326429,976,3.2495162579170457e-07,healthy,aging,onek1k,Tcm_Naive_CD4,7.35678235271504e-07,8.18273964035668e-07,6.0871012670513585,Inconsistent
FOSB,7.128534849860766e-07,0.15790201035598733,976,1.0743359259541934e-06,healthy,aging,onek1k,Tcm_Naive_CD4,4.2996964844434e-06,4.57917675593223e-06,5.339212592409309,Inconsistent
FOSL2,4.6370064256663853e-10,0.19772802249470978,976,1.1457719365745427e-09,healthy,aging,onek1k,Tcm_Naive_CD4,2.6990243989530498e-11,4.1210910177562695e-11,10.38498779361111,Inconsistent
FOXJ2,2.0404332975847318e-13,0.23221944680302875,976,1.4216133630713295e-12,healthy,aging,onek1k,Tcm_Naive_CD4,3.3422613295467e-21,1.121104981407e-20,19.950353717725264,Increase in aging
FOXJ3,1.965904628309648e-13,0.2323723741244155,976,1.3925157783860006e-12,healthy,aging,onek1k,Tcm_Naive_CD4,4.80565033533249e-19,1.30395353047875e-18,17.884737885457056,Inconsistent
FOXK1,1.8053701022896024e-07,0.16608632038789012,976,2.8629936323622424e-07,healthy,aging,onek1k,Tcm_Naive_CD4,2.29241087004778e-08,2.83062907431987e-08,7.548117036862483,Inconsistent
FOXN2,1.3997215995269861e-08,0.18034199355197603,976,2.655721784816826e-08,healthy,aging,onek1k,Tcm_Naive_CD4,8.08949685605724e-30,6.62716473207766e-29,28.1786722339746,Increase in aging
FOXN3,0.032733136760790114,0.06835824799040656,976,0.03613398213853454,healthy,aging,onek1k,Tcm_Naive_CD4,1.01367312077063e-07,1.20959313570949e-07,6.917360686403012,Inconsistent
FOXO1,0.033819872339348994,-0.06793894051211703,976,0.037236906073117415,healthy,aging,onek1k,Tcm_Naive_CD4,3.5842889881989004e-10,5.00625281630403e-10,9.300487222256091,Decrease in aging
FOXO3,8.548956529619797e-10,0.194723888240548,976,1.9639494730207643e-09,healthy,aging,onek1k,Tcm_Naive_CD4,6.30088357787002e-17,1.36947775723093e-16,15.863445017072172,Inconsistent
FOXP1,0.0020886970300939196,-0.09838966865389089,976,0.0024691416280884374,healthy,aging,onek1k,Tcm_Naive_CD4,2.82301118392622e-13,4.88862912338444e-13,12.31081290930545,Decrease in aging
FOXP3,2.006383408388011e-12,0.22260837456880816,976,9.689919870055735e-12,healthy,aging,onek1k,Tcm_Naive_CD4,1.71757289994306e-26,1.07600890496433e-25,24.968184134468082,Increase in aging
GATA3,2.3220422654506855e-10,0.20106854521309545,976,6.167924767603383e-10,healthy,aging,onek1k,Tcm_Naive_CD4,3.7587712728319295e-33,4.21378042691159e-32,31.375328098501328,Increase in aging
GATAD2A,4.940095131562384e-15,0.24700562090723985,976,6.17511891445298e-14,healthy,aging,onek1k,Tcm_Naive_CD4,4.3642105967794103e-20,1.31854873349506e-19,18.87990381407164,Increase in aging
GATAD2B,5.58117040067286e-05,0.12862114717373224,976,7.276065706398668e-05,healthy,aging,onek1k,Tcm_Naive_CD4,7.34862724079036e-08,8.89350910391106e-08,7.05092684603014,Inconsistent
GFI1,0.8700265087437575,0.005244187061779532,976,0.8748355934968468,healthy,aging,onek1k,Tcm_Naive_CD4,0.0124820058197378,0.01254088320568,1.901671876755209,Increase in aging
GLIS3,0.09371684517172858,0.05368104670647112,976,0.10109050557864124,healthy,aging,onek1k,Tcm_Naive_CD4,5.7310443297959e-05,5.8547359340361e-05,4.2324926881197475,Inconsistent
GLYR1,5.5970864805240853e-14,0.23747316842173896,976,4.488229724948559e-13,healthy,aging,onek1k,Tcm_Naive_CD4,5.88825904082243e-23,2.30128289118381e-22,21.63802999127118,Increase in aging
GMEB1,7.483940052661351e-16,0.2541464230665308,976,1.2722698089524298e-14,healthy,aging,onek1k,Tcm_Naive_CD4,1.04746562954772e-25,5.72077382291447e-25,24.242545222204953,Increase in aging
GPBP1,6.24946843624885e-08,0.17214423701899897,976,1.0840914634309231e-07,healthy,aging,onek1k,Tcm_Naive_CD4,1.12978929591704e-09,1.5230703799388e-09,8.817280027778311,Inconsistent
GPBP1L1,7.093391440454106e-11,0.20666577555079915,976,2.1688427066136652e-10,healthy,aging,onek1k,Tcm_Naive_CD4,3.28965804089443e-18,8.19528845275454e-18,17.0864357557927,Increase in aging
GTF2B,1.4537555248849095e-08,0.18013910825084198,976,2.7217889783087515e-08,healthy,aging,onek1k,Tcm_Naive_CD4,8.721088725293131e-09,1.11233047813619e-08,7.95376616283678,Inconsistent
GTF2I,1.2739131812751318e-05,0.13920315619795467,976,1.70255692466016e-05,healthy,aging,onek1k,Tcm_Naive_CD4,4.3628431761011695e-12,7.013476200072069e-12,11.154066672431261,Inconsistent
GTF3A,1.5828350283635898e-08,0.179682605026422,976,2.9375759260022955e-08,healthy,aging,onek1k,Tcm_Naive_CD4,5.19920374342798e-17,1.1475962666841e-16,15.940210873253795,Increase in aging
HBP1,8.142562971458636e-08,0.17065330214880844,976,1.3897948846867147e-07,healthy,aging,onek1k,Tcm_Naive_CD4,3.03972410908198e-07,3.48097438298098e-07,6.4582991727429855,Inconsistent
HIF1A,0.16013911852001345,0.04499516217290381,976,0.17014781342751428,healthy,aging,onek1k,Tcm_Naive_CD4,1.30610006201676e-08,1.65103449976006e-08,7.782243851692459,Inconsistent
HIVEP1,0.018177894146911244,0.0755936339873066,976,0.02049232098789729,healthy,aging,onek1k,Tcm_Naive_CD4,3.33507988955928e-07,3.80896523579692e-07,6.419192991101318,Inconsistent
HIVEP2,3.563181624440622e-06,0.14774854642073,976,4.997862014479421e-06,healthy,aging,onek1k,Tcm_Naive_CD4,1.12068121256981e-06,1.24002648455777e-06,5.906569039051908,Inconsistent
HIVEP3,2.5272457758135963e-10,0.2006626261376998,976,6.671300960998623e-10,healthy,aging,onek1k,Tcm_Naive_CD4,2.0455340514622897e-28,1.45232917653823e-27,26.837934937801414,Increase in aging
HMBOX1,4.911482859909696e-13,0.2285772266894411,976,2.981971736373744e-12,healthy,aging,onek1k,Tcm_Naive_CD4,1.58840117123347e-18,4.02773154134202e-18,17.39493948399707,Inconsistent
HMG20B,0.013319890432455336,0.07920302862899668,976,0.015217616757509458,healthy,aging,onek1k,Tcm_Naive_CD4,1.57050555724163e-07,1.84816399830092e-07,6.733259493940047,Increase in aging
HMGA1,0.060116422245749195,0.0601979389623415,976,0.06534393722364043,healthy,aging,onek1k,Tcm_Naive_CD4,3.26431847100223e-05,3.34278766501671e-05,4.475891209061122,Inconsistent
HMGN3,0.30802589272063696,0.03266248713556141,976,0.3208603049173302,healthy,aging,onek1k,Tcm_Naive_CD4,7.81509003985366e-07,8.66986551296265e-07,6.0619876392517265,Inconsistent
HOXB2,0.23259833192219953,-0.03824419234840504,976,0.2446888392745911,healthy,aging,onek1k,Tcm_Naive_CD4,3.08934764038269e-10,4.34343925677566e-10,9.362166247739486,Inconsistent
HSF1,1.2471704566765175e-07,0.16822322955932736,976,2.0544474577035656e-07,healthy,aging,onek1k,Tcm_Naive_CD4,1.6145743950653199e-16,3.42193379252649e-16,15.465728397430386,Increase in aging
HSF2,0.08939127487891854,-0.054400870250295434,976,0.09666995374946662,healthy,aging,onek1k,Tcm_Naive_CD4,3.3373988867648703e-15,6.462417844371981e-15,14.189604964975402,Decrease in aging
IKZF1,0.0985411334836109,-0.05290896062174568,976,0.10575752962256221,healthy,aging,onek1k,Tcm_Naive_CD4,9.71907133230213e-08,1.16301246841593e-07,6.934415629265352,Decrease in aging
IKZF2,2.7150843735668557e-12,0.22130297300988722,976,1.2542509334412107e-11,healthy,aging,onek1k,Tcm_Naive_CD4,1.8144449094303802e-23,7.72953531417342e-23,22.111846614303722,Increase in aging
IKZF3,1.4315007990913562e-08,0.18022176905077267,976,2.6919815912116212e-08,healthy,aging,onek1k,Tcm_Naive_CD4,2.49556059895383e-19,7.040455729498871e-19,18.152399228016872,Increase in aging
IKZF5,2.0420401217408137e-07,0.16536857546785164,976,3.2262715678061183e-07,healthy,aging,onek1k,Tcm_Naive_CD4,1.5572521819470801e-09,2.09271113409923e-09,8.679290715055826,Inconsistent
IRF1,6.692458583601961e-12,0.21736012063440416,976,2.7088522838388887e-11,healthy,aging,onek1k,Tcm_Naive_CD4,6.793516708295769e-11,1.01190143976713e-10,9.994861786162017,Increase in aging
IRF2,0.08368388697432672,0.0553948203750691,976,0.09072870399002259,healthy,aging,onek1k,Tcm_Naive_CD4,9.19087356942877e-11,1.35477928739677e-10,9.868131451707102,Increase in aging
IRF3,5.492909694213391e-07,0.15948716756399814,976,8.489042254693422e-07,healthy,aging,onek1k,Tcm_Naive_CD4,2.93699541286536e-25,1.56395005735081e-24,23.80577711966701,Inconsistent
IRF4,1.264554714464769e-47,0.44064830201148253,976,2.6871787682376346e-45,healthy,aging,onek1k,Tcm_Naive_CD4,1.23846702646118e-35,2.11034781308986e-34,33.67564596135767,Increase in aging
IRF5,9.791968385586238e-09,0.18224457339600333,976,1.9002678373854573e-08,healthy,aging,onek1k,Tcm_Naive_CD4,4.6387773461083896e-30,3.8747434302787697e-29,28.411757049416558,Increase in aging
IRF7,0.029385466736786665,0.06972940377877644,976,0.03260789389852306,healthy,aging,onek1k,Tcm_Naive_CD4,0.0004738315780715,0.0004794590314927,3.3192484962238438,Increase in aging
IRF9,8.906141687175931e-10,0.19452117077860165,976,2.0350054930375114e-09,healthy,aging,onek1k,Tcm_Naive_CD4,1.03533967087762e-19,2.96009865633466e-19,18.528693814215472,Increase in aging
JAZF1,3.012359104333811e-14,0.23994530409379308,976,2.612760447636469e-13,healthy,aging,onek1k,Tcm_Naive_CD4,5.922805483004951e-39,1.68207675717341e-37,36.77415419019312,Increase in aging
JUN,5.959725487863816e-08,0.17241035250641346,976,1.0466460051000502e-07,healthy,aging,onek1k,Tcm_Naive_CD4,4.61192514242828e-09,5.935589458230961e-09,8.226536145160088,Inconsistent
JUNB,1.5143795806057407e-07,0.16710510425708652,976,2.4659437615227575e-07,healthy,aging,onek1k,Tcm_Naive_CD4,2.66749284637264e-07,3.06294326834163e-07,6.513861047096252,Inconsistent
JUND,8.665930844057455e-08,0.17030040734601182,976,1.4673388879380155e-07,healthy,aging,onek1k,Tcm_Naive_CD4,4.21482546108482e-07,4.77530757027164e-07,6.320998650934693,Inconsistent
KAT7,1.8146406114648984e-11,0.21291047783173186,976,6.219534353811143e-11,healthy,aging,onek1k,Tcm_Naive_CD4,1.76088429558683e-12,2.91881988295716e-12,11.534792704001813,Inconsistent
KCMF1,1.7312141744994605e-17,0.2677692327520689,976,3.5036477341060513e-16,healthy,aging,onek1k,Tcm_Naive_CD4,1.53239513313971e-18,3.90898399232046e-18,17.407936108043355,Inconsistent
KDM2A,9.650656692413258e-09,0.1823215534849665,976,1.8814353643466213e-08,healthy,aging,onek1k,Tcm_Naive_CD4,3.0866537732867702e-09,4.03348008411094e-09,8.394320083107301,Inconsistent
KDM2B,3.353817263910185e-11,0.21012110672890894,976,1.0880704863830753e-10,healthy,aging,onek1k,Tcm_Naive_CD4,1.98812434407374e-20,6.320455004294121e-20,19.199251656093995,Increase in aging
