gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
CD8T__HLA-B__MONO__LILRA1,1.6060494443274343e-06,0.19173677331348196,617,1.5055694473663398e-05,healthy,aging,aida,all,2.85282168548435e-08,1.83327668261035e-07,6.73677198530352,Increase in aging
CD4T__ADAM10__CD4T__NOTCH2,0.8304641514257131,0.010779365041135688,397,1.0,healthy,aging,aida,all,,,,Increase in aging
CD8T__HLA-B__CD8T__LILRB1,0.005191095100068864,0.16485738603318825,286,0.02178785199102767,healthy,aging,aida,all,0.0128966213395535,0.0304530596348136,1.516369067045483,Increase in aging
MONO__ITGB2__MONO__CD226,1.0,0.0,4,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
NK__TNF__CD8T__TRADD,0.4508763069918741,0.07510093114338914,103,0.7854725582666586,healthy,aging,aida,all,0.496268007989754,0.686465224646784,0.16338145861155717,Inconsistent
NK__TNF__B__TRADD,0.16768065395045262,-0.1442692078268589,93,0.3834851364495336,healthy,aging,aida,all,0.247962686242475,0.391956813727527,0.40676178143119096,Decrease in aging
MONO__GNAI2__CD4T__ADCY7,0.01909527063110535,0.09729434775468035,580,0.0654555750125175,healthy,aging,aida,all,0.0946803588847969,0.175349565881352,0.7560953049781827,Inconsistent
B__HLA-C__CD8T__LILRB1,0.0028964787891426697,0.17613540554415807,284,0.013183172406282749,healthy,aging,aida,all,0.003656169227758,0.0098296364952506,2.0074625422925636,Inconsistent
B__LGALS9__CD4T__PTPRC,0.4191540560220923,-0.03274200474000155,611,0.7450170865820971,healthy,aging,aida,all,0.308071386230311,0.470107408123497,0.3278029049874417,Inconsistent
B__HLA-C__MONO__LILRA1,0.0013043210092993744,0.1297813716100392,611,0.006518957574894776,healthy,aging,aida,all,0.018808651311362,0.0425468181042377,1.3711329134041343,Inconsistent
B__S100A9__B__ITGB2,0.7733282127190988,-0.015770802942549882,336,1.0,healthy,aging,aida,all,0.197428310661038,0.325107277358276,0.4879733089376827,Inconsistent
NK__HLA-C__CD4T__CD8B,0.0707812789602882,0.3835887764740091,23,0.19508324620156145,healthy,aging,aida,all,0.586955613679514,0.779389867925636,0.10824524433828406,Inconsistent
CD4T__HMGB1__NK__HAVCR2,0.17880256344300693,0.05473192371659661,605,0.4023193835374634,healthy,aging,aida,all,0.0316575955652556,0.0678391045298996,1.1685198933617496,Inconsistent
NK__GNAI2__CD8T__S1PR5,3.4572237124200486e-17,0.33407668266875984,603,1.462140290191753e-15,healthy,aging,aida,all,8.7458746761654e-28,4.60861564514568e-26,25.33642951017723,Inconsistent
B__GPI__CD8T__AMFR,0.14166974675601288,0.0766518641332662,369,0.3389032873728325,healthy,aging,aida,all,0.418528792471418,0.600701233247995,0.2213414764391118,Inconsistent
CD4T__S100A4__NK__ERBB2,5.434394216328348e-19,0.37785941532726514,517,2.973620005630927e-17,healthy,aging,aida,all,3.0036286708562e-18,5.73973710011122e-17,16.241107999341708,Inconsistent
MONO__GNAI2__MONO__S1PR1,1.0,0.0,3,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
NK__HLA-A__CD4T__CD8B,0.13303096283661087,0.3227879781411443,23,0.3239617606168834,healthy,aging,aida,all,0.675201317661934,0.861380682012142,0.06480487228737783,Inconsistent
CD8T__TNF__CD4T__FAS,0.001223080714583147,0.19760079123764746,265,0.006175596198650518,healthy,aging,aida,all,0.0094255277259702,0.0229383528421037,1.6394377711456738,Inconsistent
MONO__YBX1__MONO__NOTCH1,0.00030562656364816116,-0.14788584431011711,592,0.001793219559705295,healthy,aging,aida,all,5.84782242956094e-05,0.0002265804882537,3.6447774916862055,Decrease in aging
CD4T__TNF__CD4T__TNFRSF1B,0.6071084197434118,0.03248012363472621,253,0.9535958364457956,healthy,aging,aida,all,0.832614249868611,1.0,-0.0,Inconsistent
CD4T__GNAS__CD4T__ADCY7,1.0987989547997668e-29,-0.4455882235745654,581,2.6183315739051215e-27,healthy,aging,aida,all,4.705170191048241e-19,9.81420187793589e-18,17.008145012834436,Inconsistent
CD8T__MFNG__CD4T__NOTCH2,0.992853881601875,-0.00045093324208212945,397,1.0,healthy,aging,aida,all,,,,Decrease in aging
MONO__HLA-E__NK__KLRC1_KLRD1,0.02058335475261392,-0.09613221689023392,580,0.06959966893388601,healthy,aging,aida,all,0.0263021666189106,0.0574972253686754,1.2403531124607696,Inconsistent
MONO__SPON2__CD4T__ITGA5,1.0,0.0,1,1.0,healthy,aging,aida,all,,,,Inconsistent
NK__MFNG__CD4T__NOTCH2,0.964553259370632,-0.0022517735785305055,392,1.0,healthy,aging,aida,all,,,,Decrease in aging
B__APP__CD4T__NOTCH2,0.12733751894398393,0.07763824694912388,387,0.3127135147736733,healthy,aging,aida,all,,,,Increase in aging
MONO__CALM1__CD4T__FAS,0.006798494517851033,0.1201819700088808,506,0.027578516750887194,healthy,aging,aida,all,0.0187373463348621,0.04248150169942,1.3718001395667867,Inconsistent
B__TNF__MONO__NOTCH1,0.3212714885913513,-0.07013547891540757,202,0.618190280339753,healthy,aging,aida,all,0.893171170670793,1.0,-0.0,Inconsistent
NK__GNAI2__CD4T__ADCY7,0.0023526575779957305,0.1261748338831266,579,0.01097857329668633,healthy,aging,aida,all,0.0165914346053548,0.038136756225616,1.4186562492350983,Inconsistent
MONO__NAMPT__CD4T__ITGA5_ITGB1,0.0006200413511320273,0.17345074147916392,386,0.003321425279776857,healthy,aging,aida,all,,,,Increase in aging
B__S100A9__MONO__ITGB2,0.009256626075884115,-0.1417845328185241,336,0.03571657515268309,healthy,aging,aida,all,0.0466258596033822,0.095269001295727,1.0210483874645562,Inconsistent
NK__SPON2__CD8T__ITGA5,2.6887993625252954e-08,0.2653462201183507,426,3.5030266121647893e-07,healthy,aging,aida,all,4.58068379098485e-06,2.10761976632998e-05,4.676207737045642,Inconsistent
NK__GNAI2__MONO__S1PR1,1.0,0.0,3,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
CD8T__HLA-C__CD4T__CD8B,0.049999590156260175,0.4132477024900407,23,0.14691605906296498,healthy,aging,aida,all,0.639281152997224,0.82950789318406,0.08117947708992494,Inconsistent
CD8T__GNAI2__MONO__IGF1R,0.0034471251854792254,-0.5169029077646029,30,0.015312034723472662,healthy,aging,aida,all,0.0088872095353926,0.0218192108554075,1.6611609607751536,Inconsistent
CD8T__HLA-A__CD4T__CD8B,0.10007531248920327,0.35145827328997487,23,0.2593967054084729,healthy,aging,aida,all,0.758940055762073,0.933707033459066,0.029789369713059496,Inconsistent
CD4T__TNFSF10__MONO__TNFRSF10B,0.0003234019295930691,0.1579911844759773,514,0.0018825611141875503,healthy,aging,aida,all,0.000425356668331,0.0013990377671912,2.854170561518648,Inconsistent
B__LGALS9__MONO__PTPRC,0.0010356335655748632,-0.1325157386185858,610,0.005305287897989955,healthy,aging,aida,all,0.0085575805277091,0.0211134786208535,1.67544020717645,Inconsistent
B__LGALS9__NK__CD44,0.09137200729759454,-0.0685262478989099,608,0.24054348464266959,healthy,aging,aida,all,0.0934641456317102,0.173482207279326,0.7607450607962011,Inconsistent
B__LGALS9__MONO__CD44,0.02097426465973263,-0.09345336416996351,610,0.07068288916124311,healthy,aging,aida,all,0.0811472136841117,0.153872330190403,0.8128394693563845,Inconsistent
B__HLA-A__CD8T__LILRB1,0.004303188927474434,0.1689409321181701,284,0.018481195701891655,healthy,aging,aida,all,0.033688917880175,0.0714907685070607,1.145750034356712,Increase in aging
B__HLA-A__MONO__LILRA1,0.02889361008394616,0.08840092293258231,611,0.09323504234361085,healthy,aging,aida,all,0.331113282457378,0.497166494295631,0.30349814759443233,Inconsistent
CD4T__HLA-B__CD4T__CD8B,0.15562981597673756,0.3059812533987263,23,0.36346425881130584,healthy,aging,aida,all,0.843642796756014,1.0,-0.0,Inconsistent
NK__TNF__CD4T__TNFRSF1B,0.7450256702233817,0.032270730547786265,104,1.0,healthy,aging,aida,all,0.926829030094781,1.0,-0.0,Increase in aging
MONO__HLA-E__CD4T__CD8B,0.22628893234217995,0.2624814952418799,23,0.479908862879856,healthy,aging,aida,all,0.900847915922186,1.0,-0.0,Inconsistent
NK__GNAS__CD4T__ADCY7,1.236024005186347e-30,-0.4529523780870625,579,3.381670120856128e-28,healthy,aging,aida,all,4.70517018655731e-19,9.81420187793589e-18,17.008145012834436,Inconsistent
B__YBX1__MONO__NOTCH1,1.827715906450101e-08,-0.22984390244731306,586,2.450333466596533e-07,healthy,aging,aida,all,1.10135380062027e-08,7.47070071260851e-08,7.126638661725803,Decrease in aging
B__PSEN1__MONO__NOTCH1,0.09875165052541117,-0.07775120185304676,452,0.25631709150780474,healthy,aging,aida,all,0.409036672900958,0.590267392488381,0.22895120738274438,Inconsistent
CD8T__CALM1__CD4T__FAS,5.704362486624949e-06,0.20014755421022662,506,4.85462277519568e-05,healthy,aging,aida,all,2.00262112521638e-05,8.29207721491578e-05,4.081336662456649,Inconsistent
MONO__GNAS__CD4T__ADCY7,5.72945088215348e-18,-0.3481366926474769,580,2.6618524318533185e-16,healthy,aging,aida,all,2.33590876445395e-16,3.7240634633300905e-15,14.428982926632903,Inconsistent
CD8T__TNF__MONO__NOTCH1,0.04584589928722492,-0.11695476217240293,292,0.13694446341881542,healthy,aging,aida,all,0.187164486542065,0.310761333210474,0.5075730240346031,Inconsistent
B__HMGB1__NK__HAVCR2,0.11415734255891961,0.06461554943205557,599,0.2871230131027372,healthy,aging,aida,all,0.097156828314448,0.179206736382508,0.7466456692343604,Inconsistent
MONO__HLA-A__CD8T__LILRB1,0.0034902372357175347,0.17247859141674832,285,0.015457063825087188,healthy,aging,aida,all,0.0619984690931839,0.122142595938795,0.9131328540313812,Inconsistent
MONO__HLA-A__MONO__LILRA1,0.007256835753800893,0.10790237382449791,618,0.02913382919202565,healthy,aging,aida,all,0.0380439409966744,0.0797186976263508,1.0984398050331337,Increase in aging
B__HLA-B__CD4T__CD8B,0.47723660763162445,0.15988703116713654,22,0.8170322954007062,healthy,aging,aida,all,0.979281228379654,1.0,-0.0,Inconsistent
MONO__HLA-C__CD8T__LILRB1,0.0005651133038357001,0.20299344608871425,285,0.003062723386232074,healthy,aging,aida,all,0.0011946327477126,0.003559721151815,2.448584020839242,Inconsistent
CD4T__HLA-C__CD8T__LILRB1,0.0006831974440046598,0.19967198770109534,286,0.003636668470970322,healthy,aging,aida,all,0.0027129736235814,0.007524180587063,2.1235407895406135,Inconsistent
B__GNAI2__MONO__IGF1R,0.007207173725846585,-0.4804288064807803,30,0.028950186140744273,healthy,aging,aida,all,0.0219973336446211,0.0488764546049592,1.3109003044296998,Decrease in aging
CD4T__TNFSF10__MONO__RIPK1,0.3403153234080778,0.04389243370468616,474,0.6424506245886713,healthy,aging,aida,all,0.104874456576842,0.191369236324689,0.7181278762157072,Inconsistent
MONO__HLA-C__MONO__LILRA1,1.1161911465038832e-05,0.17570536252804853,618,9.021120349260597e-05,healthy,aging,aida,all,0.0001506145645305,0.0005416497916953,3.2662814195360452,Increase in aging
B__LGALS9__CD8T__CD44,0.9905268160638596,0.00048171799745673954,610,1.0,healthy,aging,aida,all,0.735608888499369,0.913308059481111,0.039382709906312374,Increase in aging
CD4T__HLA-C__MONO__LILRA1,4.596900913060011e-06,0.18314031976253406,618,3.990282848974653e-05,healthy,aging,aida,all,6.11141276073289e-05,0.0002353364021556,3.6283108903652246,Inconsistent
NK__HLA-F__CD4T__CD8B,0.06039300551223539,0.39742960861482385,23,0.17151985071852474,healthy,aging,aida,all,0.648160616097337,0.838149265407033,0.07667863128626405,Inconsistent
MONO__HLA-B__CD4T__CD8B,0.29245204887697046,0.2293623611906446,23,0.5794042093227424,healthy,aging,aida,all,0.938569449286452,1.0,-0.0,Inconsistent
NK__HLA-C__MONO__LILRA1,3.141827140982323e-05,0.16715954956023343,614,0.00023231908999435855,healthy,aging,aida,all,0.0010411810081801,0.0031458554249788,2.502261240255864,Inconsistent
CD4T__YBX1__MONO__NOTCH1,1.5988661178158838e-07,-0.21336120124118,592,1.8483292664015544e-06,healthy,aging,aida,all,1.69603819326058e-08,1.12306444384424e-07,6.949595322275553,Decrease in aging
NK__HLA-C__CD8T__LILRB1,0.001398589902360117,0.18838267523441238,285,0.0069356685371768124,healthy,aging,aida,all,0.0083759058623161,0.0206856362835494,1.684331115803789,Inconsistent
NK__HLA-A__NK__ERBB2,1.7100379301089924e-08,0.24481343947471185,517,2.301978905567757e-07,healthy,aging,aida,all,3.69462161654415e-07,2.02355315234355e-06,5.693885383579638,Inconsistent
NK__ITGB2__MONO__CD226,1.0,0.0,4,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
B__CALM1__CD4T__FAS,0.044830212447805155,0.08967571998629868,501,0.1344542344100433,healthy,aging,aida,all,0.135683187563657,0.237576088472776,0.6241972723057678,Inconsistent
NK__FAM3C__NK__ADGRG5,0.00020248175520278268,0.1585280171805929,545,0.0012402427244468952,healthy,aging,aida,all,0.0018173865919827,0.0052017365805977,2.283851644544891,Inconsistent
B__APP__B__NCSTN,0.039985190243592844,0.08697880822678708,558,0.12291743667474837,healthy,aging,aida,all,0.317611893399421,0.481515789932618,0.3173894668610071,Inconsistent
CD8T__S100A4__NK__ERBB2,4.674175499050812e-22,0.4070881125656679,517,3.559601485720448e-20,healthy,aging,aida,all,3.73311159006158e-20,9.07182360186809e-19,18.042305403058766,Inconsistent
NK__HLA-A__MONO__LILRA1,0.0005790265463965663,0.13849012473120778,614,0.003131236528719938,healthy,aging,aida,all,0.0048396774787594,0.0126712476248273,1.8971806219040728,Inconsistent
NK__HLA-A__CD8T__LILRB1,0.0017630933667164004,0.18447439952172312,285,0.008545912532765125,healthy,aging,aida,all,0.019341697762043,0.04361465720576,1.3603675365604304,Increase in aging
CD8T__HLA-F__CD4T__CD8B,0.029238895149722156,0.45477019891248505,23,0.09415332104228316,healthy,aging,aida,all,0.506297680905617,0.697448043647088,0.15648813959244928,Inconsistent
B__HLA-E__CD4T__CD8B,0.1491280930544691,0.3180791468095331,22,0.35285369102926434,healthy,aging,aida,all,0.841106734658366,1.0,-0.0,Inconsistent
MONO__GNAI2__CD8T__F2R,3.958283249067889e-24,0.4162834028845228,542,3.7486972257518583e-22,healthy,aging,aida,all,1.31479043793425e-20,3.3074577549240503e-19,18.480505694206386,Inconsistent
NK__MAML2__CD4T__NOTCH2,0.00011757009679827431,-0.21529302324955368,315,0.0007668651386072837,healthy,aging,aida,all,,,,Decrease in aging
CD8T__GNAI2__CD8T__S1PR5,2.539907846058117e-18,0.3444458711607784,606,1.259214715357806e-16,healthy,aging,aida,all,9.33653664531971e-32,6.975925738279179e-30,29.15639815130187,Increase in aging
NK__CALM1__CD4T__FAS,0.0004971070317749476,0.15426149425262117,506,0.0027281795272819744,healthy,aging,aida,all,0.0032783321518016,0.0089289068291179,2.04920170876466,Inconsistent
CD8T__YBX1__MONO__NOTCH1,2.9168236325389177e-09,-0.24108289687235515,591,4.470244019411822e-08,healthy,aging,aida,all,4.74662868913572e-10,3.8574063665281505e-09,8.413704607064862,Decrease in aging
NK__YBX1__MONO__NOTCH1,2.8038301116374866e-07,-0.20954549267359956,590,3.114570381152799e-06,healthy,aging,aida,all,1.47079389218552e-07,8.62153890431e-07,6.0644152077252995,Decrease in aging
B__S100A9__CD8T__ITGB2,0.0068625437873238585,0.14744777669065778,335,0.027777321072307584,healthy,aging,aida,all,7.16735467313927e-05,0.0002726426861226,3.564406148148443,Inconsistent
NK__FAM3C__NK__KIR2DL3,0.12250949953052774,0.0678083698792166,520,0.3034801049738459,healthy,aging,aida,all,0.0059008190013001,0.0151174513410994,1.8205214205937612,Increase in aging
CD8T__GNAI2__CD4T__ADCY7,9.500031131323062e-10,0.25028892359612415,581,1.5841248299567372e-08,healthy,aging,aida,all,2.06858958489211e-08,1.35718996880339e-07,6.867359358951348,Inconsistent
CD4T__HLA-A__CD8T__LILRB1,0.0004839629257049177,0.20503867962751196,286,0.0026739223127765347,healthy,aging,aida,all,0.0033009978446061,0.0089824750709857,2.046603979416758,Increase in aging
CD4T__NAMPT__CD4T__ITGA5_ITGB1,0.011541079506086306,-0.15554387511741533,263,0.04318842670286704,healthy,aging,aida,all,,,,Decrease in aging
CD4T__HLA-A__MONO__LILRA1,2.8612335413231487e-05,0.16746378059690703,618,0.00021392643896512247,healthy,aging,aida,all,5.74742387984673e-05,0.0002232087194919,3.6512888439940854,Increase in aging
NK__GNAI2__CD8T__F2R,5.362951953286039e-25,0.4238392089870188,541,6.002443345291511e-23,healthy,aging,aida,all,4.35714530636992e-21,1.15406716421629e-19,18.937768915443968,Increase in aging
CD8T__GNAI2__MONO__S1PR1,1.0,0.0,3,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
B__LGALS9__B__CD44,0.6939768332256913,-0.0159494963742942,611,1.0,healthy,aging,aida,all,0.918701490529243,1.0,-0.0,Inconsistent
B__ADAM10__CD4T__NOTCH2,0.00233330232244041,0.15372330445035098,390,0.010908926744219815,healthy,aging,aida,all,,,,Increase in aging
CD4T__GNAI2__MONO__IGF1R,0.006385000134536058,-0.4866942962718665,30,0.02607296627629511,healthy,aging,aida,all,0.0229020927587264,0.0506618985197455,1.295318539353999,Inconsistent
MONO__APP__CD4T__NOTCH2,0.00023768827377660442,-0.1834622030311211,397,0.001429807229957473,healthy,aging,aida,all,,,,Decrease in aging
CD8T__HLA-A__NK__ERBB2,3.3176374433731925e-12,0.2999057247815109,517,7.517603617852077e-11,healthy,aging,aida,all,1.2179915633896602e-09,9.35163461093348e-09,8.029112470361552,Inconsistent
B__LGALS9__B__PTPRC,0.9803680968902357,0.0009975523486741157,611,1.0,healthy,aging,aida,all,0.579099482809325,0.771789284092375,0.11250125568410677,Inconsistent
B__NAMPT__CD8T__ITGA5_ITGB1,0.6117016847428864,-0.0266949507681348,364,0.9581510485995975,healthy,aging,aida,all,0.912359521470391,1.0,-0.0,Inconsistent
CD4T__HLA-A__CD4T__CD8B,0.04734277508094194,0.4176965413924455,23,0.14056313485647834,healthy,aging,aida,all,0.531079228418077,0.724409432550652,0.14001590336346237,Inconsistent
NK__S100A4__NK__ERBB2,6.89593022437447e-06,0.1963197581386339,517,5.8150954985678316e-05,healthy,aging,aida,all,0.0001756281559439,0.0006209001049827,3.206978266722863,Inconsistent
B__HLA-A__NK__ERBB2,8.153384740267872e-08,0.23453313742960508,511,1.0071748006080061e-06,healthy,aging,aida,all,3.61749206674296e-06,1.69244535384255e-05,4.771485345040322,Inconsistent
NK__SPON2__CD4T__ITGA5,0.5472580005868286,-0.030807398612849337,384,0.8937861707572193,healthy,aging,aida,all,,,,Decrease in aging
MONO__IFNG__MONO__IFNGR1_IFNGR2,1.0,0.0,2,1.0,healthy,aging,aida,all,,,,Inconsistent
CD8T__CD48__CD8T__CD244,2.5603196245034572e-06,0.20915909381378722,497,2.329197175641261e-05,healthy,aging,aida,all,1.17120587729721e-05,5.07623949935052e-05,4.294457895877448,Inconsistent
CD4T__TNFSF10__NK__RIPK1,9.318484072827831e-07,0.2177257615017554,498,9.19033936528427e-06,healthy,aging,aida,all,2.85226391742186e-07,1.59179856974513e-06,5.798111889853953,Inconsistent
B__GNAI2__CD8T__S1PR5,2.473399743635712e-13,0.29311896604734666,599,6.64400142044982e-12,healthy,aging,aida,all,3.42103954981511e-17,5.925856050648601e-16,15.227248902496248,Increase in aging
MONO__S100A4__NK__ERBB2,2.295411225936575e-09,0.25917254125778133,516,3.569726889682838e-08,healthy,aging,aida,all,1.34388517452936e-07,7.93335988643159e-07,6.100542844069274,Inconsistent
B__ALCAM__CD4T__CD6,0.4017533596198054,-0.046167916213657005,332,0.7220807950149641,healthy,aging,aida,all,0.657641811906984,0.84609481120698,0.0725809683121698,Decrease in aging
NK__FAM3C__CD8T__LAMP1,1.2870562862575357e-06,0.20363849830732036,556,1.228357207569046e-05,healthy,aging,aida,all,1.06830094856314e-08,7.25632910245193e-08,7.139283028575076,Inconsistent
MONO__SPON2__CD8T__ITGA5,1.0,0.0,5,1.0,healthy,aging,aida,all,,,,Inconsistent
CD4T__HLA-E__CD4T__CD8B,0.04424630012894456,0.4231340111620513,23,0.13308119668261947,healthy,aging,aida,all,0.594026508423341,0.786068385188276,0.10453967022266983,Inconsistent
B__HLA-C__CD4T__CD8B,0.07564714388072269,0.3864407396407116,22,0.20582152922537697,healthy,aging,aida,all,0.73606129253911,0.913643151611899,0.039223396768579166,Inconsistent
MONO__HLA-A__NK__ERBB2,2.9020204175155822e-08,0.24117500817074877,516,3.760916635822387e-07,healthy,aging,aida,all,2.7821565136243e-06,1.32264724664798e-05,4.878555967801688,Inconsistent
MONO__HMGB1__NK__HAVCR2,0.10416174282380207,0.06618505878757268,604,0.26781858483794846,healthy,aging,aida,all,0.0007220044422745,0.0022575604235018,2.6463606169868914,Inconsistent
B__GNAI2__CD4T__ADCY7,0.038236206039940115,0.08652304606771749,574,0.11857718472587642,healthy,aging,aida,all,0.163038127623411,0.277514065584085,0.5567150001061868,Inconsistent
CD4T__TNF__B__VSIR,0.02652611984287562,-0.14320725581464747,240,0.08643513333891584,healthy,aging,aida,all,0.0038453361761265,0.0102939855067858,1.9874164475417833,Inconsistent
CD4T__CLEC2B__MONO__KLRF1,1.0,0.0,3,1.0,healthy,aging,aida,all,0.436526342267569,0.622756018635352,0.205682066525312,Inconsistent
MONO__ADAM17__CD4T__ITGA5,2.8917523003652793e-06,0.2355280565896798,386,2.6050456393656486e-05,healthy,aging,aida,all,,,,Increase in aging
MONO__HLA-B__CD8T__LILRB1,0.003462171293385222,0.1726248399235761,285,0.015360396002544524,healthy,aging,aida,all,0.0269240321960804,0.0586517428953779,1.2317190778604967,Increase in aging
CD8T__CD58__CD8T__CD2,6.365247900940893e-13,0.31395761158437313,501,1.604781100486361e-11,healthy,aging,aida,all,3.15672085898558e-15,4.4893592670687e-14,13.347815638202238,Inconsistent
B__LGALS9__CD4T__CD44,0.43962253965171805,0.03132185437709092,611,0.7703690608073223,healthy,aging,aida,all,0.0416050877839102,0.0862779906571063,1.0640999778102496,Increase in aging
MONO__HLA-B__MONO__LILRA1,0.0030257281078845495,0.11909067326888849,618,0.0136620131619457,healthy,aging,aida,all,0.0056684014351987,0.014566744139941,1.836637507946536,Increase in aging
CD4T__MAML2__MONO__NOTCH1,2.0195457056903657e-06,-0.19383828628313182,592,1.871817330983028e-05,healthy,aging,aida,all,5.78300743914412e-08,3.57845923861007e-07,6.446303925368452,Decrease in aging
CD8T__ADAM10__CD4T__NOTCH2,0.0025786926010991037,0.15087481918877124,397,0.011912946994571032,healthy,aging,aida,all,,,,Increase in aging
B__GNAI2__MONO__S1PR1,1.0,0.0,3,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
B__HLA-B__CD8T__LILRB1,0.030018869701737158,0.12878773053648487,284,0.09607859206530867,healthy,aging,aida,all,0.0614534224218443,0.121211911995174,0.916454698160139,Increase in aging
CD8T__GZMA__CD8T__F2R,3.5466413777233154e-26,0.4326372268728964,543,5.007267737959102e-24,healthy,aging,aida,all,2.2450975597636697e-22,6.81148992980421e-21,20.16675788110952,Increase in aging
CD4T__TNFSF10__B__CCR6,0.7028927443900231,-0.01736281843908702,485,1.0,healthy,aging,aida,all,0.0165357284476971,0.0380587846478951,1.4195450843921469,Inconsistent
CD8T__HLA-C__MONO__LILRA1,1.039506585387635e-12,0.28159498891845564,617,2.542660644456444e-11,healthy,aging,aida,all,5.21320326943328e-13,5.9582866590828795e-12,11.224878606279912,Increase in aging
B__HLA-B__MONO__LILRA1,0.02043737038098921,0.09377043920300158,611,0.06925782765787056,healthy,aging,aida,all,0.0482493748533405,0.0981855164698467,1.0079525710840764,Inconsistent
CD4T__ADAM10__MONO__NOTCH1,0.051278968788840924,-0.08021740388242123,591,0.14990017508633474,healthy,aging,aida,all,0.162008562620136,0.275949256371691,0.5591707719343086,Decrease in aging
CD8T__HLA-C__CD8T__LILRB1,0.0003931485982677093,0.20820917187914012,286,0.002225431950500819,healthy,aging,aida,all,0.0053388540650977,0.0138334903984883,1.8590682270092909,Inconsistent
MONO__APP__B__NCSTN,0.0007889675980204358,-0.14119558408749394,562,0.0041363195423715525,healthy,aging,aida,all,0.0178107809018299,0.0406199404075447,1.3912607180728538,Decrease in aging
CD4T__HLA-B__CD8T__LILRB1,0.009335776487552417,0.15347250656471215,286,0.03593714482206863,healthy,aging,aida,all,0.0187272176778301,0.0424777760286442,1.371838229303508,Increase in aging
B__LGALS9__NK__CD47,0.10096013821759481,-0.06658275527153874,608,0.26124645114540185,healthy,aging,aida,all,0.0985596275252839,0.181393196835136,0.7413790052161939,Inconsistent
CD4T__HLA-C__CD4T__CD8B,0.0298367098230034,0.4532872526116834,23,0.0956198592028313,healthy,aging,aida,all,0.517662830934848,0.709978118262972,0.14875503615992286,Inconsistent
MONO__HLA-C__CD4T__CD8B,0.1052761726937764,0.3465151189539696,23,0.2699443083858126,healthy,aging,aida,all,0.750407809581318,0.926169007584832,0.03330975590538306,Inconsistent
CD4T__HLA-B__MONO__LILRA1,0.0009618836828800868,0.13248594580237,618,0.004951522484623833,healthy,aging,aida,all,0.0005444502092657,0.0017448897231652,2.7582320152000492,Inconsistent
NK__TNF__B__VSIR,0.21362030437542068,-0.1280860364265759,96,0.46025175770574045,healthy,aging,aida,all,0.508417587463362,0.699213857923514,0.15538997287927128,Decrease in aging
CD4T__MFNG__CD4T__NOTCH2,0.19908894412818942,0.0645045300508111,398,0.43562500896769407,healthy,aging,aida,all,,,,Increase in aging
CD8T__HLA-A__CD8T__LILRB1,0.0002988092212416619,0.21232470483672058,286,0.0017588077428782123,healthy,aging,aida,all,0.0033352237076704,0.0090641313141141,2.0426738113770013,Increase in aging
CD8T__MFNG__MONO__NOTCH1,3.060620454030978e-05,-0.17058861484667867,591,0.00022735322107230146,healthy,aging,aida,all,6.04696039795206e-07,3.15982085095491e-06,5.5003375394218645,Decrease in aging
CD8T__HLA-A__MONO__LILRA1,2.9609826349907597e-09,0.23598037153382495,617,4.528525615875102e-08,healthy,aging,aida,all,1.19011544538989e-09,9.15164042952653e-09,8.038501051765673,Increase in aging
B__LGALS9__CD4T__CD47,0.06469765115834004,-0.07478390241795617,611,0.18130559526049236,healthy,aging,aida,all,0.0093391190245378,0.0227612608747986,1.6428036835862792,Inconsistent
MONO__HLA-A__CD4T__CD8B,0.27980074864817567,0.23529414639385093,23,0.5627596037793416,healthy,aging,aida,all,0.933793677758163,1.0,-0.0,Inconsistent
NK__MFNG__MONO__NOTCH1,0.0001237310381262818,-0.1580466354640719,585,0.00080254740435336,healthy,aging,aida,all,3.68389186315763e-05,0.0001463616084679,3.834572826399868,Decrease in aging
MONO__TNFSF13B__CD8T__TFRC,0.002397082254345151,-0.1678593962279669,325,0.011150659076100522,healthy,aging,aida,all,,,,Decrease in aging
B__CLEC2B__MONO__KLRF1,1.0,0.0,3,1.0,healthy,aging,aida,all,0.854394813140597,1.0,-0.0,Inconsistent
NK__ADAM17__B__RHBDF2,0.3633505135022863,0.04261858873670934,457,0.6725307550091177,healthy,aging,aida,all,0.428534718814366,0.61327753069889,0.21234294672983067,Inconsistent
B__LCK__CD8T__CD8A_CD8B,0.0021712559875805494,-0.17350129488338883,310,0.010273497292456711,healthy,aging,aida,all,0.0166114237159144,0.038136756225616,1.4186562492350983,Inconsistent
CD4T__HLA-A__NK__ERBB2,2.3983377751593425e-10,0.273862367507304,517,4.300126491529627e-09,healthy,aging,aida,all,3.56679762701835e-08,2.25446829808761e-07,6.646955867282413,Inconsistent
B__ITGB2__MONO__CD226,1.0,0.0,4,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
