gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
CD4T__HLA-B__CD8T__CD3D,4.938485306216851e-09,-0.2319796294287026,621,7.252602575949082e-08,healthy,aging,aida,all,7.53441709331097e-14,9.57291674343014e-13,12.018955718170929,Inconsistent
NK__HLA-C__CD8T__CD8B,9.389054696297601e-11,-0.2566649667635338,618,1.7693098735089382e-09,healthy,aging,aida,all,6.981296778597659e-28,3.75788942727526e-26,25.42505600279608,Inconsistent
CD8T__HLA-B__CD8T__CD8B,3.820847581859244e-09,-0.23361988665001332,621,5.771902062820907e-08,healthy,aging,aida,all,4.450830053315401e-16,6.94107640090246e-15,14.15857317526228,Inconsistent
NK__B2M__NK__KIR3DL1,0.13148974180382247,-0.06616426889502558,521,0.3215508847329169,healthy,aging,aida,all,0.383273679502407,0.560621006592344,0.2513306331611498,Inconsistent
B__CD70__B__CD27,0.05978130304815441,0.1354006466365189,194,0.17017513896597944,healthy,aging,aida,all,0.0887816286763014,0.166270420184648,0.7791850057005656,Inconsistent
MONO__HLA-B__NK__KLRD1,0.07624991350334415,-0.0714268007259641,617,0.20723256477159796,healthy,aging,aida,all,4.38093973693964e-05,0.0001725490505359,3.763087426103899,Inconsistent
NK__HLA-C__CD8T__CD8A,0.21247069169334715,0.0502236926979603,618,0.4579868688470252,healthy,aging,aida,all,9.82081998979168e-05,0.000362559180449,3.440621093521461,Increase in aging
CD8T__HLA-B__CD8T__CD8A,0.10879079962806297,0.06441527070953619,621,0.27711642650086243,healthy,aging,aida,all,2.9638051054839904e-14,3.93549293317052e-13,12.405000863114738,Increase in aging
B__HLA-B__CD4T__CD3D,2.745084171573318e-08,-0.22173427441669225,615,3.5700592914457925e-07,healthy,aging,aida,all,1.63607570211657e-14,2.22559645782488e-13,12.652553578558145,Inconsistent
MONO__HLA-B__CD8T__CD3D,1.0546321495744589e-14,-0.3037884772037736,620,3.3151351867687356e-13,healthy,aging,aida,all,4.35205392841326e-17,7.46108971425918e-16,15.12719773789896,Inconsistent
CD8T__B2M__NK__KIR3DL1,0.34786294489425407,-0.04120856438628705,521,0.6521988766329581,healthy,aging,aida,all,0.468146688402439,0.656270602672252,0.1829170493209641,Inconsistent
CD4T__HLA-B__CD4T__CD3D,4.3997321845758234e-05,-0.16304101427758202,622,0.00031615585260176657,healthy,aging,aida,all,1.46063157800099e-12,1.60349159637565e-11,10.794933311792446,Inconsistent
MONO__S100A9__NK__ITGB2,2.9071760774521965e-10,-0.25023448026199235,617,5.1376338957271235e-09,healthy,aging,aida,all,2.58372941999227e-09,1.89650285578905e-08,7.722046498992041,Inconsistent
B__HLA-B__CD8T__CD8B,4.5055261768279785e-13,-0.28659344847719637,614,1.1516374348867915e-11,healthy,aging,aida,all,5.37827852995926e-27,2.49293169638667e-25,24.603289620529015,Inconsistent
NK__HLA-A__CD8T__CD8B,2.0944135358837494e-13,-0.28959773138205713,618,5.7090157895104276e-12,healthy,aging,aida,all,1.26747860388642e-23,4.28716073719961e-22,21.36783023331461,Inconsistent
CD4T__B2M__NK__KIR3DL1,0.19321306881353278,-0.05709428210998026,521,0.42592209469578235,healthy,aging,aida,all,0.452710211292548,0.639646434583826,0.1940600165462995,Inconsistent
B__HLA-B__CD8T__CD8A,0.5152262672188097,-0.02631005035835824,614,0.8599133384422384,healthy,aging,aida,all,0.0008169628357852,0.0025291997253809,2.5970168740142703,Inconsistent
B__CCL5__CD4T__DPP4,0.5230440857063057,0.03247732461952298,389,0.8672787118097598,healthy,aging,aida,all,0.330874292938441,0.497067892649712,0.30358428855159864,Inconsistent
NK__HLA-B__NK__KIR3DL1,0.1269176268049801,-0.06695726708707872,521,0.3117860023972025,healthy,aging,aida,all,0.189545187475531,0.314297187314511,0.5026595055215641,Inconsistent
CD4T__HLA-B__CD8T__CD8B,1.2562113665278758e-10,-0.2543771633032076,621,2.3199083411353548e-09,healthy,aging,aida,all,7.94781644574268e-24,2.74391511223364e-22,21.561629328409442,Inconsistent
MONO__S100A9__MONO__ITGB2,5.953815921264166e-13,-0.2836047993965504,621,1.50619308939652e-11,healthy,aging,aida,all,2.4457273926722097e-11,2.30570834796932e-10,9.637195628037892,Inconsistent
B__B2M__NK__KIR3DL1,0.1350451184974032,-0.06587995315610906,516,0.3275043632108724,healthy,aging,aida,all,0.359656955678423,0.532360354856944,0.273794294121389,Inconsistent
MONO__S100A8__MONO__CD69,1.5709915668689875e-12,-0.3788176040233129,325,3.7314838278010324e-11,healthy,aging,aida,all,5.952595049837319e-11,5.3607254412513e-10,9.270776435341936,Inconsistent
NK__HLA-A__CD8T__CD8A,0.8689961486952047,0.00664799314569029,618,1.0,healthy,aging,aida,all,0.0005336402072809,0.0017124377420821,2.766385208893463,Increase in aging
MONO__B2M__NK__KIR3DL1,0.11535482541521982,-0.06913337156638547,520,0.28915035471402406,healthy,aging,aida,all,0.272968704909455,0.425562546489172,0.37103660103451575,Inconsistent
CD4T__HLA-B__CD8T__CD8A,0.754448374624678,0.012576240882115917,621,1.0,healthy,aging,aida,all,9.83529343193518e-06,4.3000418270976e-05,4.366527319957778,Increase in aging
MONO__HLA-B__CD4T__CD3D,2.787935276252564e-08,-0.22057812719107675,621,3.619416148625253e-07,healthy,aging,aida,all,5.3449169536624296e-11,4.85612619782875e-10,9.313710035625446,Inconsistent
MONO__VIM__MONO__CD44,0.524150949520281,0.025607722646449227,621,0.8683343942826452,healthy,aging,aida,all,0.0095229379304776,0.0231304353614611,1.6358161928540762,Inconsistent
B__CD70__MONO__CD27,1.0,0.0,1,1.0,healthy,aging,aida,all,1.0,1.0,-0.0,Inconsistent
NK__HLA-C__NK__KIR3DL1,0.31560937270769984,-0.04404952871856988,521,0.6107955033250665,healthy,aging,aida,all,0.635316751748591,0.825647886618236,0.0832051264109683,Inconsistent
CD8T__HLA-C__CD8T__CD8B,5.997767538469652e-07,-0.1986934680309392,621,6.222683821162264e-06,healthy,aging,aida,all,2.31454309438613e-12,2.4704909873127797e-11,10.607216726137029,Inconsistent
CD8T__HLA-B__NK__KIR3DL1,0.3250936724176653,-0.04319539507679549,521,0.6235956785638258,healthy,aging,aida,all,0.146880112597654,0.254246833908663,0.5947444465647389,Inconsistent
NK__HLA-A__MONO__APLP2,3.0734166270588133e-09,-0.23574392709966355,617,4.690770376876747e-08,healthy,aging,aida,all,2.76552029986294e-12,2.92071616479196e-11,10.534510645715264,Inconsistent
MONO__S100A8__NK__ITGB2,1.8088403805769472e-07,-0.20818426970714574,617,2.062022205450912e-06,healthy,aging,aida,all,4.78742069588809e-07,2.56593447576186e-06,5.590754438053994,Inconsistent
CD8T__HLA-C__CD8T__CD8A,0.00018246797064231084,0.14962180457020616,621,0.0011355441441741787,healthy,aging,aida,all,3.7452461911104496e-18,7.10178122450716e-17,16.14863271058309,Increase in aging
NK__B2M__CD8T__KLRD1,1.6165146589405858e-13,0.2924972266474247,611,4.495022119158128e-12,healthy,aging,aida,all,6.78344695080518e-31,4.7828078078493997e-29,28.32031707044886,Increase in aging
MONO__HLA-B__CD8T__CD8B,2.8617121145054497e-13,-0.2875697867090494,620,7.522942131619842e-12,healthy,aging,aida,all,1.33625340015509e-19,3.0405838732619998e-18,17.5170430122505,Inconsistent
B__MFNG__NK__NOTCH1,0.5301034440867076,0.028143098101536656,500,0.8749696655906519,healthy,aging,aida,all,0.187052269030318,0.310703235633716,0.5076542240203671,Inconsistent
MONO__HLA-B__CD8T__CD8A,0.9301775211336774,-0.003526068402646228,620,1.0,healthy,aging,aida,all,9.70325888390667e-06,4.24973875527881e-05,4.371637766568053,Inconsistent
CD8T__HLA-A__CD8T__CD8B,5.194951234385051e-10,-0.24597802849333894,621,8.883126103796846e-09,healthy,aging,aida,all,1.8144691956837198e-12,1.97891781995483e-11,10.703572240700728,Inconsistent
B__HLA-B__NK__KIR3DL1,0.12032255779640928,-0.06847133153142905,516,0.2991661845984771,healthy,aging,aida,all,0.186569482732922,0.310184932102627,0.5083793027945689,Inconsistent
MONO__S100A8__MONO__ITGB2,4.8140336219465765e-11,-0.25988470402860353,621,9.533851572471678e-10,healthy,aging,aida,all,1.03735142688362e-09,8.07617611660868e-09,8.09279421899569,Inconsistent
NK__HLA-A__NK__KIR3DL1,0.1885756222681168,-0.05769321547409057,521,0.4176935897135169,healthy,aging,aida,all,0.457972004827,0.646075083765947,0.18971700743779868,Inconsistent
NK__HLA-E__NK__KLRC2_KLRD1,0.46842793707734454,-0.030563191924726132,565,0.8064034423654961,healthy,aging,aida,all,0.800509836758149,0.973603557534328,0.011617847868885934,Inconsistent
CD8T__ADA__CD4T__DPP4,2.292062679607422e-13,0.2983278192501347,579,6.1945035721552624e-12,healthy,aging,aida,all,1.13309058661076e-12,1.2549228930472198e-11,10.901382957970092,Increase in aging
CD8T__HLA-A__CD8T__CD8A,0.023344355491689665,0.09099620545424199,621,0.07767781712482504,healthy,aging,aida,all,2.0117457451586499e-13,2.45031610712024e-12,11.610777885136537,Increase in aging
CD4T__HLA-B__NK__KIR3DL1,0.1781204098171922,-0.059084445326381976,521,0.40113977431345,healthy,aging,aida,all,0.170058187734405,0.287478379487468,0.5413948119217113,Inconsistent
CD8T__B2M__CD8T__KLRD1,1.5605389974378163e-14,0.3033235208314122,614,4.803208989197145e-13,healthy,aging,aida,all,7.978597119454199e-34,6.88635468620478e-32,31.162010612433765,Increase in aging
B__RGMB__MONO__BMPR2,0.7700649409900878,-0.04534716853867609,44,1.0,healthy,aging,aida,all,0.971267838931601,1.0,-0.0,Inconsistent
MONO__S100A9__CD8T__ITGB2,1.804882841032385e-05,0.17127201294567934,620,0.00013946307057224086,healthy,aging,aida,all,7.18504616085949e-21,1.84453031185962e-19,18.734114203454148,Increase in aging
CD8T__HLA-C__NK__KIR3DL1,0.7870113743236663,-0.011865476006548609,521,1.0,healthy,aging,aida,all,0.608663220035794,0.800780047174556,0.09648675659510215,Inconsistent
NK__B2M__NK__KIR2DL1,0.0002766729404391135,-0.167167972021101,469,0.001640275289746173,healthy,aging,aida,all,0.0021158330587482,0.0059841018599398,2.2230010226246644,Decrease in aging
CD8T__HLA-A__MONO__APLP2,0.001026142307636167,-0.13155087758936002,620,0.005260314522212607,healthy,aging,aida,all,9.05702326051282e-10,7.117654386519181e-09,8.147663103951125,Inconsistent
MONO__IL18__NK__IL18R1_IL18RAP,0.03130625237632991,-0.09944241749482219,469,0.09976673265916698,healthy,aging,aida,all,0.0371994220727283,0.0781453239177835,1.1070970043045771,Inconsistent
MONO__HLA-B__NK__KIR3DL1,0.16654965841892166,-0.06075520010361212,520,0.38197618154727075,healthy,aging,aida,all,0.278562981388629,0.432755699677038,0.3637572034710891,Inconsistent
CD4T__B2M__CD8T__KLRD1,9.25597404552278e-14,0.2946037519389458,614,2.6399181573079833e-12,healthy,aging,aida,all,5.41342255393067e-32,4.2343114539026496e-30,29.37321720070098,Increase in aging
CD4T__HLA-C__CD8T__CD8B,3.1990446913201056e-09,-0.23474820904781807,621,4.872441883460128e-08,healthy,aging,aida,all,1.4078640121532202e-25,5.68368326196696e-24,23.245370132259833,Inconsistent
NK__HLA-B__CD8T__KLRD1,1.3819122795612076e-12,0.28142546282057657,611,3.314346106856701e-11,healthy,aging,aida,all,9.49142900105853e-29,5.33866219992124e-27,26.272567557949248,Increase in aging
B__PSEN1__NK__NOTCH1,0.6957722617355535,-0.01946485605227128,406,1.0,healthy,aging,aida,all,0.384807097019646,0.562600562990755,0.24979983757491328,Inconsistent
B__HLA-C__CD8T__CD8B,1.8073201410578665e-10,-0.2536465035252185,614,3.3046222480184305e-09,healthy,aging,aida,all,7.21246615774748e-27,3.28232778051672e-25,24.483818051509132,Decrease in aging
CD8T__B2M__NK__KIR2DL1,0.0035089936300873492,-0.13454307772613638,469,0.015530818421483072,healthy,aging,aida,all,0.0135284773861086,0.0317355003724741,1.498454649790824,Inconsistent
MONO__VIM__CD4T__CD44,0.0029708760208530948,0.11902726904457554,621,0.013488544047966695,healthy,aging,aida,all,0.0029838399435814,0.0081892010732285,2.086758465322937,Inconsistent
CD8T__HLA-A__NK__KIR3DL1,0.4811384136379915,-0.03093041795372403,521,0.8213934507843409,healthy,aging,aida,all,0.388559000077905,0.567036312723224,0.24638912821407138,Inconsistent
CD8T__HLA-E__NK__KLRC2_KLRD1,0.7075306343634866,-0.01581775640657874,565,1.0,healthy,aging,aida,all,0.804497228998082,0.976555074773132,0.010303258781062773,Inconsistent
B__B2M__CD8T__KLRD1,8.906598709646492e-13,0.28463034210585253,607,2.2004362765270447e-11,healthy,aging,aida,all,2.1199411579053898e-30,1.39637176795715e-28,27.85499894039665,Increase in aging
B__TNF__NK__NOTCH1,0.9630613194770058,-0.0035364066526497903,174,1.0,healthy,aging,aida,all,,,,Decrease in aging
CD4T__HLA-C__CD8T__CD8A,0.07020800321668064,0.07270583116490736,621,0.1938790728080822,healthy,aging,aida,all,2.10696839767235e-05,8.68105662448376e-05,4.061427410969282,Increase in aging
MONO__LGALS1__B__CD69,0.01474667355493365,0.09837317964006406,614,0.05313837929282676,healthy,aging,aida,all,9.7808551268462e-06,4.27997908784896e-05,4.368558352962059,Inconsistent
B__HLA-C__CD8T__CD8A,0.4172420430640149,0.03279600772079076,614,0.7434073738817845,healthy,aging,aida,all,0.0040383434573384,0.0107668904115352,1.967909707297033,Inconsistent
CD4T__HLA-A__CD8T__CD8B,2.137536304090477e-11,-0.2644481025219126,621,4.373955866569627e-10,healthy,aging,aida,all,1.53045104674482e-17,2.7559129280592003e-16,15.559734507904029,Inconsistent
MONO__B2M__CD8T__KLRD1,9.497258552004099e-13,0.2829508298778888,613,2.338541630788476e-11,healthy,aging,aida,all,3.31577998154393e-27,1.5960379411162402e-25,24.796956788786314,Increase in aging
CD4T__PSEN1__NK__NOTCH1,0.017571917772782053,-0.1633394335397524,211,0.06143102536088075,healthy,aging,aida,all,0.0885880016537438,0.165969886331827,0.7799707034437013,Inconsistent
NK__TGFB1__B__CXCR4,0.0036295591938126795,-0.11740963590378875,612,0.015968763409585626,healthy,aging,aida,all,0.0003701499636504,0.0012295757916616,2.9102446959729176,Inconsistent
MONO__CXCL8__B__CD79A,0.8499019710259098,0.0081098871114322,547,1.0,healthy,aging,aida,all,0.0749604890862195,0.143445033778905,0.8433144828990037,Inconsistent
MONO__S100A9__MONO__CD68,5.939688772547519e-12,-0.271473413170253,621,1.298120738544631e-10,healthy,aging,aida,all,1.68752385263405e-11,1.61834184028469e-10,9.790929737563802,Inconsistent
CD4T__B2M__NK__KIR2DL1,0.0007883582566878078,-0.15448566873355,469,0.0041363195423715525,healthy,aging,aida,all,0.0062303477203547,0.0158965956616188,1.7986958721370856,Decrease in aging
B__CD38__CD4T__PECAM1,0.3002276599626515,-0.08039570028443532,168,0.5905578995265273,healthy,aging,aida,all,0.661465851341525,0.850140706499532,0.07050918840447334,Inconsistent
MONO__VIM__CD8T__CD44,0.010823226991928166,0.10228227471921589,620,0.040875918422662326,healthy,aging,aida,all,0.0013706207031478,0.0040527626934188,2.3922488253123424,Inconsistent
CD4T__HLA-A__CD8T__CD8A,0.27479839847376536,0.043890927795766276,621,0.5559944589224061,healthy,aging,aida,all,2.55673923452466e-07,1.4380940009023e-06,5.842212725400353,Increase in aging
CD8T__HLA-B__CD8T__KLRD1,1.5131936393215455e-13,0.292142893837218,614,4.2340762930561576e-12,healthy,aging,aida,all,2.2256245775765897e-34,2.02572302460881e-32,31.693419935632768,Increase in aging
CD4T__APP__CD8T__PTGER2,6.434384477611514e-31,0.4477294053696436,600,1.9012319254446502e-28,healthy,aging,aida,all,5.86474183731415e-32,4.5167534827068694e-30,29.345173611900783,Increase in aging
NK__TGFB1__CD8T__CXCR4,0.010560015380940174,-0.10279038669824653,618,0.0400035044200026,healthy,aging,aida,all,0.0010736667641946,0.0032339204702515,2.4902706646261605,Inconsistent
MONO__S100A8__CD8T__ITGB2,0.003139484671420692,0.11844623989562579,620,0.014106674737095287,healthy,aging,aida,all,2.3077040092767003e-16,3.6908518435907805e-15,14.432873387695805,Increase in aging
NK__HLA-E__NK__KLRK1,0.5576811883866005,0.02362855443809952,618,0.904808025172813,healthy,aging,aida,all,1.3429435437837898e-11,1.30535458410235e-10,9.88427150135113,Inconsistent
B__TNF__CD8T__TNFRSF1A,0.7816490520243733,0.02086059938110954,179,1.0,healthy,aging,aida,all,0.974207843999976,1.0,-0.0,Inconsistent
B__B2M__NK__KIR2DL1,0.0004915318278421151,-0.16135060197428114,463,0.0027056226618999285,healthy,aging,aida,all,0.0041915065876094,0.0111078252925215,1.954370959592517,Decrease in aging
MONO__S100A9__CD4T__ITGB2,2.9180740451539495e-07,-0.20404813612637987,621,3.2077102636238434e-06,healthy,aging,aida,all,4.4013168790533e-06,2.03444065526692e-05,4.691554974017137,Inconsistent
MONO__HLA-C__CD8T__CD8B,8.983213407823807e-09,-0.2282860735187772,620,1.266642403365753e-07,healthy,aging,aida,all,6.81799413388317e-15,9.48079962061643e-14,13.023155032263587,Inconsistent
CD4T__HLA-E__NK__KLRC2_KLRD1,0.5105380286512842,-0.02773837863563156,565,0.8545987803414993,healthy,aging,aida,all,0.701780562709874,0.883135620142189,0.05397259817023416,Inconsistent
MONO__ADAM15__NK__ITGA5,0.0428728007589844,0.08353916130891015,588,0.1295706686465732,healthy,aging,aida,all,0.0908533758598999,0.169516213028199,0.7707887582753584,Inconsistent
MONO__B2M__NK__KIR2DL1,0.0002664300491100289,-0.16778547553556705,468,0.0015846366930561864,healthy,aging,aida,all,0.0020270853442071,0.0057510027905229,2.240256421672245,Inconsistent
MONO__VIM__NK__CD44,0.7873695946022544,-0.010880578830622684,617,1.0,healthy,aging,aida,all,6.78409331116726e-08,4.16701486082249e-07,6.380174950715821,Decrease in aging
B__HLA-B__CD8T__KLRD1,1.519079995082697e-11,0.2692952110529943,607,3.1568546200879216e-10,healthy,aging,aida,all,3.57003748945592e-26,1.5540528410622901e-24,23.808534218359032,Increase in aging
MONO__ADAM15__MONO__ITGA5,0.0002390795428478556,-0.1485879563805642,607,0.0014370061700708782,healthy,aging,aida,all,0.0026005869054205,0.0072365414388744,2.1404689466327778,Decrease in aging
NK__HLA-E__CD8T__CD8B,2.06215169818544e-11,-0.2652688822432565,618,4.23142072069329e-10,healthy,aging,aida,all,8.47400294110726e-27,3.8216989840705404e-25,24.417743523117075,Inconsistent
B__HLA-E__NK__KLRC2_KLRD1,0.5291610577223794,-0.026670978560555916,559,0.8738906177945935,healthy,aging,aida,all,0.770135667028365,0.944463289844193,0.024814917919951485,Inconsistent
CD4T__HLA-B__CD8T__KLRD1,3.0034666468414048e-12,0.2766414195589228,614,6.911715925301388e-11,healthy,aging,aida,all,7.30374672411014e-30,4.68750719242248e-28,27.329058052890467,Increase in aging
NK__HLA-C__NK__KIR2DL1,0.0018590852214355757,-0.1433325146374357,469,0.008940795918453514,healthy,aging,aida,all,0.0086931348123104,0.0214268010194122,1.6690426634575521,Decrease in aging
CD4T__HLA-A__MONO__APLP2,7.662643212808694e-07,-0.19683910973866597,621,7.732779428007899e-06,healthy,aging,aida,all,1.3455113172129698e-11,1.30535458410235e-10,9.88427150135113,Inconsistent
CD4T__S100A9__MONO__TLR4,0.01071227688529906,-0.13147264359761732,376,0.040517966897954,healthy,aging,aida,all,0.0520207387193668,0.10475294369636,0.9798337639404492,Inconsistent
CD4T__HLA-C__NK__KIR3DL1,0.43004077175998767,-0.034644891311641765,521,0.7578496316316599,healthy,aging,aida,all,0.674245949059784,0.860542130830127,0.06522786242051895,Inconsistent
B__HLA-A__CD8T__CD8B,1.2578990375854476e-15,-0.3151783996939351,614,4.6460500953218506e-14,healthy,aging,aida,all,3.21910343598576e-24,1.15105941432462e-22,21.938902258779095,Inconsistent
MONO__HLA-C__CD8T__CD8A,0.06962933962121177,0.07291474987391755,620,0.19281105629956818,healthy,aging,aida,all,2.02488548675148e-05,8.37733615427926e-05,4.076894057433395,Increase in aging
MONO__COPA__B__CD74,1.6714569181082014e-15,-0.31386667708929006,614,5.993714686439458e-14,healthy,aging,aida,all,2.12553178088177e-16,3.42135437141291e-15,14.465801940846035,Inconsistent
NK__PSEN1__NK__NOTCH1,0.4300106517696247,-0.04520187215664577,307,0.7578496316316599,healthy,aging,aida,all,0.946052301769606,1.0,-0.0,Inconsistent
B__HLA-C__NK__KIR3DL1,0.32910104865713585,-0.0430472347180434,516,0.6288951866563184,healthy,aging,aida,all,0.687573521354754,0.870509116818891,0.060226676168242725,Inconsistent
CD4T__VIM__MONO__CD44,0.0042449533312048345,0.11459488429392682,621,0.018241692994537588,healthy,aging,aida,all,4.07526019699491e-08,2.55648528147325e-07,6.592356703306445,Inconsistent
MONO__HLA-A__CD8T__CD8B,8.044772965957277e-15,-0.3050745095920474,620,2.5725860562565545e-13,healthy,aging,aida,all,3.0040174195548098e-18,5.73973710011122e-17,16.241107999341708,Inconsistent
NK__HLA-E__CD8T__CD8A,0.31491380568169625,0.04049100815730386,618,0.6104088907296484,healthy,aging,aida,all,5.6400776468361106e-09,3.97665192958614e-08,7.400482420498929,Increase in aging
B__HMGB1__B__CXCR4,0.0013152021513344598,-0.1292653014597447,615,0.006568896749092397,healthy,aging,aida,all,1.86652881376661e-07,1.07277189916368e-06,5.969492611179938,Inconsistent
MONO__HLA-B__CD8T__KLRD1,2.297676971396429e-13,0.2902600499018207,613,6.1945035721552624e-12,healthy,aging,aida,all,4.54726414957052e-29,2.67807109797059e-27,26.572177897433633,Increase in aging
B__TNF__CD8T__TRADD,0.13306984066436828,0.10475043766205154,207,0.3239617606168834,healthy,aging,aida,all,0.672107288168883,0.858746575950339,0.06613498157587282,Inconsistent
CD8T__VIM__MONO__CD44,0.49268264104372217,-0.02760281591528522,620,0.8335883347205625,healthy,aging,aida,all,0.0505206933877864,0.102143211267875,0.9907904925349638,Inconsistent
NK__HLA-A__NK__KIR2DL1,0.00044154021955681634,-0.1616212134404592,469,0.002474702277591959,healthy,aging,aida,all,0.0036606792311852,0.0098364789217999,2.007160334342485,Decrease in aging
B__HLA-A__CD8T__CD8A,0.4278056687334637,-0.03205804710190731,614,0.7558165538780389,healthy,aging,aida,all,0.0588540474477285,0.11668251941518,0.9329942021394586,Inconsistent
NK__B2M__NK__KIR2DL3,0.6125725603560481,-0.021143768644233178,576,0.959226303590223,healthy,aging,aida,all,0.649733493313538,0.839155280579869,0.07615766818304052,Inconsistent
NK__LGALS1__B__CD69,0.00016442194857992806,0.15174814490734181,612,0.0010345697905961913,healthy,aging,aida,all,1.79863023055661e-09,1.35601550213349e-08,7.867735345533448,Inconsistent
NK__COPA__B__CD74,0.6800149488204859,0.016704997671517802,612,1.0,healthy,aging,aida,all,0.584228728847815,0.777005583584527,0.10957586033520347,Inconsistent
