ensembl_id,mean_expr,detection_rate,cv,p90_expr,donor_variance_ratio,tau_cell_type,tau_cell_type_max,tau_cell_type_min,tau_cell_type_range,tau_cell_type_variance,n_expressing_cell_types,cell_type_selectivity,peak_cell_type_expr,dominant_peak_celltype,tissue_tau,tissue_entropy,n_tissues_expressing,n_tissues_high_tau,bimodality_score,bimodality_max_celltype,bimodality_mean_celltype,n_bimodal_celltypes,variance_within_celltype_max,outlier_cell_fraction,ae_risk_cardiac,ae_risk_hepatic,ae_risk_renal,ae_risk_neural,ae_risk_immune,ae_risk_hematopoietic,ae_risk_gi,ae_risk_dermal,ae_risk_pulmonary,ae_risk_endocrine,ae_risk_reproductive,ae_risk_musculoskeletal,ae_risk_ocular,overall_safety_risk,multi_system_ae_count,attrition_risk_phase1,attrition_risk_phase2,attrition_risk_phase3,rare_celltype_enrichment,critical_rare_expr_max
ENSG00000005339,0.64178836,0.5900974628897342,1.0371623463906634,1.5133187978355973,0.08412179418642739,0.4511940219800034,0.63411797975239,0.29835575505306844,0.3357622246993216,0.008411131722242433,20.25925925925926,0.39627118872750766,1.2010714,neutrophil,0.41644921669593227,4.7034759521484375,27,0,0.20983506954927708,0.3348998643997254,0.21463183127135058,0.037037037037037035,0.7516368,0.003436550365269248,0.15405786790027887,0.019734191788227815,0.005050026313848042,0.019135360594041837,0.39758521907734057,0.07602297921171562,0.028366000407419927,0.200368254428094,0.01703959225285887,0.011922093413904832,0.010514541368220741,0.09154760849062317,0.007794819638669887,1.0391385548852443,13,0.0865949406137026,0.09089914760373644,0.07196388313028636,1.0029242624951695,0.44171956
ENSG00000005381,0.013388253,0.008358009860076607,31.482827595280263,0.01503739390108328,0.01983978803095139,0.9301507518601241,0.995914550054641,0.7905507840608296,0.20536376599381145,0.0024515119254625043,3.4074074074074074,0.2466945797557107,0.30550104,hematopoietic precursor cell,0.9863762488731971,1.7512236833572388,27,27,0.35361444798072755,0.4691972951253858,0.3251885189159518,0.5925925925925926,0.5481474,0.004570159721140719,1.0722305715004866e-05,2.643007331244301e-06,1.1520318720422458e-05,1.437021620544343e-05,0.0007943353772983499,0.004307740046640069,3.757202113894265e-07,4.232072750614211e-05,2.321701521813047e-07,2.6274907383374883e-08,3.1746128709124234e-06,6.698597259236156e-06,1.5266954377908922e-06,0.005195686070255571,2,0.00216244688488468,0.0001636446747414189,8.649048668809574e-06,8.230522422560421,0.16505687
ENSG00000005844,0.14129044,0.13033565077969878,4.039001671516723,0.38431269747239577,0.04477978790390966,0.7924491615047411,0.9380078911781311,0.5273055596785112,0.4107023314996199,0.010012991709467869,16.0,0.7004723451864457,0.820258,natural killer cell,0.7589566891009991,4.164008140563965,27,22,0.21645412929941635,0.4796054082915838,0.27762773121960815,0.2962962962962963,0.5907489,0.027451352304106395,0.00046662163934237463,0.00029686469673212467,0.00010871508935608176,0.0006132257768169717,0.06888435549663496,0.0068954504159320735,0.00032274125324572043,0.0009351633918513986,9.199053588696653e-05,1.5218027861037442e-05,0.0001920903828565517,0.0002664448421495705,0.00014267452716064754,0.07923155607582649,4,0.0037315802623100326,0.01395791797449988,0.0003905362987455384,1.3705707131861864,0.089881875
ENSG00000005882,0.07270587,0.11671481933147472,3.7780287572508935,0.20125035908487113,0.014995304969666863,0.7135594425346489,0.8805968843657395,0.5696724841469213,0.3109244002188182,0.00682641017852156,18.59259259259259,0.20215853620670246,0.20430747,smooth muscle cell,0.765590814443735,4.45287561416626,27,16,0.28495372701895294,0.47422279004083173,0.28359092465352115,0.25925925925925924,0.16371705,0.028832014586083785,0.024148337973376437,0.0014701030312513628,0.0024016132636399657,0.0014717566605695126,0.009546192249815566,0.005387275371377333,0.003002122336990289,0.012705971508297102,0.0007810302999927266,0.001327838810913892,0.0003386118705285964,0.013541961954491442,0.0005571425221121942,0.07667995785335643,12,0.006135468688445174,0.0033647739446807847,0.010389852128611364,0.9415725256367588,0.06954711
ENSG00000005961,0.015832346,0.0216902584745557,9.97333030863701,0.009551612536112473,0.003895469834086791,0.7667088845517701,0.980131062594327,0.6011973789760044,0.3789336836183226,0.012990691170369224,10.592592592592593,0.22977658753596936,0.2945899,natural killer cell,0.8378127171443059,4.110775947570801,27,19,0.28964354673273957,0.4502217898495251,0.2829989276741862,0.2222222222222222,0.23484367,0.013779294447121823,0.0010475220847118245,3.7879537187021742e-06,2.535053398560194e-05,0.0002544396767710694,0.001859347770554556,0.003925856692934611,7.313234896649514e-05,0.002118180353661248,4.4679492359907555e-05,1.62448295522868e-05,0.0005766940958729809,0.0005500176265242811,0.00017783706897112945,0.010673090528584695,6,0.002408504121889504,0.0003813686911659429,0.0005059011183432609,2.2634909985457226,0.16239807
ENSG00000006071,0.007502263,0.0097419434023614,18.503927264714502,0.0,0.001673430253077756,0.9125498528691496,0.995255520469264,0.7511655405948037,0.24408997987446035,0.005539598720376465,3.925925925925926,0.20821262379086308,0.19126816,pericyte,0.8406484310443585,3.6914093494415283,27,27,0.30140423104790093,0.5099329264896757,0.31463312598634363,0.5185185185185185,0.16404778,0.006999790777563917,0.000906631207381201,4.284641588375666e-05,3.053625967684238e-05,9.890334890768277e-05,0.00015967766102881282,0.0002533361094256846,7.831550673718812e-05,0.000507363439934425,1.5164381695500201e-05,0.002213533449026011,3.890305075898856e-06,0.0005330036685172686,5.478790412178458e-06,0.0048486805437024496,3,0.00025163539472088374,6.25196180506936e-05,0.0006167097088664865,12.878408981424048,0.5790976
ENSG00000006116,0.0034428288,0.004750593720221206,24.722410768999286,0.0,0.003037754551870472,0.8960941030540125,0.9964677218733162,0.646925876015111,0.34954184585820525,0.007451481622420181,1.4074074074074074,0.08135669784535093,0.06560591,neutrophil,0.953312507042518,3.3737525939941406,27,26,0.26695221237373884,0.4060334331034021,0.29427073084440075,0.1111111111111111,0.077018894,0.0034315954034532885,4.235620108997857e-05,9.740794234545563e-06,1.8954022546158037e-05,0.0002257289750848079,0.00015810577534053761,5.895602633422109e-05,2.515563291650985e-06,5.4135206793107875e-05,3.638108930057896e-06,2.0943878055967228e-07,0.00021570898896848735,2.7168406782065322e-05,4.083528498196658e-05,0.0008580527931581445,0,4.105972351322741e-05,4.2177758949227716e-05,8.540973862550135e-05,3.122717974385666,0.00028450674
ENSG00000006210,0.07355868,0.07815619437245805,11.690240779886748,0.21029469150084043,0.014120766466815194,0.9172827863178795,0.9993790899004255,0.6106123924255371,0.38876669747488835,0.006171992640413576,7.296296296296297,0.491865594056991,0.4412787,endothelial cell,0.7758351839505709,4.035797595977783,27,26,0.2871510359691798,0.44580068703175824,0.3002319172923315,0.25925925925925924,0.4270499,0.02114854892105745,0.008481721194898473,0.0003171037688333398,3.2006674046949215e-05,0.00016006255644156845,0.000303506792605467,0.0001403249292534073,5.31537972722487e-06,0.001732453715039246,0.00014953264311881113,2.335921751442474e-05,7.741709993528671e-09,0.004956148752239404,6.423341742107761e-05,0.016365776782849388,3,0.00041824782155272034,0.00022885524515184807,0.0034729496952670648,7.811769562173827,0.0011090346
ENSG00000006283,0.009557199,0.013269277769666918,18.161168324332824,0.01883883387954148,0.002487364903870701,0.9092890341153125,0.9865524028909618,0.8028825351170131,0.18366986777394867,0.0022205617372606052,3.740740740740741,0.09381181945406655,0.07191478,fibroblast,0.9407804929293119,3.206587314605713,27,27,0.3025690379923977,0.45548810844837984,0.30472411785890213,0.4074074074074074,0.061316825,0.008171604384509333,0.0011644423954619084,1.132356457032712e-06,1.2356497423496688e-05,0.00011540549709572554,0.0002908188599863467,3.51047236258209e-05,1.3221278444464493e-05,0.0013665189838295779,7.453077297649942e-06,1.9218460001264057e-06,5.155577037446094e-05,0.0006613709181336221,5.143020927264289e-06,0.003726445225057497,3,0.00029482254211216536,6.24368994528347e-05,0.0005020814073730236,1.0467214063821066,0.0
ENSG00000006432,0.06872344,0.097506678441012,4.53379561127036,0.18732405746424644,0.018740638388738216,0.7782795008529957,0.8908500671386719,0.5268075389246787,0.3640425282139932,0.0064831139350848225,15.481481481481481,0.22977938757988567,0.21024524,b cell,0.6610340705284705,4.430274486541748,27,24,0.25645763799364035,0.46809618646841467,0.2738449966221795,0.25925925925925924,0.19051078,0.02889723927660369,0.0008224110120412963,0.0009820552923040609,0.00027376011581105157,0.0005390846222932948,0.011682292645490824,0.0011113142843892291,0.0036210022752802547,0.001328485524218345,0.0017949187298838066,0.000758685218568521,0.0008520812376229428,0.0004489453183705857,0.0010218000559331052,0.02523683633220732,11,0.00190765492962236,0.002909614209993511,0.0009255420593381204,0.990847663373606,0.050884295
ENSG00000006638,0.011231489,0.01594880586674738,12.290436151382087,0.0,0.005247732748391961,0.9148145659126085,0.9850302244487562,0.7930278778076172,0.19200234664113902,0.0024879723948159215,6.703703703703703,0.17027258928635605,0.14040202,endothelial cell,0.8085765105027419,4.07614278793335,27,27,0.23785573793790035,0.4797665184247001,0.3003196473333834,0.2962962962962963,0.12429646,0.0112962698591199,0.003215623809980365,8.025494014349273e-05,1.3652469301876297e-06,0.00019317121058304467,0.0003722982680084347,0.0005048628851788302,4.075101446301885e-06,0.0006593677477066373,1.3573113438788464e-05,6.443586510564727e-06,2.1156584336324268e-06,0.0016767418848262637,5.946331541185277e-06,0.006735839784727728,3,0.00038552752256463315,0.0001149966977524896,0.0013475598685058737,1.923738026236923,0.027157797
ENSG00000007171,0.0041546267,0.006507903846076145,28.386227657472865,0.0,0.0040189609746804885,0.9167981346541879,0.9962884055243598,0.6784544785817465,0.31783392694261337,0.004839984727643372,1.9259259259259258,0.04326715724669786,0.03131357,endothelial cell,0.8917038990901067,3.4874956607818604,27,26,0.2906818242916747,0.40076350683510686,0.30176079574550996,0.07407407407407407,0.032515563,0.004641071101494876,7.777899442354821e-05,4.271825173546912e-06,2.542070681000578e-07,7.152784261330634e-05,4.284775475446547e-05,1.2493218923385705e-05,0.00016870907577062162,3.496957208729995e-05,4.417510431166281e-06,3.831332417984302e-08,4.9854314018971986e-05,4.835563717751092e-05,6.368904280347256e-05,0.0005792073085695759,0,6.385324661033933e-05,1.0781725658096567e-05,5.345728397206243e-05,4.036312342887158,1.1181907e-06
ENSG00000007312,0.097482875,0.08881274173609602,4.995545914807025,0.23706624110539753,0.041922304277502244,0.9093926691350632,0.9640087714562049,0.7973145757402692,0.1666941957159357,0.001953265095775327,13.814814814814815,0.7291385607194365,0.7699952,b cell,0.8557556592501127,4.041996955871582,27,27,0.2502215581179004,0.46317679231811687,0.278956533533761,0.2962962962962963,0.47155914,0.02653397457279158,0.0017113489311883043,0.00014687913030580934,2.0761104855929304e-06,0.00020550358624088223,0.012791725464525087,0.0011126554989138618,3.7332820637987117e-07,0.0019318480383029562,8.57030369445017e-07,1.3289234077800264e-05,7.746341600062476e-06,0.0010062742057059836,1.4260413031212333e-05,0.018944837312953385,5,0.0009428093555794361,0.0026324074912036,0.0007476909778292555,1.7358850953771419,0.08675766
