targetId,n_trials,pct_reached_phase3,n_reached_phase3,pct_reached_phase2,n_reached_phase2,pct_terminated,n_terminated,pct_withdrawn,n_withdrawn,pct_endpoint_primary,n_endpoint_primary,pct_endpoint_secondary,n_endpoint_secondary,pct_endpoint_either,n_endpoint_either,pct_phase1_to_phase2,n_phase1_to_phase2,targetFromSourceId
ENSG00000079999,67.0,50.7,36.0,78.9,56.0,19.7,14.0,12.7,9.0,33.8,24.0,29.6,21.0,33.8,24.0,9.1,1.0,Q14145
ENSG00000080224,82.0,6.6,7.0,63.2,67.0,17.9,19.0,5.7,6.0,14.2,15.0,13.2,14.0,17.0,18.0,6.7,2.0,Q9UF33
ENSG00000080293,8.0,37.5,3.0,75.0,6.0,12.5,1.0,0.0,0.0,25.0,2.0,25.0,2.0,25.0,2.0,0.0,0.0,P47872
ENSG00000080573,48.0,56.2,27.0,89.6,43.0,8.3,4.0,6.2,3.0,54.2,26.0,50.0,24.0,54.2,26.0,25.0,1.0,P25940
ENSG00000080644,28.0,3.4,1.0,65.5,19.0,13.8,4.0,3.4,1.0,27.6,8.0,37.9,11.0,44.8,13.0,14.3,1.0,P32297
ENSG00000080815,53.0,11.1,8.0,54.2,39.0,44.4,32.0,8.3,6.0,1.4,1.0,0.0,0.0,1.4,1.0,16.7,3.0,P49768
ENSG00000080824,115.0,3.0,5.0,36.4,60.0,27.3,45.0,2.4,4.0,4.2,7.0,4.2,7.0,4.8,8.0,9.2,7.0,P07900
ENSG00000081052,49.0,54.0,27.0,86.0,43.0,8.0,4.0,6.0,3.0,52.0,26.0,48.0,24.0,52.0,26.0,16.7,1.0,P53420
ENSG00000081237,6.0,0.0,0.0,30.0,3.0,60.0,6.0,0.0,0.0,30.0,3.0,30.0,3.0,30.0,3.0,0.0,0.0,P08575
ENSG00000081248,355.0,54.4,204.0,76.8,288.0,8.5,32.0,4.5,17.0,44.8,168.0,44.5,167.0,45.3,170.0,14.3,10.0,Q13698
ENSG00000082175,423.0,42.5,200.0,82.0,386.0,17.2,81.0,4.5,21.0,36.3,171.0,35.7,168.0,38.6,182.0,22.2,14.0,P06401
ENSG00000082482,35.0,32.5,13.0,82.5,33.0,5.0,2.0,10.0,4.0,42.5,17.0,30.0,12.0,47.5,19.0,0.0,0.0,O95069
ENSG00000082556,616.0,41.8,283.0,79.6,539.0,7.2,49.0,3.5,24.0,39.9,270.0,39.3,266.0,42.7,289.0,28.6,34.0,P41145
ENSG00000082701,108.0,58.5,72.0,79.7,98.0,14.6,18.0,5.7,7.0,17.1,21.0,13.8,17.0,17.1,21.0,5.0,1.0,P49841
ENSG00000082781,23.0,2.6,1.0,46.2,18.0,25.6,10.0,2.6,1.0,10.3,4.0,10.3,4.0,10.3,4.0,0.0,0.0,P18084
ENSG00000082898,54.0,0.0,0.0,37.7,23.0,24.6,15.0,16.4,10.0,11.5,7.0,11.5,7.0,11.5,7.0,4.0,1.0,O14980
ENSG00000083845,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P46782
ENSG00000084207,8.0,0.0,0.0,62.5,5.0,50.0,4.0,0.0,0.0,25.0,2.0,25.0,2.0,25.0,2.0,33.3,1.0,P09211
ENSG00000084674,5.0,20.0,1.0,100.0,5.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,5.0,100.0,5.0,,0.0,ENSG00000084674
ENSG00000085563,28.0,36.2,17.0,51.1,24.0,12.8,6.0,0.0,0.0,8.5,4.0,6.4,3.0,8.5,4.0,5.0,1.0,P08183
ENSG00000085662,5.0,20.0,1.0,80.0,4.0,20.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,P15121
ENSG00000086205,10.0,10.0,1.0,40.0,4.0,20.0,2.0,0.0,0.0,30.0,3.0,40.0,4.0,40.0,4.0,0.0,0.0,Q04609
ENSG00000086991,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,,0.0,Q9NPH5
ENSG00000087085,247.0,47.8,132.0,77.9,215.0,12.3,34.0,2.5,7.0,27.5,76.0,31.9,88.0,34.8,96.0,22.9,11.0,P22303
ENSG00000087191,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P62195
ENSG00000087237,62.0,53.4,39.0,75.3,55.0,23.3,17.0,0.0,0.0,32.9,24.0,28.8,21.0,32.9,24.0,0.0,0.0,P11597
ENSG00000087245,11.0,27.3,3.0,90.9,10.0,18.2,2.0,0.0,0.0,18.2,2.0,18.2,2.0,18.2,2.0,0.0,0.0,P08253
ENSG00000087494,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P12272
ENSG00000087586,80.0,1.0,1.0,29.7,30.0,22.8,23.0,3.0,3.0,5.9,6.0,5.9,6.0,5.9,6.0,2.0,1.0,O14965
ENSG00000088053,2.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9HCN6
ENSG00000088832,991.0,13.4,170.0,61.0,775.0,18.2,231.0,4.5,57.0,29.1,370.0,29.7,377.0,32.3,410.0,7.0,26.0,P62942
ENSG00000088926,18.0,22.2,4.0,44.4,8.0,0.0,0.0,5.6,1.0,22.2,4.0,22.2,4.0,22.2,4.0,10.0,1.0,P03951
ENSG00000089009,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,Q02878
ENSG00000089022,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Q8IW41
ENSG00000089041,10.0,0.0,0.0,30.0,3.0,10.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q99572
ENSG00000089157,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P05388
ENSG00000089250,12.0,8.3,1.0,41.7,5.0,25.0,3.0,8.3,1.0,16.7,2.0,16.7,2.0,16.7,2.0,0.0,0.0,P29475
ENSG00000089558,49.0,60.7,34.0,96.4,54.0,7.1,4.0,5.4,3.0,42.9,24.0,42.9,24.0,44.6,25.0,0.0,0.0,Q9UQ05
ENSG00000089685,4.0,0.0,0.0,75.0,3.0,0.0,0.0,25.0,1.0,25.0,1.0,25.0,1.0,25.0,1.0,,0.0,ENSG00000089685
ENSG00000089692,32.0,0.0,0.0,32.4,12.0,24.3,9.0,8.1,3.0,8.1,3.0,8.1,3.0,8.1,3.0,0.0,0.0,P18627
ENSG00000090266,681.0,45.6,329.0,76.2,550.0,11.5,83.0,3.7,27.0,42.7,308.0,42.9,310.0,45.2,326.0,25.2,32.0,O95178
ENSG00000090339,9.0,33.3,3.0,66.7,6.0,22.2,2.0,0.0,0.0,0.0,0.0,22.2,2.0,22.2,2.0,50.0,1.0,ENSG00000090339
ENSG00000090402,15.0,20.0,3.0,80.0,12.0,0.0,0.0,6.7,1.0,66.7,10.0,53.3,8.0,66.7,10.0,50.0,1.0,P14410
ENSG00000090932,12.0,25.0,3.0,41.7,5.0,33.3,4.0,8.3,1.0,16.7,2.0,16.7,2.0,16.7,2.0,25.0,1.0,Q9NYJ7
ENSG00000091128,7.0,14.3,1.0,71.4,5.0,42.9,3.0,0.0,0.0,14.3,1.0,14.3,1.0,14.3,1.0,0.0,0.0,A4D0S4
ENSG00000091136,7.0,14.3,1.0,71.4,5.0,42.9,3.0,0.0,0.0,14.3,1.0,14.3,1.0,14.3,1.0,0.0,0.0,P07942
ENSG00000091181,35.0,68.6,24.0,94.3,33.0,14.3,5.0,2.9,1.0,48.6,17.0,54.3,19.0,54.3,19.0,100.0,2.0,Q01344
ENSG00000091831,650.0,38.0,278.0,79.6,583.0,14.9,109.0,4.4,32.0,35.4,259.0,35.2,258.0,38.7,283.0,14.9,17.0,P03372
ENSG00000091879,44.0,19.6,11.0,69.6,39.0,14.3,8.0,3.6,2.0,32.1,18.0,25.0,14.0,32.1,18.0,0.0,0.0,O15123
ENSG00000091972,2.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P41217
ENSG00000092009,3.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,33.3,1.0,100.0,3.0,100.0,3.0,,0.0,P23946
ENSG00000092054,19.0,15.8,3.0,78.9,15.0,10.5,2.0,5.3,1.0,57.9,11.0,52.6,10.0,63.2,12.0,75.0,3.0,P12883
ENSG00000092969,49.0,7.4,4.0,51.9,28.0,37.0,20.0,3.7,2.0,18.5,10.0,16.7,9.0,18.5,10.0,17.6,3.0,P61812
ENSG00000093010,79.0,21.5,17.0,41.8,33.0,6.3,5.0,1.3,1.0,20.3,16.0,17.7,14.0,20.3,16.0,7.3,3.0,P21964
ENSG00000094631,439.0,2.1,12.0,37.6,217.0,25.0,144.0,5.2,30.0,11.1,64.0,9.9,57.0,11.4,66.0,8.7,22.0,Q9UBN7
ENSG00000094755,283.0,50.2,162.0,83.9,271.0,9.6,31.0,5.0,16.0,39.9,129.0,39.9,129.0,43.3,140.0,10.9,5.0,O00591
ENSG00000095015,3.0,0.0,0.0,66.7,2.0,0.0,0.0,0.0,0.0,33.3,1.0,33.3,1.0,33.3,1.0,0.0,0.0,Q13233
ENSG00000095303,1457.0,58.0,891.0,84.4,1297.0,10.3,159.0,4.4,68.0,35.9,552.0,34.9,536.0,37.5,576.0,19.8,36.0,P23219
ENSG00000095464,64.0,31.2,24.0,80.5,62.0,14.3,11.0,2.6,2.0,19.5,15.0,22.1,17.0,26.0,20.0,0.0,0.0,P51160
ENSG00000095596,4.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,1.0,25.0,1.0,0.0,0.0,O43174
ENSG00000096384,115.0,3.0,5.0,36.4,60.0,27.3,45.0,2.4,4.0,4.2,7.0,4.2,7.0,4.8,8.0,9.2,7.0,P08238
ENSG00000096717,14.0,0.0,0.0,21.4,3.0,0.0,0.0,7.1,1.0,7.1,1.0,0.0,0.0,7.1,1.0,40.0,4.0,Q96EB6
ENSG00000096968,442.0,25.5,124.0,70.0,340.0,18.7,91.0,4.1,20.0,46.7,227.0,46.3,225.0,48.4,235.0,18.7,20.0,O60674
ENSG00000097007,729.0,10.3,88.0,61.9,527.0,23.3,198.0,5.1,43.0,24.2,206.0,23.4,199.0,25.1,214.0,14.8,35.0,P00519
ENSG00000097046,6.0,0.0,0.0,0.0,0.0,66.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00311
ENSG00000099250,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O14786
ENSG00000099341,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P48556
ENSG00000099795,681.0,45.6,329.0,76.2,550.0,11.5,83.0,3.7,27.0,42.7,308.0,42.9,310.0,45.2,326.0,25.2,32.0,P17568
ENSG00000099866,11.0,66.7,8.0,100.0,12.0,41.7,5.0,0.0,0.0,58.3,7.0,58.3,7.0,58.3,7.0,,0.0,Q13477
ENSG00000099875,6.0,0.0,0.0,50.0,3.0,50.0,3.0,0.0,0.0,16.7,1.0,16.7,1.0,16.7,1.0,0.0,0.0,Q9HBH9
ENSG00000100030,12.0,0.0,0.0,23.1,3.0,38.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,P28482
ENSG00000100097,3.0,0.0,0.0,75.0,3.0,25.0,1.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P09382
ENSG00000100170,43.0,27.9,12.0,60.5,26.0,11.6,5.0,2.3,1.0,39.5,17.0,41.9,18.0,41.9,18.0,5.9,1.0,P13866
ENSG00000100300,3.0,0.0,0.0,100.0,3.0,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P30536
ENSG00000100311,6.0,50.0,3.0,66.7,4.0,50.0,3.0,0.0,0.0,16.7,1.0,16.7,1.0,16.7,1.0,0.0,0.0,P01127
ENSG00000100316,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P39023
ENSG00000100346,27.0,34.5,10.0,69.0,20.0,37.9,11.0,10.3,3.0,13.8,4.0,13.8,4.0,13.8,4.0,33.3,1.0,Q9P0X4
ENSG00000100368,8.0,0.0,0.0,75.0,6.0,12.5,1.0,0.0,0.0,50.0,4.0,50.0,4.0,50.0,4.0,50.0,1.0,P32927
ENSG00000100385,394.0,9.0,44.0,55.0,269.0,21.1,103.0,5.1,25.0,19.6,96.0,16.4,80.0,21.3,104.0,30.0,48.0,P14784
ENSG00000100387,824.0,13.6,122.0,65.7,590.0,20.0,180.0,5.5,49.0,34.5,310.0,32.5,292.0,35.2,316.0,35.9,75.0,P62877
ENSG00000100429,257.0,1.8,6.0,40.4,135.0,23.7,79.0,5.7,19.0,9.6,32.0,7.5,25.0,9.6,32.0,9.8,14.0,Q969S8
ENSG00000100433,35.0,32.5,13.0,82.5,33.0,5.0,2.0,10.0,4.0,42.5,17.0,30.0,12.0,47.5,19.0,0.0,0.0,P57789
ENSG00000100462,3.0,0.0,0.0,33.3,1.0,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O14744
ENSG00000100479,2225.0,14.7,405.0,67.0,1848.0,18.5,511.0,4.6,127.0,32.1,885.0,31.5,869.0,34.4,948.0,19.0,123.0,P56282
ENSG00000100519,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P62333
ENSG00000100567,14.0,5.9,1.0,23.5,4.0,47.1,8.0,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,P25788
ENSG00000100652,10.0,0.0,0.0,50.0,5.0,0.0,0.0,10.0,1.0,40.0,4.0,40.0,4.0,40.0,4.0,0.0,0.0,Q14973
ENSG00000100739,4.0,0.0,0.0,75.0,3.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P46663
ENSG00000100764,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P62191
ENSG00000100804,730.0,9.3,77.0,57.1,475.0,21.2,176.0,5.9,49.0,27.6,230.0,26.4,220.0,29.3,244.0,22.9,56.0,P28074
ENSG00000100823,2.0,0.0,0.0,66.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,2.0,66.7,2.0,0.0,0.0,P27695
ENSG00000100902,14.0,5.9,1.0,23.5,4.0,47.1,8.0,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,P60900
ENSG00000100985,24.0,16.7,4.0,75.0,18.0,29.2,7.0,4.2,1.0,8.3,2.0,8.3,2.0,8.3,2.0,40.0,2.0,P14780
ENSG00000101017,48.0,0.0,0.0,28.4,19.0,22.4,15.0,1.5,1.0,7.5,5.0,10.4,7.0,10.4,7.0,0.0,0.0,P25942
ENSG00000101162,4267.0,19.1,938.0,69.5,3418.0,17.7,870.0,5.2,258.0,31.3,1541.0,30.1,1483.0,33.6,1652.0,20.0,221.0,Q9H4B7
ENSG00000101180,52.0,11.1,6.0,64.8,35.0,14.8,8.0,5.6,3.0,11.1,6.0,18.5,10.0,20.4,11.0,18.8,3.0,Q9Y5N1
ENSG00000101182,14.0,5.9,1.0,23.5,4.0,47.1,8.0,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,O14818
ENSG00000101188,1.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P30989
ENSG00000101204,415.0,31.7,138.0,69.5,303.0,7.8,34.0,4.4,19.0,28.0,122.0,27.5,120.0,31.2,136.0,56.0,56.0,P43681
ENSG00000101210,13.0,14.3,2.0,78.6,11.0,42.9,6.0,0.0,0.0,14.3,2.0,7.1,1.0,14.3,2.0,100.0,3.0,Q05639
ENSG00000101213,82.0,6.6,7.0,63.2,67.0,17.9,19.0,5.7,6.0,14.2,15.0,13.2,14.0,17.0,18.0,6.7,2.0,Q13882
ENSG00000101266,5.0,0.0,0.0,40.0,2.0,20.0,1.0,0.0,0.0,40.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,P68400
ENSG00000101323,4.0,25.0,1.0,75.0,3.0,25.0,1.0,0.0,0.0,50.0,2.0,50.0,2.0,50.0,2.0,100.0,1.0,ENSG00000101323
ENSG00000101336,220.0,5.4,15.0,49.6,138.0,26.3,73.0,5.8,16.0,18.0,50.0,19.4,54.0,19.4,54.0,11.8,11.0,P08631
ENSG00000101412,1.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Q01094
ENSG00000101470,10.0,18.2,2.0,100.0,11.0,9.1,1.0,0.0,0.0,27.3,3.0,18.2,2.0,27.3,3.0,,0.0,P02585
ENSG00000101665,6.0,50.0,3.0,83.3,5.0,50.0,3.0,16.7,1.0,16.7,1.0,16.7,1.0,16.7,1.0,100.0,1.0,ENSG00000101665
ENSG00000101680,7.0,14.3,1.0,71.4,5.0,42.9,3.0,0.0,0.0,14.3,1.0,14.3,1.0,14.3,1.0,0.0,0.0,P25391
ENSG00000101846,7.0,0.0,0.0,71.4,5.0,42.9,3.0,0.0,0.0,14.3,1.0,28.6,2.0,28.6,2.0,50.0,1.0,P08842
ENSG00000101868,2225.0,14.7,405.0,67.0,1848.0,18.5,511.0,4.6,127.0,32.1,885.0,31.5,869.0,34.4,948.0,19.0,123.0,P09884
ENSG00000101916,31.0,0.0,0.0,31.6,12.0,18.4,7.0,0.0,0.0,13.2,5.0,13.2,5.0,13.2,5.0,5.9,1.0,Q9NR97
ENSG00000101981,47.0,67.3,33.0,87.8,43.0,8.2,4.0,4.1,2.0,67.3,33.0,65.3,32.0,67.3,33.0,0.0,0.0,P00740
ENSG00000101986,2.0,50.0,1.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,2.0,100.0,2.0,,0.0,ENSG00000101986
ENSG00000102001,355.0,54.4,204.0,76.8,288.0,8.5,32.0,4.5,17.0,44.8,168.0,44.5,167.0,45.3,170.0,14.3,10.0,O60840
ENSG00000102010,11.0,0.0,0.0,72.7,8.0,18.2,2.0,0.0,0.0,63.6,7.0,63.6,7.0,63.6,7.0,0.0,0.0,P51813
ENSG00000102057,49.0,60.7,34.0,96.4,54.0,7.1,4.0,5.4,3.0,42.9,24.0,42.9,24.0,44.6,25.0,0.0,0.0,Q9NSA2
ENSG00000102096,9.0,0.0,0.0,0.0,0.0,27.3,3.0,9.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9P1W9
ENSG00000102225,14.0,0.0,0.0,26.7,4.0,20.0,3.0,13.3,2.0,0.0,0.0,6.7,1.0,6.7,1.0,50.0,4.0,Q00536
ENSG00000102245,13.0,0.0,0.0,69.2,9.0,7.7,1.0,23.1,3.0,23.1,3.0,23.1,3.0,23.1,3.0,100.0,3.0,P29965
ENSG00000102287,283.0,50.2,162.0,83.9,271.0,9.6,31.0,5.0,16.0,39.9,129.0,39.9,129.0,43.3,140.0,10.9,5.0,P78334
ENSG00000102312,2.0,0.0,0.0,50.0,1.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9H237
ENSG00000102393,13.0,38.5,5.0,84.6,11.0,15.4,2.0,0.0,0.0,53.8,7.0,61.5,8.0,61.5,8.0,0.0,0.0,P06280
ENSG00000102468,1264.0,68.8,986.0,86.5,1239.0,10.3,147.0,2.9,41.0,39.9,572.0,39.1,561.0,42.2,605.0,20.3,35.0,P28223
ENSG00000102524,87.0,33.0,29.0,83.0,73.0,20.5,18.0,10.2,9.0,33.0,29.0,35.2,31.0,36.4,32.0,64.3,9.0,Q9Y275
ENSG00000102539,10.0,0.0,0.0,70.0,7.0,10.0,1.0,0.0,0.0,30.0,3.0,40.0,4.0,40.0,4.0,100.0,3.0,O43193
ENSG00000102755,1673.0,8.5,162.0,61.2,1170.0,18.9,362.0,4.7,90.0,21.4,410.0,19.9,380.0,22.9,439.0,15.5,90.0,P17948
ENSG00000102854,24.0,0.0,0.0,23.7,9.0,23.7,9.0,5.3,2.0,0.0,0.0,2.6,1.0,2.6,1.0,8.7,2.0,Q13421
ENSG00000102882,12.0,0.0,0.0,23.1,3.0,38.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,P27361
ENSG00000102967,79.0,53.2,42.0,84.8,67.0,19.0,15.0,2.5,2.0,38.0,30.0,35.4,28.0,38.0,30.0,28.6,2.0,Q02127
ENSG00000103035,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P51665
ENSG00000103222,1.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P33527
ENSG00000103546,1022.0,57.7,621.0,84.6,911.0,9.8,106.0,3.2,35.0,40.9,440.0,40.8,439.0,43.3,466.0,15.4,20.0,P23975
ENSG00000103855,5.0,0.0,0.0,57.1,4.0,57.1,4.0,42.9,3.0,28.6,2.0,0.0,0.0,28.6,2.0,,0.0,Q5ZPR3
ENSG00000104267,209.0,62.1,157.0,87.4,221.0,12.6,32.0,2.8,7.0,41.5,105.0,40.7,103.0,43.5,110.0,14.3,4.0,P00918
ENSG00000104321,19.0,21.1,4.0,42.1,8.0,5.3,1.0,0.0,0.0,21.1,4.0,21.1,4.0,21.1,4.0,0.0,0.0,O75762
ENSG00000104365,18.0,15.0,3.0,50.0,10.0,25.0,5.0,5.0,1.0,25.0,5.0,20.0,4.0,25.0,5.0,25.0,2.0,O14920
ENSG00000104368,123.0,48.6,67.0,87.7,121.0,17.4,24.0,8.7,12.0,37.7,52.0,31.2,43.0,38.4,53.0,25.0,2.0,P00750
ENSG00000104687,143.0,17.9,31.0,76.9,133.0,16.2,28.0,5.8,10.0,33.5,58.0,30.6,53.0,35.8,62.0,26.7,8.0,P00390
ENSG00000104689,11.0,0.0,0.0,45.5,5.0,9.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00220
ENSG00000104695,2.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,75.0,3.0,0.0,0.0,75.0,3.0,0.0,0.0,P62714
ENSG00000104783,6.0,33.3,2.0,83.3,5.0,33.3,2.0,0.0,0.0,33.3,2.0,33.3,2.0,33.3,2.0,0.0,0.0,O15554
ENSG00000104833,4267.0,19.1,938.0,69.5,3418.0,17.7,870.0,5.2,258.0,31.3,1541.0,30.1,1483.0,33.6,1652.0,20.0,221.0,P04350
ENSG00000104848,49.0,60.7,34.0,96.4,54.0,7.1,4.0,5.4,3.0,42.9,24.0,42.9,24.0,44.6,25.0,0.0,0.0,Q96RP8
ENSG00000104870,36.0,35.1,13.0,89.2,33.0,21.6,8.0,8.1,3.0,62.2,23.0,59.5,22.0,62.2,23.0,0.0,0.0,P55899
ENSG00000104894,10.0,0.0,0.0,10.0,1.0,20.0,2.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,0.0,0.0,P11049
ENSG00000104921,5.0,0.0,0.0,33.3,2.0,33.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P06734
ENSG00000105141,7.0,0.0,0.0,50.0,4.0,25.0,2.0,0.0,0.0,37.5,3.0,12.5,1.0,37.5,3.0,0.0,0.0,P31944
ENSG00000105146,21.0,0.0,0.0,19.2,5.0,50.0,13.0,7.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UQB9
ENSG00000105193,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P62249
ENSG00000105221,100.0,3.3,4.0,43.0,52.0,21.5,26.0,6.6,8.0,9.9,12.0,9.1,11.0,9.9,12.0,1.9,1.0,P31751
ENSG00000105329,49.0,3.8,2.0,50.9,27.0,35.8,19.0,3.8,2.0,18.9,10.0,17.0,9.0,18.9,10.0,17.6,3.0,P01137
ENSG00000105366,7.0,25.0,2.0,75.0,6.0,25.0,2.0,0.0,0.0,25.0,2.0,12.5,1.0,25.0,2.0,0.0,0.0,Q9NYZ4
ENSG00000105372,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P39019
ENSG00000105383,71.0,13.7,13.0,60.0,57.0,15.8,15.0,3.2,3.0,36.8,35.0,34.7,33.0,38.9,37.0,7.4,2.0,P20138
ENSG00000105388,9.0,0.0,0.0,7.1,1.0,14.3,2.0,7.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.0,P06731
ENSG00000105397,224.0,30.2,70.0,75.0,174.0,11.2,26.0,3.4,8.0,59.5,138.0,58.2,135.0,59.9,139.0,32.1,17.0,P29597
ENSG00000105409,67.0,14.3,10.0,28.6,20.0,5.7,4.0,8.6,6.0,7.1,5.0,5.7,4.0,7.1,5.0,0.0,0.0,P13637
ENSG00000105464,398.0,31.7,133.0,77.3,324.0,15.3,64.0,7.9,33.0,32.0,134.0,29.8,125.0,34.6,145.0,23.4,15.0,O15399
ENSG00000105605,16.0,43.8,7.0,68.8,11.0,50.0,8.0,18.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,P62955
ENSG00000105639,210.0,29.7,65.0,75.8,166.0,11.4,25.0,3.2,7.0,60.3,132.0,58.4,128.0,60.7,133.0,29.8,14.0,P52333
ENSG00000105640,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,Q02543
ENSG00000105647,167.0,2.1,4.0,31.4,60.0,23.0,44.0,4.7,9.0,6.8,13.0,4.2,8.0,7.3,14.0,5.1,5.0,O00459
ENSG00000105650,342.0,33.3,120.0,81.1,292.0,8.6,31.0,4.4,16.0,33.6,121.0,34.7,125.0,36.7,132.0,19.6,10.0,Q08493
ENSG00000105675,409.0,49.5,212.0,67.5,289.0,4.9,21.0,4.7,20.0,44.4,190.0,43.9,188.0,45.6,195.0,7.1,9.0,P20648
ENSG00000105695,2.0,0.0,0.0,100.0,2.0,50.0,1.0,0.0,0.0,50.0,1.0,50.0,1.0,50.0,1.0,,0.0,P20916
ENSG00000105697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P81172
ENSG00000105723,102.0,61.5,72.0,79.5,93.0,15.4,18.0,6.0,7.0,16.2,19.0,12.8,15.0,16.2,19.0,0.0,0.0,P49840
ENSG00000105737,132.0,58.4,97.0,87.3,145.0,10.8,18.0,3.0,5.0,45.2,75.0,45.8,76.0,47.6,79.0,21.1,4.0,Q16478
ENSG00000105810,277.0,7.2,26.0,42.8,155.0,16.9,61.0,5.2,19.0,15.7,57.0,17.1,62.0,18.5,67.0,6.6,11.0,Q00534
