targetId,n_trials,pct_reached_phase3,n_reached_phase3,pct_reached_phase2,n_reached_phase2,pct_terminated,n_terminated,pct_withdrawn,n_withdrawn,pct_endpoint_primary,n_endpoint_primary,pct_endpoint_secondary,n_endpoint_secondary,pct_endpoint_either,n_endpoint_either,pct_phase1_to_phase2,n_phase1_to_phase2,targetFromSourceId
ENSG00000105835,4.0,0.0,0.0,50.0,2.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P43490
ENSG00000105851,201.0,4.0,9.0,36.1,82.0,22.9,52.0,7.0,16.0,8.8,20.0,7.0,16.0,9.7,22.0,5.6,6.0,P48736
ENSG00000105976,279.0,7.2,22.0,51.6,157.0,21.1,64.0,9.2,28.0,14.8,45.0,12.8,39.0,14.8,45.0,6.4,7.0,P08581
ENSG00000106123,82.0,6.6,7.0,63.2,67.0,17.9,19.0,5.7,6.0,14.2,15.0,13.2,14.0,17.0,18.0,6.7,2.0,O15197
ENSG00000106128,6.0,33.3,2.0,83.3,5.0,16.7,1.0,0.0,0.0,16.7,1.0,50.0,3.0,50.0,3.0,0.0,0.0,Q02643
ENSG00000106144,7.0,0.0,0.0,50.0,4.0,25.0,2.0,0.0,0.0,37.5,3.0,12.5,1.0,37.5,3.0,0.0,0.0,P42575
ENSG00000106211,5.0,0.0,0.0,80.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,ENSG00000106211
ENSG00000106258,497.0,47.9,246.0,78.2,402.0,9.1,47.0,2.5,13.0,46.3,238.0,45.3,233.0,47.7,245.0,57.4,58.0,P20815
ENSG00000106327,4.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,25.0,2.0,25.0,2.0,25.0,2.0,16.7,1.0,Q9UP52
ENSG00000106348,797.0,42.5,411.0,90.9,880.0,11.7,113.0,4.1,40.0,55.5,537.0,54.3,526.0,58.5,566.0,29.7,19.0,P20839
ENSG00000106366,2.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P05121
ENSG00000106462,11.0,0.0,0.0,33.3,4.0,41.7,5.0,25.0,3.0,16.7,2.0,16.7,2.0,16.7,2.0,50.0,1.0,Q15910
ENSG00000106546,12.0,75.0,9.0,100.0,12.0,0.0,0.0,0.0,0.0,66.7,8.0,66.7,8.0,66.7,8.0,,0.0,P35869
ENSG00000106588,14.0,5.9,1.0,23.5,4.0,47.1,8.0,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,P25787
ENSG00000106617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UGJ0
ENSG00000106628,2225.0,14.7,405.0,67.0,1848.0,18.5,511.0,4.6,127.0,32.1,885.0,31.5,869.0,34.4,948.0,19.0,123.0,P49005
ENSG00000106631,19.0,15.8,3.0,78.9,15.0,10.5,2.0,5.3,1.0,57.9,11.0,52.6,10.0,63.2,12.0,75.0,3.0,Q01449
ENSG00000106633,62.0,3.2,2.0,29.0,18.0,3.2,2.0,1.6,1.0,19.4,12.0,21.0,13.0,21.0,13.0,27.9,12.0,P35557
ENSG00000106799,16.0,0.0,0.0,17.6,3.0,0.0,0.0,5.9,1.0,5.9,1.0,5.9,1.0,5.9,1.0,0.0,0.0,P36897
ENSG00000106804,101.0,40.5,45.0,94.6,105.0,19.8,22.0,6.3,7.0,51.4,57.0,53.2,59.0,55.0,61.0,75.0,3.0,P01031
ENSG00000106991,22.0,3.4,1.0,37.9,11.0,13.8,4.0,0.0,0.0,13.8,4.0,6.9,2.0,13.8,4.0,0.0,0.0,P17813
ENSG00000107159,13.0,21.4,3.0,42.9,6.0,21.4,3.0,0.0,0.0,21.4,3.0,21.4,3.0,21.4,3.0,0.0,0.0,Q16790
ENSG00000107165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P17643
ENSG00000107643,4.0,0.0,0.0,75.0,3.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P45983
ENSG00000107779,10.0,20.0,2.0,70.0,7.0,10.0,1.0,0.0,0.0,20.0,2.0,20.0,2.0,20.0,2.0,0.0,0.0,P36894
ENSG00000107854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Q9H2K2
ENSG00000107968,1.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P41279
ENSG00000107984,5.0,0.0,0.0,40.0,2.0,40.0,2.0,0.0,0.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,O94907
ENSG00000108039,6.0,0.0,0.0,33.3,2.0,33.3,2.0,0.0,0.0,16.7,1.0,16.7,1.0,16.7,1.0,0.0,0.0,Q9NQW7
ENSG00000108091,4.0,25.0,1.0,50.0,2.0,0.0,0.0,25.0,1.0,25.0,1.0,25.0,1.0,25.0,1.0,0.0,0.0,Q16204
ENSG00000108107,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P46779
ENSG00000108298,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P84098
ENSG00000108344,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O43242
ENSG00000108443,7.0,0.0,0.0,0.0,0.0,45.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P23443
ENSG00000108556,10.0,30.0,3.0,90.0,9.0,0.0,0.0,0.0,0.0,30.0,3.0,20.0,2.0,30.0,3.0,,0.0,Q04844
ENSG00000108576,829.0,56.8,499.0,86.3,758.0,10.4,91.0,2.5,22.0,39.0,342.0,38.7,340.0,41.2,362.0,14.0,14.0,P31645
ENSG00000108671,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00231
ENSG00000108691,3.0,0.0,0.0,66.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P13500
ENSG00000108821,48.0,56.2,27.0,89.6,43.0,8.3,4.0,6.2,3.0,54.2,26.0,50.0,24.0,54.2,26.0,25.0,1.0,P02452
ENSG00000108840,257.0,1.8,6.0,40.4,135.0,23.7,79.0,5.7,19.0,9.6,32.0,7.5,25.0,9.6,32.0,9.8,14.0,Q9UQL6
ENSG00000108878,16.0,43.8,7.0,68.8,11.0,50.0,8.0,18.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,Q06432
ENSG00000109158,311.0,51.0,179.0,83.8,294.0,9.7,34.0,5.1,18.0,39.6,139.0,40.7,143.0,43.9,154.0,9.8,5.0,P48169
ENSG00000109163,403.0,40.6,172.0,86.8,368.0,17.5,74.0,5.2,22.0,47.9,203.0,48.6,206.0,50.7,215.0,19.4,7.0,P30968
ENSG00000109320,4.0,50.0,2.0,50.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P19838
ENSG00000109339,8.0,25.0,2.0,75.0,6.0,50.0,4.0,0.0,0.0,0.0,0.0,12.5,1.0,12.5,1.0,0.0,0.0,P53779
ENSG00000109390,681.0,45.6,329.0,76.2,550.0,11.5,83.0,3.7,27.0,42.7,308.0,42.9,310.0,45.2,326.0,25.2,32.0,O43677
ENSG00000109475,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P49207
ENSG00000109861,5.0,20.0,1.0,60.0,3.0,0.0,0.0,0.0,0.0,60.0,3.0,60.0,3.0,60.0,3.0,0.0,0.0,P53634
ENSG00000109971,4.0,75.0,3.0,100.0,4.0,25.0,1.0,0.0,0.0,25.0,1.0,25.0,1.0,25.0,1.0,,0.0,P11142
ENSG00000109991,18.0,31.6,6.0,84.2,16.0,15.8,3.0,0.0,0.0,31.6,6.0,26.3,5.0,36.8,7.0,33.3,1.0,P56373
ENSG00000110092,2.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P24385
ENSG00000110148,11.0,0.0,0.0,27.3,3.0,9.1,1.0,9.1,1.0,9.1,1.0,9.1,1.0,9.1,1.0,0.0,0.0,P32239
ENSG00000110195,24.0,7.1,2.0,67.9,19.0,21.4,6.0,21.4,6.0,21.4,6.0,21.4,6.0,21.4,6.0,33.3,2.0,P15328
ENSG00000110245,5.0,60.0,3.0,100.0,5.0,20.0,1.0,0.0,0.0,100.0,5.0,100.0,5.0,100.0,5.0,,0.0,ENSG00000110245
ENSG00000110324,3.0,33.3,1.0,100.0,3.0,66.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Q13651
ENSG00000110330,11.0,0.0,0.0,16.7,3.0,50.0,9.0,16.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13490
ENSG00000110448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P06127
ENSG00000110680,47.0,63.8,30.0,87.2,41.0,14.9,7.0,2.1,1.0,61.7,29.0,61.7,29.0,61.7,29.0,50.0,3.0,P06881
ENSG00000110700,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P62277
ENSG00000110717,681.0,45.6,329.0,76.2,550.0,11.5,83.0,3.7,27.0,42.7,308.0,42.9,310.0,45.2,326.0,25.2,32.0,O00217
ENSG00000110721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P35790
ENSG00000110799,16.0,62.5,10.0,81.2,13.0,18.8,3.0,6.2,1.0,62.5,10.0,62.5,10.0,62.5,10.0,0.0,0.0,P04275
ENSG00000110876,6.0,0.0,0.0,66.7,4.0,16.7,1.0,16.7,1.0,50.0,3.0,50.0,3.0,50.0,3.0,0.0,0.0,Q14242
ENSG00000110944,97.0,54.0,54.0,87.0,87.0,16.0,16.0,4.0,4.0,57.0,57.0,57.0,57.0,58.0,58.0,33.3,3.0,Q9NPF7
ENSG00000111142,12.0,15.4,2.0,46.2,6.0,30.8,4.0,0.0,0.0,38.5,5.0,38.5,5.0,38.5,5.0,60.0,3.0,P50579
ENSG00000111144,5.0,0.0,0.0,80.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,P09960
ENSG00000111199,5.0,0.0,0.0,40.0,2.0,20.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,Q9HBA0
ENSG00000111245,19.0,15.8,3.0,78.9,15.0,10.5,2.0,5.3,1.0,57.9,11.0,52.6,10.0,63.2,12.0,75.0,3.0,P10916
ENSG00000111262,49.0,60.7,34.0,96.4,54.0,7.1,4.0,5.4,3.0,42.9,24.0,42.9,24.0,44.6,25.0,0.0,0.0,Q09470
ENSG00000111275,33.0,5.4,2.0,59.5,22.0,21.6,8.0,2.7,1.0,21.6,8.0,2.7,1.0,21.6,8.0,22.2,2.0,P05091
ENSG00000111291,1.0,100.0,1.0,100.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Q9NZD1
ENSG00000111319,19.0,37.5,9.0,75.0,18.0,8.3,2.0,0.0,0.0,25.0,6.0,16.7,4.0,25.0,6.0,20.0,1.0,P37088
ENSG00000111321,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P36941
ENSG00000111424,584.0,37.3,233.0,77.1,482.0,11.5,72.0,4.6,29.0,32.0,200.0,32.8,205.0,35.5,222.0,29.5,28.0,P11473
ENSG00000111537,6.0,16.7,1.0,83.3,5.0,50.0,3.0,0.0,0.0,33.3,2.0,33.3,2.0,33.3,2.0,0.0,0.0,P01579
ENSG00000111725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9Y478
ENSG00000111816,287.0,6.6,23.0,55.3,192.0,25.6,89.0,6.1,21.0,20.7,72.0,21.3,74.0,22.2,77.0,13.2,14.0,P42685
ENSG00000112033,35.0,17.1,6.0,82.9,29.0,17.1,6.0,0.0,0.0,40.0,14.0,42.9,15.0,42.9,15.0,16.7,1.0,Q03181
ENSG00000112038,1416.0,54.2,818.0,83.2,1257.0,10.1,153.0,4.1,62.0,38.3,579.0,37.5,566.0,40.8,616.0,29.0,61.0,P35372
ENSG00000112062,94.0,3.1,3.0,71.1,69.0,11.3,11.0,1.0,1.0,21.6,21.0,20.6,20.0,22.7,22.0,23.1,6.0,Q16539
ENSG00000112115,215.0,55.8,121.0,86.6,188.0,8.8,19.0,4.1,9.0,58.1,126.0,59.9,130.0,59.9,130.0,34.6,9.0,Q16552
ENSG00000112116,28.0,42.9,12.0,92.9,26.0,0.0,0.0,0.0,0.0,85.7,24.0,85.7,24.0,85.7,24.0,100.0,2.0,Q96PD4
ENSG00000112164,687.0,50.6,381.0,69.1,520.0,5.0,38.0,1.9,14.0,48.2,363.0,48.3,364.0,49.5,373.0,46.8,103.0,P43220
ENSG00000112242,1.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,O00716
ENSG00000112294,158.0,42.6,80.0,69.7,131.0,15.4,29.0,8.0,15.0,23.9,45.0,23.4,44.0,25.0,47.0,5.6,2.0,P51649
ENSG00000112306,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P25398
ENSG00000112541,87.0,23.8,24.0,73.3,74.0,14.9,15.0,2.0,2.0,17.8,18.0,20.8,21.0,24.8,25.0,25.0,5.0,Q9Y233
ENSG00000112715,1636.0,21.0,401.0,74.6,1426.0,15.1,288.0,5.7,109.0,37.8,722.0,37.0,707.0,40.4,772.0,24.4,92.0,P15692
ENSG00000112742,2.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P33981
ENSG00000112759,17.0,48.0,12.0,92.0,23.0,12.0,3.0,4.0,1.0,8.0,2.0,16.0,4.0,16.0,4.0,0.0,0.0,Q99808
ENSG00000112769,7.0,14.3,1.0,71.4,5.0,42.9,3.0,0.0,0.0,14.3,1.0,14.3,1.0,14.3,1.0,0.0,0.0,Q16363
ENSG00000112964,163.0,57.5,103.0,86.0,154.0,12.8,23.0,2.8,5.0,49.7,89.0,47.5,85.0,51.4,92.0,35.7,5.0,P10912
ENSG00000113070,1.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Q99075
ENSG00000113161,709.0,49.6,386.0,77.7,605.0,9.0,70.0,3.5,27.0,38.3,298.0,38.4,299.0,40.9,319.0,6.3,9.0,P04035
ENSG00000113231,64.0,31.2,24.0,80.5,62.0,14.3,11.0,2.6,2.0,19.5,15.0,22.1,17.0,26.0,20.0,0.0,0.0,O95263
ENSG00000113263,202.0,5.1,12.0,65.4,153.0,19.2,45.0,4.3,10.0,29.5,69.0,24.4,57.0,29.5,69.0,22.6,14.0,Q08881
ENSG00000113302,99.0,59.2,61.0,85.4,88.0,14.6,15.0,3.9,4.0,62.1,64.0,61.2,63.0,62.1,64.0,30.0,3.0,P29460
ENSG00000113327,680.0,35.5,263.0,64.6,478.0,10.7,79.0,3.2,24.0,31.9,236.0,31.5,233.0,34.1,252.0,4.0,9.0,P18507
ENSG00000113441,6.0,0.0,0.0,33.3,2.0,33.3,2.0,0.0,0.0,16.7,1.0,16.7,1.0,16.7,1.0,0.0,0.0,Q9UIQ6
ENSG00000113448,346.0,33.0,120.0,80.5,293.0,8.5,31.0,4.4,16.0,33.5,122.0,34.6,126.0,36.5,133.0,22.2,12.0,Q08499
ENSG00000113520,4.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,25.0,1.0,100.0,1.0,P05112
ENSG00000113525,56.0,59.3,35.0,91.5,54.0,8.5,5.0,0.0,0.0,69.5,41.0,66.1,39.0,69.5,41.0,40.0,2.0,P05113
ENSG00000113575,2.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,75.0,3.0,0.0,0.0,75.0,3.0,0.0,0.0,P67775
ENSG00000113578,42.0,8.9,4.0,60.0,27.0,11.1,5.0,0.0,0.0,20.0,9.0,17.8,8.0,24.4,11.0,11.1,2.0,P05230
ENSG00000113580,3599.0,42.3,1634.0,81.2,3135.0,14.0,539.0,5.6,216.0,41.3,1596.0,40.8,1576.0,43.9,1696.0,22.6,119.0,P04150
ENSG00000113721,1942.0,10.2,229.0,62.1,1388.0,20.3,453.0,4.7,104.0,22.9,512.0,21.1,471.0,24.0,537.0,15.0,97.0,P09619
ENSG00000113749,66.0,33.8,24.0,53.5,38.0,19.7,14.0,1.4,1.0,21.1,15.0,22.5,16.0,23.9,17.0,3.6,1.0,P25021
ENSG00000113851,824.0,13.6,122.0,65.7,590.0,20.0,180.0,5.5,49.0,34.5,310.0,32.5,292.0,35.2,316.0,35.9,75.0,Q96SW2
ENSG00000114013,107.0,45.5,51.0,78.6,88.0,12.5,14.0,4.5,5.0,34.8,39.0,38.4,43.0,39.3,44.0,42.1,8.0,P42081
ENSG00000114200,46.0,77.8,42.0,81.5,44.0,13.0,7.0,1.9,1.0,16.7,9.0,14.8,8.0,20.4,11.0,0.0,0.0,P06276
ENSG00000114391,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P83731
ENSG00000114503,8.0,0.0,0.0,87.5,7.0,12.5,1.0,0.0,0.0,50.0,4.0,62.5,5.0,62.5,5.0,0.0,0.0,P52298
ENSG00000114739,19.0,15.8,3.0,89.5,17.0,5.3,1.0,0.0,0.0,36.8,7.0,21.1,4.0,42.1,8.0,0.0,0.0,Q13705
ENSG00000114854,17.0,36.8,7.0,94.7,18.0,21.1,4.0,0.0,0.0,42.1,8.0,47.4,9.0,47.4,9.0,0.0,0.0,P63316
ENSG00000114859,30.0,71.0,22.0,93.5,29.0,12.9,4.0,0.0,0.0,58.1,18.0,51.6,16.0,58.1,18.0,100.0,2.0,P51788
ENSG00000115008,17.0,16.7,3.0,83.3,15.0,11.1,2.0,0.0,0.0,61.1,11.0,61.1,11.0,61.1,11.0,0.0,0.0,P01583
ENSG00000115020,7.0,0.0,0.0,71.4,5.0,0.0,0.0,0.0,0.0,14.3,1.0,14.3,1.0,14.3,1.0,50.0,1.0,Q9Y2I7
ENSG00000115159,678.0,45.8,329.0,76.5,550.0,11.4,82.0,3.8,27.0,42.8,308.0,43.1,310.0,45.3,326.0,25.4,32.0,P43304
ENSG00000115170,10.0,20.0,2.0,70.0,7.0,10.0,1.0,0.0,0.0,20.0,2.0,20.0,2.0,20.0,2.0,0.0,0.0,Q04771
ENSG00000115221,2.0,0.0,0.0,100.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,P18564
ENSG00000115232,96.0,45.9,50.0,79.8,87.0,18.3,20.0,9.2,10.0,35.8,39.0,36.7,40.0,38.5,42.0,14.3,2.0,P13612
ENSG00000115233,8.0,0.0,0.0,0.0,0.0,66.7,6.0,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00487
ENSG00000115252,64.0,31.2,24.0,80.5,62.0,14.3,11.0,2.6,2.0,19.5,15.0,22.1,17.0,26.0,20.0,0.0,0.0,P54750
ENSG00000115268,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P62841
ENSG00000115286,681.0,45.6,329.0,76.2,550.0,11.5,83.0,3.7,27.0,42.7,308.0,42.9,310.0,45.2,326.0,25.2,32.0,O75251
ENSG00000115310,5.0,0.0,0.0,20.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,Q9NQC3
ENSG00000115353,170.0,42.0,76.0,80.1,145.0,9.9,18.0,1.1,2.0,40.3,73.0,38.1,69.0,42.5,77.0,6.5,2.0,P25103
ENSG00000115414,16.0,5.9,1.0,47.1,8.0,41.2,7.0,0.0,0.0,17.6,3.0,23.5,4.0,23.5,4.0,0.0,0.0,P02751
ENSG00000115419,8.0,0.0,0.0,40.0,4.0,10.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,10.0,1.0,0.0,0.0,O94925
ENSG00000115592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UGI9
ENSG00000115594,80.0,11.6,10.0,70.9,61.0,12.8,11.0,7.0,6.0,36.0,31.0,31.4,27.0,39.5,34.0,25.0,4.0,P14778
ENSG00000115598,23.0,13.0,3.0,95.7,22.0,21.7,5.0,0.0,0.0,34.8,8.0,39.1,9.0,47.8,11.0,100.0,1.0,Q9HB29
ENSG00000115602,4.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,25.0,1.0,50.0,2.0,50.0,2.0,,0.0,Q01638
ENSG00000115604,4.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13478
ENSG00000115607,4.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O95256
ENSG00000115705,5.0,14.3,1.0,57.1,4.0,14.3,1.0,14.3,1.0,0.0,0.0,14.3,1.0,14.3,1.0,0.0,0.0,P07202
ENSG00000115758,23.0,29.2,7.0,83.3,20.0,8.3,2.0,4.2,1.0,29.2,7.0,33.3,8.0,37.5,9.0,0.0,0.0,P11926
ENSG00000115825,59.0,2.3,2.0,27.3,24.0,13.6,12.0,4.5,4.0,5.7,5.0,5.7,5.0,6.8,6.0,5.6,3.0,O94806
ENSG00000115884,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P18827
ENSG00000116016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q99814
ENSG00000116032,398.0,31.7,133.0,77.3,324.0,15.3,64.0,7.9,33.0,32.0,134.0,29.8,125.0,34.6,145.0,23.4,15.0,O60391
ENSG00000116044,17.0,15.8,3.0,52.6,10.0,26.3,5.0,5.3,1.0,26.3,5.0,21.1,4.0,26.3,5.0,0.0,0.0,Q16236
ENSG00000116106,82.0,6.6,7.0,63.2,67.0,17.9,19.0,5.7,6.0,14.2,15.0,13.2,14.0,17.0,18.0,6.7,2.0,P54764
ENSG00000116251,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P35268
ENSG00000116329,405.0,40.3,178.0,78.3,346.0,6.8,30.0,2.7,12.0,36.2,160.0,36.4,161.0,40.0,177.0,19.8,16.0,P41143
ENSG00000116396,49.0,60.7,34.0,96.4,54.0,7.1,4.0,5.4,3.0,42.9,24.0,42.9,24.0,44.6,25.0,0.0,0.0,Q03721
ENSG00000116478,449.0,2.0,12.0,38.4,226.0,26.0,153.0,4.9,29.0,11.0,65.0,9.8,58.0,11.4,67.0,9.8,25.0,Q13547
ENSG00000116678,18.0,0.0,0.0,77.8,14.0,11.1,2.0,0.0,0.0,61.1,11.0,61.1,11.0,66.7,12.0,66.7,2.0,P48357
ENSG00000116711,2.0,0.0,0.0,50.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P47712
ENSG00000116745,7.0,10.0,1.0,70.0,7.0,0.0,0.0,0.0,0.0,40.0,4.0,40.0,4.0,40.0,4.0,0.0,0.0,Q16518
ENSG00000116824,27.0,16.7,5.0,56.7,17.0,33.3,10.0,0.0,0.0,43.3,13.0,43.3,13.0,43.3,13.0,14.3,1.0,P06729
ENSG00000117013,69.0,60.5,46.0,93.4,71.0,13.2,10.0,5.3,4.0,42.1,32.0,43.4,33.0,44.7,34.0,50.0,2.0,P56696
ENSG00000117020,100.0,3.3,4.0,43.0,52.0,21.5,26.0,6.6,8.0,9.9,12.0,9.1,11.0,9.9,12.0,1.9,1.0,Q9Y243
ENSG00000117266,14.0,0.0,0.0,26.7,4.0,20.0,3.0,13.3,2.0,0.0,0.0,6.7,1.0,6.7,1.0,50.0,4.0,Q07002
ENSG00000117298,2.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,1.0,,0.0,P42892
ENSG00000117362,53.0,11.1,8.0,54.2,39.0,44.4,32.0,8.3,6.0,1.4,1.0,0.0,0.0,1.4,1.0,16.7,3.0,Q96BI3
ENSG00000117400,126.0,28.8,38.0,75.0,99.0,11.4,15.0,5.3,7.0,53.0,70.0,51.5,68.0,54.5,72.0,50.0,14.0,P40238
ENSG00000117461,167.0,2.1,4.0,31.4,60.0,23.0,44.0,4.7,9.0,6.8,13.0,4.2,8.0,7.3,14.0,5.1,5.0,Q92569
ENSG00000117480,407.0,61.2,254.0,86.3,358.0,10.4,43.0,5.1,21.0,31.6,131.0,31.6,131.0,33.5,139.0,22.0,9.0,O00519
ENSG00000117525,4.0,0.0,0.0,66.7,4.0,0.0,0.0,0.0,0.0,16.7,1.0,16.7,1.0,16.7,1.0,0.0,0.0,P13726
ENSG00000117560,5.0,20.0,1.0,40.0,2.0,20.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,20.0,1.0,33.3,1.0,P48023
ENSG00000117586,5.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,33.3,2.0,33.3,2.0,33.3,2.0,0.0,0.0,P23510
ENSG00000117594,16.0,0.0,0.0,68.8,11.0,12.5,2.0,6.2,1.0,6.2,1.0,25.0,4.0,25.0,4.0,50.0,2.0,P28845
ENSG00000117601,181.0,60.0,123.0,87.3,179.0,15.1,31.0,5.4,11.0,40.0,82.0,39.0,80.0,42.0,86.0,5.0,1.0,P01008
ENSG00000117971,28.0,3.4,1.0,65.5,19.0,13.8,4.0,3.4,1.0,27.6,8.0,37.9,11.0,44.8,13.0,14.3,1.0,P30926
ENSG00000118113,117.0,41.2,49.0,89.9,107.0,12.6,15.0,2.5,3.0,37.0,44.0,37.0,44.0,40.3,48.0,42.9,3.0,P22894
ENSG00000118181,37.0,23.9,11.0,82.6,38.0,39.1,18.0,4.3,2.0,37.0,17.0,32.6,15.0,41.3,19.0,0.0,0.0,P62851
ENSG00000118194,17.0,36.8,7.0,94.7,18.0,21.1,4.0,0.0,0.0,42.1,8.0,47.4,9.0,47.4,9.0,0.0,0.0,P45379
ENSG00000118271,32.0,41.7,15.0,77.8,28.0,0.0,0.0,8.3,3.0,61.1,22.0,55.6,20.0,61.1,22.0,25.0,2.0,ENSG00000118271
